20 5 3 3 3716
702 557
2582 2564 2542 2468 2551 2800 1120 2660 2360 1940 1760 2760 2460 2680 2360 1800 2300 1520 1580 1940 0.01 0.01 0.01 0.01 0.01 
1 156 665 123 144 128 143 148 65 24 31 31 19 42 24 63 44 94 42 18 97 80 38 2640 0.18 0.00 0.05 0.08 0.12 
2 40 562 141 138 140 103 109 35 19 90 40 45 31 76 76 62 19 91 84 60 48 61 3940 0.11 0.14 0.15 0.11 0.20 
3 446 58 143 101 135 103 150 44 46 27 87 27 82 99 29 59 42 48 45 83 99 82 2850 0.04 0.03 0.03 0.19 0.17 
4 995 422 114 116 128 139 107 99 39 45 17 87 31 68 13 46 61 72 80 69 12 43 2775 0.09 0.03 0.06 0.12 0.06 
5 724 87 135 146 110 129 135 17 56 42 90 75 13 57 50 43 86 43 20 22 70 77 3700 0.17 0.03 0.16 0.01 0.10 
6 230 238 121 127 124 124 106 55 98 54 91 50 52 52 28 74 22 33 39 94 47 65 2640 0.08 0.09 0.03 0.12 0.05 
7 594 837 143 132 126 116 145 84 38 64 81 26 33 67 49 85 74 38 58 66 63 52 2820 0.19 0.05 0.04 0.08 0.08 
8 638 229 110 115 150 115 139 21 63 63 78 95 80 79 23 22 98 57 53 66 11 53 2280 0.07 0.14 0.19 0.12 0.17 
9 861 270 147 135 144 111 109 73 76 60 91 60 27 91 71 26 82 95 11 99 87 18 3380 0.13 0.04 0.20 0.07 0.04 
10 635 97 102 141 118 121 125 14 91 23 12 62 32 78 68 14 45 69 82 69 34 90 3020 0.20 0.03 0.15 0.04 0.03 
11 383 425 116 122 135 141 143 54 77 91 51 84 98 67 20 79 23 27 31 60 22 11 3020 0.05 0.14 0.06 0.09 0.09 
12 326 188 145 129 115 105 113 79 71 11 24 97 95 56 59 26 37 12 40 32 20 26 3860 0.11 0.14 0.03 0.05 0.19 
13 751 678 110 123 120 111 123 67 74 79 75 85 65 80 23 78 90 42 26 33 83 75 2970 0.06 0.17 0.19 0.20 0.20 
14 151 765 114 145 125 142 115 60 60 47 91 36 60 90 82 16 59 95 54 73 97 75 2715 0.18 0.02 0.00 0.15 0.01 
15 340 302 139 108 103 133 145 27 12 68 100 53 29 12 93 39 99 93 93 99 96 27 2730 0.03 0.20 0.01 0.04 0.20 
16 107 974 132 128 150 132 114 59 19 39 76 67 74 47 61 81 89 25 90 69 44 42 3420 0.18 0.09 0.16 0.18 0.10 
17 772 853 122 149 114 124 149 34 32 75 61 49 69 74 48 26 80 17 22 96 55 62 2940 0.13 0.11 0.03 0.02 0.07 
18 207 376 147 133 139 101 129 86 67 27 93 20 29 40 98 66 75 51 18 63 11 76 3480 0.08 0.14 0.17 0.19 0.17 
19 809 683 134 123 128 141 123 16 33 92 12 60 79 79 33 13 51 41 12 11 44 53 3820 0.10 0.09 0.16 0.04 0.06 
20 401 532 144 109 110 134 124 71 78 90 69 75 57 15 29 59 83 48 40 49 30 76 3300 0.11 0.15 0.13 0.20 0.11 
