40 1 3 7 1498
718 792
4909 4000 4480 5200 2600 4120 2360 4440 0.01 
1 209 598 132 72 70 45 97 52 79 96 776 0.16 
2 779 215 124 35 99 38 63 36 87 76 744 0.11 
3 890 538 129 82 18 86 75 65 57 45 652 0.18 
4 993 100 132 82 44 18 72 24 94 32 564 0.09 
5 780 239 103 87 13 59 96 48 40 66 668 0.17 
6 595 493 125 84 48 57 84 26 90 28 489 0.01 
7 253 884 125 48 53 85 31 25 72 33 676 0.20 
8 271 544 101 82 13 86 82 83 69 81 740 0.15 
9 886 735 116 17 24 35 12 20 72 16 652 0.12 
10 458 669 102 46 99 32 81 15 13 84 668 0.00 
11 389 258 117 76 37 63 97 83 31 73 612 0.08 
12 147 225 132 84 34 16 61 39 13 21 549 0.03 
13 144 390 111 23 97 37 91 66 13 79 543 0.14 
14 825 471 134 85 28 21 37 17 94 60 624 0.08 
15 904 11 128 58 92 90 38 19 12 34 616 0.00 
16 567 224 110 22 97 84 97 78 31 76 668 0.04 
17 251 156 149 11 17 82 78 30 40 70 748 0.05 
18 652 997 130 78 93 88 62 76 100 20 474 0.01 
19 32 172 115 88 67 83 55 73 45 23 552 0.00 
20 103 93 107 12 73 75 15 99 52 98 555 0.15 
21 492 605 106 57 23 25 41 62 64 97 800 0.03 
22 94 600 143 66 77 21 60 79 74 32 594 0.09 
23 366 568 102 20 100 30 46 45 76 20 594 0.05 
24 667 111 123 97 48 20 41 23 75 17 585 0.11 
25 62 189 123 73 52 97 100 34 69 61 582 0.08 
26 710 756 103 48 45 57 64 63 15 11 555 0.07 
27 358 301 137 85 87 54 93 38 78 44 708 0.09 
28 237 980 143 58 98 52 70 27 51 14 498 0.14 
29 772 116 113 21 92 51 23 50 36 62 474 0.13 
30 216 634 109 99 42 43 49 66 90 46 543 0.10 
31 611 276 149 74 95 64 53 47 36 44 513 0.13 
32 659 853 135 53 64 58 28 91 56 21 620 0.00 
33 783 927 144 47 54 14 75 41 77 31 453 0.07 
34 474 973 126 81 20 93 94 46 46 58 740 0.02 
35 975 926 140 57 63 20 49 96 19 92 700 0.15 
36 114 967 118 19 46 20 84 65 90 94 558 0.08 
37 750 965 111 69 54 61 55 89 69 17 471 0.09 
38 803 890 142 65 44 15 82 73 75 28 756 0.16 
39 327 439 104 30 56 45 74 54 65 79 728 0.00 
40 948 974 116 41 94 62 53 19 26 48 640 0.06 
