50 1 1 5 5628
345 692
6412 3050 4150 6800 4500 3600 0.01 
1 602 73 115 32 86 92 76 65 585 0.16 
2 876 180 147 53 85 41 28 31 620 0.17 
3 574 401 138 87 77 17 31 49 552 0.06 
4 693 452 111 49 63 99 25 57 516 0.09 
5 513 463 145 37 64 76 55 68 744 0.15 
6 972 297 110 16 26 44 16 30 732 0.17 
7 440 866 143 34 77 24 86 18 608 0.16 
8 774 10 101 14 25 36 39 72 792 0.16 
9 875 422 128 17 100 12 98 24 692 0.12 
10 384 709 115 89 42 22 73 75 483 0.11 
11 638 269 148 96 95 83 88 84 772 0.16 
12 17 843 139 34 79 53 41 63 594 0.10 
13 658 481 125 44 80 38 61 42 724 0.04 
14 262 568 113 28 66 75 68 79 504 0.18 
15 213 330 142 86 54 52 14 73 712 0.03 
16 42 941 150 64 44 52 50 26 740 0.09 
17 837 365 142 16 70 52 20 59 489 0.13 
18 357 958 147 54 94 48 27 81 732 0.02 
19 48 234 112 41 18 37 80 92 728 0.13 
20 232 584 136 96 48 73 58 52 712 0.13 
21 27 876 113 71 29 67 49 33 712 0.00 
22 118 387 106 29 99 51 11 70 579 0.15 
23 682 928 111 45 98 50 40 57 549 0.14 
24 725 266 112 71 71 61 15 60 594 0.02 
25 304 467 139 11 26 99 96 71 474 0.14 
26 925 84 134 57 56 64 37 18 652 0.10 
27 914 89 131 24 30 74 25 27 465 0.07 
28 148 281 130 27 33 80 75 52 772 0.20 
29 930 456 103 22 28 69 85 72 534 0.05 
30 338 600 129 100 76 85 52 12 483 0.11 
31 931 916 140 30 76 64 20 58 792 0.16 
32 840 752 105 51 26 89 63 26 644 0.11 
33 85 509 123 28 92 15 58 24 498 0.04 
34 1 264 106 18 37 47 77 56 537 0.11 
35 310 279 145 51 76 80 77 27 576 0.01 
36 218 198 150 24 98 86 56 96 456 0.16 
37 817 582 103 87 46 94 84 56 588 0.06 
38 3 404 147 76 77 99 82 48 604 0.04 
39 799 827 142 73 21 80 34 72 552 0.05 
40 500 184 142 86 44 45 28 41 588 0.19 
41 491 792 121 84 84 92 100 75 676 0.14 
42 168 274 128 57 97 36 100 71 768 0.14 
43 802 97 136 52 18 56 55 83 480 0.08 
44 346 221 116 45 74 94 75 22 573 0.13 
45 865 156 123 37 97 52 17 50 692 0.06 
46 998 907 145 17 70 29 92 61 465 0.01 
47 461 849 128 78 53 72 25 55 704 0.12 
48 643 71 148 54 58 49 39 33 792 0.12 
49 489 994 147 94 87 82 58 31 573 0.12 
50 734 123 102 89 46 19 59 61 477 0.15 
