100 1 1 3 10952
650 794
12793 6400 11200 6400 0.01 
1 167 867 113 21 59 63 640 0.14 
2 408 991 126 89 21 28 704 0.10 
3 312 758 150 78 33 60 492 0.03 
4 326 102 135 64 64 73 656 0.17 
5 965 520 138 29 31 22 756 0.09 
6 752 858 109 47 14 89 456 0.18 
7 0 139 147 19 22 31 668 0.12 
8 566 988 116 62 70 46 720 0.07 
9 630 620 150 40 34 24 684 0.06 
10 43 224 133 73 20 55 594 0.12 
11 691 317 118 79 65 98 528 0.11 
12 860 711 122 12 70 26 640 0.03 
13 46 600 115 83 21 82 495 0.15 
14 197 287 124 67 51 56 716 0.08 
15 886 268 108 89 52 49 664 0.19 
16 621 85 147 34 22 80 624 0.04 
17 81 214 143 43 51 94 636 0.12 
18 680 460 137 68 64 82 688 0.18 
19 157 519 145 24 96 99 477 0.14 
20 732 961 136 79 27 82 756 0.12 
21 755 552 118 14 71 46 510 0.15 
22 442 118 137 85 12 23 788 0.20 
23 852 714 119 59 100 78 672 0.10 
24 343 789 126 93 63 27 531 0.10 
25 36 866 108 54 45 47 604 0.04 
26 91 697 120 52 94 11 516 0.18 
27 892 50 136 62 51 33 495 0.12 
28 426 71 145 45 45 87 510 0.19 
29 90 508 129 71 39 70 510 0.17 
30 47 416 119 61 39 60 480 0.17 
31 333 344 148 97 14 99 752 0.09 
32 318 162 137 54 57 92 756 0.17 
33 897 503 141 91 37 83 534 0.07 
34 812 425 109 83 90 83 664 0.11 
35 359 824 141 85 18 19 522 0.04 
36 30 780 119 15 58 33 764 0.03 
37 75 415 119 85 91 90 495 0.01 
38 330 262 136 29 15 11 764 0.03 
39 121 573 109 53 55 13 604 0.18 
40 228 891 137 95 64 45 477 0.07 
41 95 202 131 36 41 37 483 0.04 
42 83 133 115 73 12 25 528 0.03 
43 576 457 144 31 87 45 764 0.05 
44 341 650 120 77 44 58 477 0.04 
45 220 214 104 30 74 37 624 0.08 
46 476 28 106 73 99 60 543 0.04 
47 322 661 119 59 26 28 462 0.12 
48 13 263 147 16 30 53 644 0.07 
49 84 326 150 44 66 66 712 0.04 
50 173 683 118 47 16 33 624 0.19 
51 374 227 140 17 52 46 708 0.12 
52 254 827 115 70 29 94 462 0.11 
53 112 13 123 25 66 92 582 0.08 
54 154 96 142 57 49 98 498 0.18 
55 163 797 146 76 49 84 800 0.13 
56 183 204 118 59 13 42 477 0.13 
57 408 922 150 97 60 67 672 0.05 
58 367 175 108 29 78 17 519 0.13 
59 462 361 121 74 98 79 588 0.19 
60 730 423 139 55 13 77 716 0.02 
61 836 713 135 53 49 22 540 0.13 
62 964 435 117 92 29 91 576 0.03 
63 415 923 123 40 91 61 531 0.12 
64 222 354 150 67 25 96 748 0.07 
65 44 852 137 74 15 71 528 0.08 
66 585 884 147 59 22 89 489 0.11 
67 680 613 116 81 46 52 728 0.00 
68 476 299 103 99 46 66 567 0.17 
69 699 309 108 34 45 94 462 0.04 
70 955 83 121 84 28 37 752 0.09 
71 728 618 115 42 18 86 528 0.20 
72 86 846 124 65 64 65 716 0.06 
73 319 933 125 56 72 16 594 0.16 
74 610 145 108 75 93 49 582 0.00 
75 461 729 126 16 43 56 561 0.11 
76 222 877 112 74 81 76 597 0.03 
77 278 436 136 83 16 47 680 0.12 
78 885 296 142 87 63 77 480 0.05 
79 985 140 147 78 90 21 525 0.00 
80 82 81 120 23 54 96 588 0.02 
81 498 923 146 70 81 72 628 0.05 
82 629 343 104 45 36 31 732 0.15 
83 658 570 149 26 13 41 748 0.06 
84 932 621 109 66 87 35 744 0.12 
85 736 621 110 15 27 90 546 0.00 
86 704 633 136 11 50 83 471 0.19 
87 652 754 113 61 90 32 780 0.07 
88 919 998 106 23 84 67 636 0.03 
89 869 541 137 64 52 35 728 0.06 
90 341 764 121 76 67 39 720 0.19 
91 348 302 137 41 69 89 579 0.06 
92 727 746 138 70 66 72 573 0.14 
93 172 834 101 77 66 68 612 0.10 
94 755 631 134 50 66 27 504 0.18 
95 359 748 149 87 51 20 510 0.14 
96 341 947 131 45 41 58 760 0.17 
97 98 977 138 13 34 63 652 0.12 
98 346 984 135 44 23 53 597 0.05 
99 933 966 123 34 28 54 608 0.09 
100 974 915 143 25 53 30 564 0.19 
