10 5 3 3 1726
172 555
1182 1220 1390 1253 1283 1020 1140 1260 910 1040 1260 1030 1040 1000 1290 730 1390 710 1060 990 0.01 0.01 0.01 0.01 0.01 
1 721 969 125 125 142 103 149 67 21 19 21 45 28 29 19 73 17 42 96 44 84 36 2310 0.16 0.07 0.06 0.15 0.03 
2 825 301 113 103 141 105 103 43 69 17 77 43 26 23 50 91 22 52 89 99 53 48 3200 0.09 0.07 0.10 0.16 0.13 
3 635 535 106 136 148 101 144 36 56 27 24 31 85 98 57 30 48 12 21 90 26 12 3300 0.10 0.16 0.09 0.17 0.06 
4 896 686 104 128 149 116 120 67 29 73 45 29 87 13 95 25 24 62 58 35 61 67 2880 0.16 0.16 0.08 0.12 0.04 
5 771 119 115 134 150 146 148 86 22 56 46 29 11 16 28 28 43 39 75 48 90 80 2685 0.11 0.09 0.19 0.06 0.17 
6 8 454 105 106 121 141 150 54 61 95 16 61 100 62 26 91 43 52 73 79 81 71 3200 0.12 0.11 0.06 0.01 0.10 
7 432 924 140 137 143 129 115 60 70 80 27 44 77 96 63 90 15 31 67 55 90 87 3400 0.02 0.16 0.16 0.14 0.02 
8 169 174 127 105 144 143 111 18 80 24 59 34 93 100 32 12 73 74 29 40 37 100 3260 0.02 0.02 0.07 0.18 0.18 
9 900 671 119 141 148 141 124 28 24 34 38 63 69 17 75 22 76 88 11 16 55 93 2790 0.06 0.13 0.14 0.08 0.00 
10 702 81 128 105 104 128 119 35 37 91 23 49 75 69 87 43 61 71 19 33 72 15 3320 0.05 0.14 0.20 0.18 0.08 
