10 1 1 7 1020
19 966
1312 760 1140 810 980 1070 1000 610 0.01 
1 455 592 107 51 19 43 93 14 55 68 516 0.16 
2 577 378 125 32 53 12 66 37 43 94 636 0.10 
3 156 227 147 84 72 23 86 74 25 94 756 0.17 
4 952 484 135 14 57 40 11 42 24 53 597 0.17 
5 577 188 115 27 82 30 35 43 65 58 459 0.08 
6 729 754 146 90 17 49 78 97 15 86 585 0.02 
7 64 784 136 80 50 24 14 95 40 47 588 0.06 
8 950 271 135 42 56 16 90 44 57 58 784 0.13 
9 802 526 131 67 12 42 38 88 73 78 664 0.18 
10 367 190 135 18 53 38 43 38 70 50 513 0.14 
