30 5 3 3 5550
16 103
3788 3819 3639 3775 3780 3870 4020 2430 3450 1830 2310 3090 2400 2070 3420 3000 4020 4170 1710 1710 0.01 0.01 0.01 0.01 0.01 
1 569 842 140 121 103 143 139 80 88 16 98 48 58 67 64 26 92 28 25 95 25 60 3300 0.08 0.19 0.08 0.04 0.13 
2 883 805 125 113 106 119 124 58 18 62 24 93 94 51 27 80 42 64 57 40 81 15 2895 0.09 0.03 0.18 0.08 0.10 
3 626 960 142 112 149 115 148 64 96 43 20 40 47 33 59 14 90 69 42 77 90 96 2625 0.04 0.07 0.09 0.07 0.05 
4 614 390 112 146 114 150 144 66 92 17 87 78 33 24 86 100 90 11 24 42 80 87 3320 0.05 0.15 0.12 0.12 0.04 
5 154 926 118 102 129 132 135 16 47 98 53 21 46 43 61 57 60 81 70 56 79 54 2805 0.14 0.14 0.06 0.10 0.06 
6 742 768 115 117 119 137 129 26 87 43 85 92 29 37 11 90 57 70 60 39 72 44 2505 0.19 0.05 0.19 0.13 0.11 
7 434 17 137 117 139 149 105 88 22 96 54 20 73 39 29 85 18 33 47 44 36 29 3580 0.14 0.01 0.13 0.18 0.01 
8 805 858 138 130 134 149 104 17 25 66 21 54 33 26 29 20 65 100 14 47 42 83 2565 0.18 0.01 0.10 0.20 0.14 
9 943 762 115 124 128 115 129 30 94 85 21 65 55 87 36 41 46 74 32 77 71 43 3100 0.00 0.01 0.04 0.01 0.11 
10 420 860 103 140 120 103 131 88 82 72 66 68 15 22 30 69 60 36 45 19 41 62 3480 0.17 0.19 0.19 0.17 0.03 
11 932 649 104 144 139 106 115 13 23 60 46 54 12 58 31 77 51 76 88 72 73 47 2760 0.19 0.17 0.19 0.18 0.16 
12 541 805 150 128 109 136 110 66 85 82 45 66 37 29 40 98 69 36 52 76 79 30 3900 0.01 0.15 0.08 0.17 0.14 
13 536 776 127 150 132 147 128 53 31 13 13 94 33 30 73 48 70 48 80 89 37 32 2640 0.11 0.16 0.04 0.06 0.04 
14 849 327 125 139 144 107 119 15 42 31 96 20 89 42 70 19 17 30 35 61 82 57 3300 0.09 0.00 0.00 0.05 0.04 
15 69 205 104 130 128 131 115 23 89 52 19 38 12 79 90 22 60 77 17 64 75 53 3220 0.15 0.07 0.11 0.15 0.08 
16 989 920 107 150 106 139 121 39 69 90 72 95 88 96 67 40 40 39 97 45 38 32 3800 0.19 0.09 0.19 0.06 0.01 
17 868 987 138 142 137 148 148 78 67 21 56 90 70 39 31 98 60 45 87 41 17 85 2970 0.02 0.11 0.08 0.11 0.10 
18 902 987 121 103 115 113 131 35 81 17 92 14 98 73 100 71 59 27 14 65 54 33 2970 0.07 0.06 0.13 0.18 0.14 
19 941 974 133 132 105 136 109 92 50 22 18 65 26 24 58 46 80 91 33 56 25 61 2700 0.14 0.04 0.15 0.20 0.17 
20 264 375 149 129 106 107 116 79 71 68 83 40 88 17 99 22 97 87 95 19 91 94 2445 0.04 0.10 0.16 0.08 0.05 
21 380 369 135 110 102 119 121 35 91 34 59 14 39 92 37 19 11 34 48 29 86 57 4000 0.15 0.12 0.15 0.05 0.07 
22 127 602 124 125 101 127 131 94 86 46 20 92 94 83 44 66 52 18 71 55 19 17 2670 0.07 0.19 0.08 0.19 0.14 
23 233 743 141 137 138 109 121 43 69 66 14 12 52 95 26 39 82 100 41 70 68 95 2460 0.13 0.12 0.14 0.12 0.00 
24 18 782 150 135 105 119 141 22 77 79 94 59 45 100 92 90 30 79 58 72 98 51 2745 0.19 0.02 0.06 0.11 0.17 
25 627 737 122 113 123 132 105 54 55 56 33 88 76 32 32 42 21 18 95 28 75 23 2925 0.00 0.11 0.10 0.03 0.17 
26 767 650 143 132 123 127 121 17 80 93 35 75 45 12 77 96 70 70 96 26 99 94 2865 0.06 0.06 0.04 0.16 0.17 
27 273 817 110 126 103 107 148 89 77 79 70 91 17 35 80 59 75 43 32 90 61 22 3520 0.01 0.11 0.00 0.07 0.14 
28 748 328 121 127 125 139 140 94 16 28 85 48 92 16 87 24 45 76 22 60 18 29 3180 0.03 0.08 0.12 0.13 0.08 
29 396 188 103 113 141 106 102 98 28 12 46 72 49 63 76 88 51 34 97 45 36 37 3880 0.12 0.09 0.19 0.19 0.01 
30 745 22 136 132 116 108 150 79 87 66 88 30 41 69 75 74 24 37 46 33 23 44 4000 0.04 0.12 0.11 0.13 0.12 
