40 3 1 3 13716
480 62
4938 5168 5007 4200 4360 2800 2360 3400 4920 5360 4600 5600 0.01 0.01 0.01 
1 601 63 144 115 103 57 23 98 97 58 46 79 13 25 2316 0.00 0.19 0.13 
2 241 799 101 147 133 94 59 25 85 76 83 26 24 42 1530 0.15 0.20 0.00 
3 263 677 132 106 124 47 90 82 12 56 63 49 49 48 2220 0.15 0.10 0.18 
4 302 496 142 138 117 31 61 73 65 94 68 38 71 39 1908 0.18 0.02 0.10 
5 239 432 126 137 105 39 43 45 89 39 86 16 80 42 2184 0.11 0.00 0.10 
6 577 200 118 114 131 49 19 65 25 33 57 15 90 58 1521 0.08 0.01 0.14 
7 337 391 112 145 110 89 93 20 57 71 87 46 56 26 2208 0.12 0.08 0.08 
8 328 524 102 143 105 25 82 31 44 49 76 95 68 80 1992 0.10 0.01 0.04 
9 749 395 109 108 101 24 64 30 55 76 62 98 23 78 1413 0.06 0.07 0.12 
10 151 173 136 139 124 47 16 93 93 11 49 89 28 17 1467 0.10 0.10 0.01 
11 884 502 144 103 110 77 32 56 22 44 64 93 70 45 1896 0.04 0.18 0.13 
12 848 899 131 105 149 82 23 62 38 54 35 74 63 96 1719 0.18 0.00 0.05 
13 790 565 135 137 146 61 64 81 43 49 97 83 38 53 2184 0.15 0.07 0.00 
14 925 985 127 110 135 41 96 98 65 89 53 84 81 49 1848 0.20 0.18 0.08 
15 869 221 107 104 113 25 58 74 75 45 46 18 53 76 1377 0.03 0.10 0.18 
16 762 822 145 117 122 27 36 94 30 87 28 37 23 84 2388 0.11 0.19 0.01 
17 902 615 128 146 109 73 100 95 14 78 71 48 57 57 1836 0.11 0.01 0.11 
18 921 721 128 141 109 72 81 81 53 69 11 76 30 94 1377 0.18 0.10 0.11 
19 817 388 102 126 107 64 90 19 50 43 54 32 69 49 1530 0.02 0.16 0.07 
20 899 644 129 128 118 34 65 29 83 73 33 26 43 61 2016 0.13 0.09 0.00 
21 162 885 135 138 141 97 63 93 90 84 64 83 48 47 1932 0.17 0.09 0.08 
22 987 743 106 135 101 55 49 28 78 76 55 57 96 56 1377 0.20 0.03 0.09 
23 875 539 126 131 122 69 90 52 71 74 69 75 14 54 2028 0.14 0.00 0.04 
24 97 946 102 118 124 45 74 28 54 20 22 60 71 86 1620 0.12 0.16 0.12 
25 276 36 103 146 147 80 14 82 25 92 76 17 58 33 1386 0.01 0.11 0.18 
26 826 359 117 133 134 80 76 39 39 30 53 78 12 73 1812 0.12 0.16 0.10 
27 971 880 144 117 144 72 74 87 12 40 90 86 92 73 1812 0.08 0.06 0.03 
28 483 254 145 140 137 33 80 92 35 72 85 36 51 29 1944 0.01 0.06 0.03 
29 844 298 147 127 150 63 42 48 85 70 86 18 24 31 2244 0.18 0.09 0.09 
30 206 903 118 144 111 48 63 79 79 90 71 95 77 89 1932 0.09 0.02 0.11 
31 936 535 133 146 147 33 64 38 75 36 14 28 90 53 1791 0.01 0.05 0.17 
32 362 84 101 110 117 40 71 14 21 56 100 84 66 16 1431 0.12 0.10 0.20 
33 485 191 107 147 138 73 53 86 61 36 43 41 39 23 1539 0.13 0.09 0.19 
34 173 855 103 115 102 66 99 28 57 16 15 46 62 67 1584 0.13 0.16 0.06 
35 481 313 128 143 140 16 44 46 63 66 63 28 69 100 1980 0.09 0.04 0.17 
36 422 304 139 143 140 63 99 75 93 60 38 73 96 37 2076 0.10 0.00 0.19 
37 209 85 129 115 133 69 60 25 39 11 80 20 48 88 1530 0.09 0.08 0.10 
38 180 402 113 125 144 25 42 13 21 28 87 60 33 29 1467 0.06 0.06 0.01 
39 977 863 143 144 127 56 92 90 76 90 43 70 87 93 2328 0.02 0.18 0.14 
40 429 32 101 142 137 82 17 88 22 41 41 13 99 24 1746 0.05 0.07 0.18 
