20 5 5 3 2192
7 140
2466 2447 2502 2558 2491 1740 2320 2400 2740 2240 1920 1820 2700 2720 1660 1300 2020 2000 1860 1260 0.01 0.01 0.01 0.01 0.01 
1 980 574 112 150 137 149 120 26 19 18 58 22 92 58 71 36 24 90 53 53 36 81 3500 0.17 0.06 0.12 0.04 0.04 
2 175 67 125 118 108 118 113 85 48 80 55 14 12 57 21 76 99 54 93 96 81 92 2610 0.10 0.08 0.15 0.16 0.20 
3 481 61 138 146 144 110 144 61 72 64 13 18 14 72 32 63 97 80 42 72 81 97 2910 0.08 0.10 0.04 0.15 0.05 
4 625 335 115 105 107 140 118 34 41 45 56 42 60 46 65 86 79 82 25 75 26 43 2460 0.16 0.18 0.19 0.06 0.01 
5 547 68 113 107 131 125 123 93 70 69 14 26 40 75 55 94 92 22 32 36 41 100 2490 0.14 0.15 0.07 0.12 0.14 
6 646 817 133 150 111 109 102 34 25 51 83 36 58 27 54 86 48 39 25 60 49 47 2820 0.17 0.10 0.17 0.12 0.17 
7 209 788 108 145 127 127 148 84 27 71 68 25 42 34 54 71 39 94 76 70 87 78 3700 0.13 0.05 0.16 0.03 0.02 
8 206 310 126 133 108 127 108 30 57 24 79 73 65 15 19 26 42 54 86 82 15 56 2880 0.18 0.17 0.12 0.03 0.12 
9 334 811 130 135 144 114 140 82 37 30 13 27 30 44 22 79 89 88 45 36 31 75 3360 0.15 0.19 0.11 0.12 0.12 
10 304 582 121 114 116 125 128 32 85 55 66 44 23 63 87 77 28 81 76 77 31 40 2790 0.19 0.12 0.09 0.18 0.03 
11 708 479 150 125 125 149 141 84 16 34 60 44 47 18 80 69 19 94 22 31 78 65 3600 0.10 0.20 0.14 0.02 0.09 
12 803 394 136 122 133 134 116 91 93 45 27 64 17 62 61 30 29 76 11 49 51 94 2490 0.03 0.12 0.14 0.03 0.06 
13 53 270 104 102 112 114 139 72 55 38 89 33 42 40 16 65 87 58 71 58 44 62 3000 0.13 0.15 0.15 0.05 0.09 
14 418 97 101 122 118 115 120 87 100 64 37 79 30 73 33 13 88 54 26 24 39 54 3040 0.05 0.02 0.17 0.19 0.17 
15 371 880 114 112 108 149 140 32 59 24 74 55 20 36 31 24 85 53 97 30 41 14 2355 0.11 0.11 0.02 0.12 0.07 
16 826 541 109 101 142 123 133 89 60 45 35 28 72 89 23 66 89 76 56 72 84 23 3560 0.05 0.12 0.02 0.16 0.15 
17 83 910 119 110 144 135 113 18 49 60 83 58 54 81 84 51 50 22 44 67 36 48 3800 0.17 0.16 0.07 0.10 0.18 
18 662 609 142 104 138 149 110 54 75 21 35 39 37 82 88 25 38 70 29 65 95 68 3640 0.18 0.06 0.03 0.14 0.13 
19 789 617 135 114 142 131 127 48 64 95 74 48 61 74 94 46 70 25 89 43 90 55 2655 0.16 0.18 0.18 0.02 0.02 
20 356 99 135 132 107 115 108 100 61 97 55 71 50 31 14 66 11 79 98 29 89 19 2895 0.02 0.11 0.07 0.00 0.09 
