10 3 1 3 3428
796 887
1313 1201 1216 1250 790 580 700 1230 1360 780 1060 570 0.01 0.01 0.01 
1 1 439 134 134 104 61 14 29 26 55 33 96 49 25 2340 0.03 0.18 0.11 
2 281 792 149 103 107 18 53 55 59 14 74 88 63 21 2340 0.18 0.18 0.08 
3 768 702 141 115 118 74 69 13 62 37 70 39 83 96 1920 0.10 0.12 0.19 
4 636 937 115 131 126 83 16 68 54 94 68 74 20 32 2220 0.06 0.01 0.16 
5 37 480 125 139 126 98 57 50 66 92 55 71 64 48 1692 0.06 0.14 0.20 
6 332 442 142 109 121 31 62 80 89 77 93 23 95 48 2304 0.17 0.14 0.01 
7 96 40 149 115 120 40 44 16 71 14 44 17 54 14 1404 0.05 0.03 0.08 
8 310 264 133 121 129 86 60 77 40 69 79 67 90 84 1719 0.09 0.18 0.02 
9 430 181 110 109 135 65 100 20 39 45 47 73 52 46 1773 0.18 0.13 0.12 
10 314 866 115 125 130 20 69 93 39 73 85 44 85 97 2052 0.18 0.04 0.11 
