100 3 5 5 6692
856 119
12443 12530 12602 6400 6600 7800 10200 13700 8200 8100 7400 13800 8400 9600 6200 8400 6800 6000 0.01 0.01 0.01 
1 430 285 121 120 137 21 37 51 15 72 67 26 46 12 29 47 26 61 21 59 2208 0.18 0.00 0.17 
2 505 244 110 130 107 74 13 99 86 51 58 40 40 24 11 80 26 28 43 44 1908 0.05 0.19 0.07 
3 293 931 129 108 149 95 49 82 26 61 52 25 77 89 28 46 57 57 59 57 1932 0.16 0.15 0.05 
4 882 711 139 111 117 40 12 53 24 29 18 30 52 34 42 75 19 59 25 36 2040 0.07 0.19 0.02 
5 423 662 120 102 148 75 30 97 93 35 85 37 64 98 17 67 88 76 52 82 2376 0.15 0.10 0.18 
6 683 501 128 133 150 20 29 35 61 93 35 23 94 79 99 25 87 16 74 94 1719 0.04 0.09 0.09 
7 297 524 108 101 149 13 81 65 79 25 88 95 54 48 87 34 61 45 65 22 2028 0.14 0.13 0.18 
8 228 58 131 137 112 86 64 40 99 39 64 19 68 94 33 82 79 40 81 28 2340 0.04 0.15 0.06 
9 866 352 117 129 144 49 45 51 91 94 76 57 77 37 85 90 93 46 83 78 2232 0.17 0.15 0.08 
10 785 489 101 110 137 65 44 83 67 72 15 16 84 96 61 33 17 96 59 53 1920 0.18 0.07 0.04 
11 642 966 102 145 149 44 30 18 69 36 85 32 14 51 93 56 61 68 13 21 2100 0.03 0.12 0.17 
12 538 792 113 112 101 81 56 41 17 63 51 45 60 71 70 55 53 47 57 46 2328 0.12 0.13 0.12 
13 431 249 116 101 123 47 47 50 31 69 63 24 77 70 77 72 21 40 42 42 1512 0.15 0.18 0.14 
14 795 762 109 124 112 39 94 75 58 44 57 80 28 39 48 91 23 92 60 51 1557 0.07 0.01 0.18 
15 698 171 118 143 125 91 97 69 34 50 24 43 14 71 76 79 55 62 17 92 1422 0.06 0.09 0.02 
16 973 479 132 119 146 30 54 67 74 41 26 37 62 11 38 24 71 94 46 46 1665 0.14 0.01 0.08 
17 872 977 102 103 122 62 72 51 69 62 88 15 60 23 45 90 33 14 52 61 1665 0.01 0.13 0.07 
18 963 507 132 113 137 32 52 21 80 56 41 79 92 61 92 48 97 45 22 93 2052 0.17 0.16 0.08 
19 910 459 129 113 139 72 71 82 13 86 35 89 81 66 44 96 74 24 19 66 2112 0.02 0.02 0.05 
20 282 603 143 125 119 45 33 34 86 69 57 91 34 22 76 98 65 75 63 60 2040 0.18 0.02 0.18 
21 627 622 104 132 103 26 27 93 83 59 80 82 59 65 12 74 92 87 85 30 2064 0.01 0.17 0.01 
22 257 538 106 105 127 42 52 33 44 74 59 52 50 94 11 73 44 86 37 45 2304 0.08 0.16 0.14 
23 805 410 119 128 133 52 37 74 99 54 92 58 11 36 83 84 35 97 39 35 1932 0.10 0.10 0.03 
24 839 847 119 131 128 13 81 49 72 100 75 36 53 35 41 27 50 31 52 33 1503 0.13 0.16 0.11 
25 200 688 130 128 122 62 28 67 39 35 41 15 70 12 66 77 53 90 11 46 1431 0.00 0.01 0.11 
26 923 512 123 123 111 25 18 46 57 28 70 97 42 98 31 91 88 32 54 53 2304 0.02 0.00 0.06 
27 384 12 125 124 141 25 88 95 84 70 98 78 60 17 57 76 53 27 36 73 1896 0.19 0.12 0.17 
28 572 823 131 139 114 60 17 47 90 50 66 89 15 49 59 47 88 40 53 44 1920 0.02 0.08 0.07 
29 416 368 111 107 112 32 86 27 34 30 45 36 27 34 38 89 26 94 38 36 1584 0.11 0.20 0.12 
30 389 589 111 119 104 93 98 38 13 70 34 56 49 19 37 53 63 45 76 52 1494 0.19 0.03 0.15 
31 245 490 120 117 146 29 41 69 75 59 67 57 67 31 26 16 33 76 24 60 1896 0.02 0.04 0.19 
32 60 442 147 114 139 95 54 75 11 95 30 88 35 94 46 22 92 30 95 70 2040 0.10 0.06 0.15 
33 883 981 110 112 122 38 43 48 14 70 99 75 96 99 70 28 57 49 73 54 2244 0.15 0.05 0.19 
34 799 255 112 140 119 72 89 29 75 41 64 36 21 68 95 66 70 37 26 91 1404 0.13 0.03 0.15 
35 730 864 102 133 106 49 35 20 67 78 91 28 82 27 59 80 46 65 47 40 1368 0.03 0.05 0.05 
36 441 408 142 114 120 11 99 94 15 88 15 75 31 34 52 24 32 66 40 42 1791 0.01 0.16 0.19 
37 44 121 134 111 139 29 54 88 31 64 84 24 70 50 64 54 38 63 77 41 2304 0.17 0.13 0.16 
38 183 368 137 142 121 31 61 97 89 83 17 88 17 89 14 34 27 51 73 80 1773 0.07 0.15 0.00 
39 958 596 110 127 126 61 59 39 16 83 36 96 38 24 40 82 27 25 71 30 1494 0.14 0.07 0.10 
40 667 22 141 141 107 47 26 51 46 59 96 17 90 63 52 89 47 21 64 76 1872 0.02 0.05 0.17 
41 841 442 117 130 104 72 36 41 11 55 47 32 40 44 81 92 49 41 54 90 2064 0.09 0.03 0.07 
42 948 306 124 113 136 69 84 60 94 21 27 99 65 27 15 26 36 44 59 16 1440 0.13 0.12 0.06 
43 459 322 138 113 121 84 24 44 98 65 28 48 99 73 21 89 71 87 68 75 1836 0.14 0.15 0.01 
44 677 2 114 147 148 22 87 36 69 78 52 91 70 12 56 81 55 56 54 27 1476 0.13 0.04 0.01 
45 849 724 138 108 114 23 92 36 80 63 53 50 55 21 79 25 69 87 26 76 1512 0.08 0.15 0.13 
46 668 845 130 134 137 48 95 55 60 62 72 16 75 13 30 55 31 48 28 99 2304 0.13 0.06 0.16 
47 284 706 135 140 119 25 49 29 76 80 23 74 81 34 87 58 54 56 60 74 2124 0.09 0.02 0.05 
48 931 321 132 124 126 60 30 85 54 28 31 28 30 96 97 70 32 75 55 70 1944 0.16 0.12 0.04 
49 338 204 145 112 127 80 12 77 72 66 83 85 89 89 64 19 43 72 66 91 2004 0.04 0.09 0.16 
50 323 436 121 101 142 94 62 18 42 63 22 26 77 83 81 28 27 31 16 42 2328 0.14 0.03 0.05 
51 883 710 131 150 108 89 26 57 70 24 25 37 20 57 52 30 67 48 64 100 2172 0.09 0.20 0.09 
52 327 449 119 128 111 45 28 91 61 53 49 69 78 70 44 47 71 90 55 74 1968 0.05 0.14 0.12 
53 226 968 130 131 107 17 78 17 26 11 22 80 72 34 85 73 53 18 94 48 2280 0.17 0.00 0.09 
54 460 373 137 132 126 73 87 98 63 64 69 41 73 46 93 20 35 26 43 19 1503 0.00 0.04 0.15 
55 30 670 148 123 111 82 39 50 24 27 48 13 55 11 66 31 59 98 29 13 1620 0.03 0.18 0.07 
56 100 77 126 105 114 19 35 63 31 88 12 26 15 77 42 25 44 31 77 61 1611 0.10 0.02 0.11 
57 648 748 102 133 144 62 97 12 59 69 29 56 66 49 43 12 58 50 79 51 2220 0.20 0.10 0.18 
58 684 327 127 111 101 29 29 18 92 22 15 70 88 63 38 44 83 56 82 77 2352 0.11 0.18 0.01 
59 562 719 150 126 146 71 90 50 29 29 47 99 49 90 72 94 41 75 57 31 1710 0.04 0.18 0.08 
60 847 930 144 143 118 27 92 95 53 98 23 88 63 41 68 39 28 43 28 90 2064 0.13 0.07 0.08 
61 832 341 125 133 121 67 32 55 60 85 76 38 69 28 36 93 75 97 85 94 1386 0.08 0.11 0.15 
62 914 656 113 144 116 82 85 33 45 44 11 66 48 60 12 88 39 42 15 26 2388 0.01 0.01 0.09 
63 380 60 121 118 130 56 48 87 17 91 50 37 75 85 71 47 88 67 59 89 1674 0.19 0.06 0.12 
64 510 524 120 120 144 98 85 94 95 61 12 99 88 18 51 20 77 15 94 99 2184 0.19 0.06 0.06 
65 970 243 149 133 102 29 65 49 75 77 34 23 92 80 74 81 72 42 51 74 2040 0.01 0.14 0.14 
66 127 815 110 148 143 100 12 84 88 44 16 60 68 42 37 65 11 71 97 74 1593 0.01 0.09 0.13 
67 23 666 124 120 117 72 55 80 34 15 33 68 59 20 11 77 60 60 18 48 1575 0.05 0.11 0.12 
68 156 191 131 138 117 19 70 76 40 87 63 93 83 86 59 71 26 16 80 78 2268 0.03 0.13 0.16 
69 62 787 101 148 149 75 46 32 87 59 57 29 18 48 67 11 60 92 48 70 1896 0.00 0.04 0.18 
70 656 851 147 130 147 52 20 73 79 56 53 53 58 39 12 47 82 97 85 48 1413 0.06 0.03 0.02 
71 891 542 138 140 147 66 52 41 80 54 84 26 22 62 33 14 76 58 95 39 2196 0.04 0.15 0.18 
72 878 135 140 131 112 30 99 97 100 97 27 49 42 58 54 41 31 92 54 54 1620 0.13 0.16 0.05 
73 503 424 119 146 117 42 94 35 12 57 31 56 57 82 14 60 52 37 70 96 2400 0.15 0.07 0.18 
74 20 301 117 112 116 63 66 80 33 64 64 20 61 28 28 48 35 68 82 39 2292 0.02 0.19 0.12 
75 557 801 123 120 124 15 33 29 87 88 12 53 74 34 68 50 39 23 67 57 1764 0.01 0.09 0.16 
76 887 424 106 128 101 51 72 53 39 44 43 28 84 82 15 83 19 51 68 76 1611 0.13 0.03 0.18 
77 909 839 134 144 127 55 90 13 26 58 66 81 99 94 24 89 41 100 70 45 1746 0.13 0.14 0.11 
78 668 477 142 110 144 46 82 78 20 29 27 70 85 42 27 59 97 38 14 20 2088 0.06 0.02 0.03 
79 18 446 132 141 126 50 98 11 82 27 79 60 69 51 40 67 100 35 60 26 1512 0.18 0.08 0.03 
80 361 703 111 132 120 48 11 91 45 81 47 79 31 80 95 58 17 80 98 46 1764 0.04 0.09 0.19 
81 748 674 125 117 148 87 37 17 32 85 69 85 37 66 65 64 95 77 43 90 1920 0.03 0.10 0.02 
82 357 960 115 117 140 38 55 92 50 38 36 64 93 57 48 78 84 14 95 100 1782 0.07 0.10 0.14 
83 919 586 117 144 105 93 57 80 85 96 74 12 88 23 39 100 54 67 57 53 2232 0.00 0.15 0.05 
84 70 68 148 108 130 43 60 78 78 87 32 44 50 69 91 42 54 85 17 44 1494 0.12 0.06 0.14 
