100 3 5 7 6708
954 457
12745 12382 12690 9600 5400 12300 7700 14000 7600 10800 11800 8200 9900 11600 13100 9500 13000 8400 13200 8800 8400 10400 5300 13000 0.01 0.01 0.01 
1 340 525 140 125 128 60 63 79 57 94 73 95 58 93 65 45 63 58 44 59 78 37 23 78 46 50 1611 0.14 0.06 0.10 
2 635 23 120 139 150 58 96 86 14 51 58 99 67 53 14 11 15 62 45 72 74 57 84 13 92 86 2052 0.10 0.18 0.02 
3 170 616 103 136 140 73 81 69 38 84 79 88 45 41 37 46 45 50 42 73 67 22 56 69 14 93 2328 0.02 0.18 0.14 
4 63 433 111 124 109 97 23 97 35 96 75 22 72 14 69 69 49 18 62 80 28 25 87 48 80 80 1575 0.04 0.03 0.05 
5 813 499 106 136 106 20 38 11 96 86 37 70 60 73 34 28 21 93 79 34 58 53 72 57 32 13 2364 0.06 0.16 0.02 
6 111 658 101 131 101 76 71 22 72 56 100 41 60 65 96 39 76 88 70 73 27 93 45 74 77 47 2340 0.08 0.17 0.12 
7 952 244 110 111 142 84 92 20 17 100 20 99 31 63 68 59 38 55 28 28 97 85 24 32 61 60 2124 0.04 0.18 0.00 
8 592 233 137 110 148 92 16 65 98 15 36 96 56 59 44 66 48 50 46 29 94 25 42 25 37 54 1386 0.19 0.14 0.04 
9 726 572 123 119 143 17 80 60 14 85 47 62 92 72 18 20 19 57 55 38 100 25 31 76 13 36 2376 0.14 0.20 0.12 
10 226 662 144 143 117 25 46 94 80 82 41 41 84 12 11 93 73 20 99 99 98 49 29 73 51 55 1812 0.03 0.04 0.16 
11 984 92 130 130 106 18 23 77 88 94 17 80 52 44 50 97 68 21 95 19 55 40 90 79 42 96 1728 0.14 0.11 0.01 
12 451 715 111 118 111 96 97 39 45 52 97 77 11 20 93 97 77 65 91 74 97 97 25 76 38 20 2304 0.11 0.11 0.12 
13 657 960 144 126 137 88 60 17 84 12 13 60 65 31 98 61 97 63 14 88 100 22 12 75 12 21 2076 0.20 0.20 0.10 
14 237 443 136 102 122 93 78 17 76 41 72 36 36 18 44 87 15 96 90 83 89 94 46 26 57 56 1701 0.19 0.17 0.18 
15 233 834 124 114 117 14 87 33 42 79 94 29 29 36 19 67 92 66 56 100 97 29 45 74 75 90 1395 0.19 0.10 0.05 
16 820 845 145 101 140 50 22 67 81 90 60 99 41 34 74 97 78 91 53 91 11 31 35 74 95 77 1539 0.10 0.19 0.06 
17 338 939 116 146 133 71 22 43 51 11 54 11 46 87 91 43 64 81 47 33 47 86 58 72 42 86 2184 0.11 0.14 0.02 
18 54 450 130 129 147 78 71 54 80 33 98 43 43 29 40 37 44 73 73 95 71 46 14 94 77 51 2040 0.17 0.17 0.10 
19 653 881 139 136 133 72 67 55 51 90 14 83 98 63 31 35 96 55 59 11 82 91 67 75 67 17 1512 0.00 0.18 0.13 
20 431 819 150 130 129 98 90 58 100 41 23 45 72 97 52 58 55 96 69 96 50 53 62 76 71 31 1431 0.13 0.02 0.08 
21 736 889 143 139 127 62 42 19 61 72 83 95 55 54 44 64 98 91 32 87 71 11 100 99 72 82 2160 0.08 0.12 0.14 
22 554 469 106 129 112 21 40 60 34 11 43 80 49 33 89 12 30 42 34 80 56 79 41 54 12 23 1932 0.17 0.08 0.10 
23 467 775 141 121 146 54 14 71 77 66 65 57 65 41 62 67 61 93 52 72 59 31 12 13 33 76 2100 0.02 0.12 0.18 
24 127 71 119 121 147 84 51 69 61 69 33 69 88 99 92 16 21 46 19 69 67 32 71 31 16 98 1710 0.11 0.04 0.16 
25 519 582 119 104 132 71 80 60 83 100 45 51 32 11 32 89 22 68 97 36 63 57 58 84 62 56 1968 0.13 0.15 0.11 
26 887 279 111 142 126 59 12 95 41 11 39 43 22 43 63 100 16 30 58 17 20 50 65 55 12 72 1683 0.00 0.06 0.12 
27 43 28 134 140 137 33 71 66 63 72 56 57 67 52 26 28 19 97 75 14 47 90 30 91 53 91 1359 0.17 0.10 0.07 
28 388 226 131 144 139 22 25 15 37 48 60 83 79 34 79 58 43 75 33 40 69 85 59 21 37 11 2388 0.01 0.12 0.12 
29 956 28 142 124 123 40 75 21 66 22 32 11 62 86 90 20 80 27 94 18 24 98 29 34 87 29 1860 0.14 0.10 0.09 
30 64 266 126 111 140 54 21 61 71 32 82 71 96 57 47 15 36 25 98 33 73 61 51 96 99 69 1665 0.18 0.13 0.02 
31 71 991 146 104 150 45 86 57 16 69 91 38 86 84 63 52 72 77 11 99 73 84 49 30 82 70 2244 0.03 0.08 0.05 
32 260 42 123 110 133 74 97 70 41 28 60 30 97 66 95 48 37 34 100 84 72 96 33 54 77 54 1575 0.09 0.19 0.01 
33 118 962 121 120 118 16 70 32 46 49 82 28 40 83 38 78 19 61 39 44 63 25 28 16 54 33 1530 0.18 0.00 0.07 
34 48 250 109 147 123 61 60 37 59 98 18 76 99 58 68 38 28 28 67 23 29 24 93 34 29 77 2016 0.06 0.03 0.03 
35 667 477 138 117 137 19 21 77 67 18 46 94 45 51 15 34 68 84 90 59 70 42 13 55 60 79 2244 0.17 0.13 0.14 
36 460 692 127 109 125 11 90 44 67 97 42 23 38 63 11 61 83 47 13 95 72 42 97 27 91 37 1701 0.18 0.15 0.13 
37 889 165 134 137 135 100 100 88 29 58 29 41 18 55 17 69 37 53 71 99 94 68 95 20 20 83 1431 0.15 0.07 0.19 
38 541 714 104 128 124 14 11 33 84 58 14 76 21 31 32 41 19 74 63 72 57 65 28 28 37 100 1593 0.02 0.07 0.19 
39 482 355 127 103 137 22 42 79 58 52 82 33 93 15 88 85 24 23 48 84 94 37 63 73 25 24 2292 0.15 0.16 0.20 
40 111 704 135 103 139 48 16 15 57 57 48 79 40 46 62 25 21 74 24 19 69 71 71 41 86 85 1896 0.16 0.19 0.15 
41 997 342 140 112 108 37 27 91 83 74 39 23 30 58 62 96 30 87 19 96 77 73 28 70 20 12 2244 0.01 0.16 0.07 
42 297 562 139 150 114 81 25 53 25 50 43 37 63 47 100 58 66 87 29 44 57 54 61 26 25 25 2172 0.10 0.14 0.10 
43 312 473 131 103 114 28 12 85 42 13 28 30 42 66 13 89 84 51 69 84 26 18 96 41 32 20 1746 0.06 0.17 0.10 
44 649 264 130 104 121 15 36 71 98 38 50 28 81 45 42 69 80 82 90 27 15 51 23 45 72 84 1584 0.16 0.12 0.15 
45 43 271 135 137 106 41 37 45 38 26 46 17 26 14 49 46 83 30 35 47 39 67 21 36 91 94 2016 0.12 0.15 0.13 
46 489 61 143 117 103 98 70 98 87 47 43 94 58 97 91 94 79 73 80 19 19 76 81 96 66 74 2196 0.14 0.09 0.11 
47 69 262 139 136 135 70 19 79 56 17 74 11 31 97 50 76 38 22 18 82 78 21 24 73 38 49 1920 0.03 0.03 0.10 
48 518 874 144 110 120 99 100 33 55 16 58 17 41 66 65 16 55 38 75 71 52 11 84 24 38 33 1920 0.03 0.16 0.19 
49 84 425 129 107 115 66 78 19 72 83 67 79 97 44 25 64 88 53 39 75 80 39 59 56 29 81 2280 0.15 0.03 0.07 
50 996 89 127 113 147 93 63 76 64 97 42 42 90 37 72 16 24 76 44 50 75 43 60 82 23 40 1944 0.14 0.12 0.13 
51 936 445 136 113 125 42 91 76 96 88 69 89 59 26 67 64 91 94 59 44 85 38 93 67 50 85 2304 0.10 0.05 0.14 
52 618 955 142 124 143 27 78 33 74 27 91 24 11 39 41 26 82 34 74 29 21 13 74 39 53 58 1404 0.08 0.06 0.11 
53 408 231 118 113 106 69 68 80 42 84 71 56 33 46 88 49 27 73 74 92 84 95 65 22 47 74 1944 0.18 0.06 0.11 
54 939 20 121 147 140 39 16 42 32 52 64 39 86 37 48 34 53 72 98 63 81 54 27 55 52 52 1494 0.15 0.07 0.14 
55 620 934 140 114 101 81 37 52 64 40 15 55 53 81 89 76 85 61 73 75 16 87 92 60 38 95 2076 0.08 0.13 0.17 
56 988 461 149 127 135 48 50 18 11 79 75 17 27 87 19 92 34 69 27 44 32 53 87 43 80 81 1980 0.09 0.18 0.10 
57 954 536 137 109 149 100 18 30 63 87 94 31 20 18 25 63 93 84 79 79 62 63 65 94 94 97 1782 0.17 0.08 0.07 
58 888 982 107 144 118 69 43 56 83 29 11 13 72 72 11 35 64 46 13 24 65 36 40 20 30 37 1521 0.12 0.12 0.08 
59 450 694 149 142 128 55 53 100 37 71 11 92 72 63 19 58 79 55 23 68 39 78 98 48 59 86 2004 0.01 0.07 0.10 
60 770 175 113 122 106 59 53 94 47 75 56 38 80 53 54 37 31 98 11 27 39 11 76 39 21 61 2016 0.10 0.02 0.19 
61 187 726 124 149 148 78 53 61 24 80 17 52 86 56 67 74 76 26 75 95 13 100 70 41 20 31 2028 0.18 0.15 0.03 
62 270 281 117 131 117 94 92 58 18 71 26 21 63 66 65 36 93 43 62 37 27 52 96 19 24 78 1848 0.15 0.01 0.17 
63 228 888 113 128 122 48 62 91 55 85 16 27 68 44 47 56 36 41 69 67 85 82 63 94 57 92 1800 0.08 0.13 0.00 
64 735 725 140 121 150 20 32 59 64 68 65 42 84 75 49 91 62 79 60 46 44 34 60 89 80 13 2184 0.08 0.20 0.07 
65 913 888 137 130 119 13 18 85 28 75 49 59 84 85 25 75 98 55 34 52 29 74 11 18 15 14 1584 0.17 0.17 0.12 
66 906 147 116 105 114 44 83 25 61 20 25 71 99 17 62 35 14 68 58 20 76 40 20 45 45 75 1728 0.17 0.08 0.09 
67 595 836 136 105 147 35 30 42 47 39 57 17 17 23 89 41 78 56 50 65 77 74 37 22 18 11 2184 0.12 0.18 0.05 
68 559 874 144 105 121 92 57 49 38 47 57 97 63 71 62 55 49 70 94 34 70 18 22 43 78 75 2388 0.02 0.14 0.02 
69 512 8 148 149 140 97 76 25 87 75 33 45 85 15 62 91 15 31 84 16 15 57 28 100 86 54 1746 0.01 0.12 0.20 
70 629 338 112 128 115 95 48 25 43 74 47 77 83 43 35 73 48 17 18 74 23 56 91 74 41 96 2352 0.05 0.15 0.18 
71 454 462 114 141 106 80 50 84 74 23 30 12 13 44 20 37 43 26 45 90 19 36 42 82 29 38 1746 0.02 0.02 0.07 
72 491 463 112 137 112 41 34 86 14 47 67 67 31 11 94 58 95 19 54 60 62 25 92 95 43 81 1584 0.05 0.16 0.01 
73 401 79 147 122 122 87 67 91 91 65 57 57 40 19 80 49 66 50 92 100 15 16 91 99 48 33 1494 0.06 0.06 0.18 
74 864 355 121 147 106 22 18 40 12 73 48 20 77 81 90 25 46 91 68 90 34 95 42 84 94 64 1431 0.11 0.01 0.08 
75 589 649 146 108 111 78 62 37 41 86 75 13 13 83 85 80 80 76 47 27 33 62 59 16 18 74 1992 0.20 0.18 0.06 
76 627 620 115 139 111 12 34 77 95 19 13 97 15 41 51 84 20 78 83 95 15 91 15 20 60 78 2100 0.17 0.15 0.01 
77 342 702 105 125 126 33 71 87 79 41 89 75 55 15 48 39 76 25 21 71 25 57 75 86 16 15 1944 0.15 0.02 0.09 
78 378 868 110 108 122 17 93 91 86 33 41 60 85 27 67 23 54 43 33 14 99 66 78 85 71 44 1665 0.06 0.03 0.08 
79 644 388 107 113 130 36 93 69 21 78 99 32 83 100 25 58 54 57 42 60 41 29 90 77 89 33 1836 0.07 0.02 0.05 
80 361 861 143 128 150 35 28 69 97 57 67 81 12 42 29 59 85 75 52 35 44 66 76 20 16 60 1359 0.01 0.15 0.05 
81 325 268 131 111 147 27 31 80 76 77 99 56 100 87 99 20 34 36 61 60 95 88 35 66 55 46 1665 0.03 0.10 0.08 
82 438 343 149 107 149 33 48 20 98 77 18 15 17 54 18 78 77 95 39 54 85 86 40 12 40 75 1503 0.07 0.13 0.10 
83 3 234 133 125 102 94 39 93 91 15 11 58 69 11 82 47 77 76 37 81 73 60 72 74 89 99 1503 0.02 0.16 0.01 
84 543 987 141 124 125 65 12 18 55 16 70 12 90 12 24 36 40 52 24 84 48 63 56 22 14 16 1944 0.12 0.18 0.20 
85 877 10 117 120 144 93 17 55 48 75 76 11 66 65 30 53 94 33 67 17 66 74 24 77 39 81 2052 0.00 0.06 0.02 
86 211 818 137 141 148 69 27 98 68 91 73 69 38 85 78 43 40 11 61 69 26 25 44 55 53 24 1665 0.15 0.09 0.00 
87 466 693 118 111 122 58 58 28 25 100 90 45 80 29 35 22 21 87 72 17 49 75 12 93 80 25 1968 0.02 0.04 0.15 
88 244 5 124 127 122 73 96 81 50 57 70 84 11 65 38 74 37 77 97 83 46 24 85 90 55 61 2280 0.13 0.10 0.17 
89 459 475 101 145 138 90 12 86 91 58 18 75 18 91 50 44 27 26 40 99 75 40 45 27 84 95 1404 0.04 0.11 0.16 
90 707 656 110 104 132 13 91 51 94 48 20 30 80 20 99 23 88 25 52 75 79 44 71 95 79 65 1476 0.02 0.18 0.14 
91 626 521 108 116 120 39 100 89 32 99 61 13 40 74 18 52 23 84 93 58 33 59 80 27 38 45 1647 0.11 0.19 0.10 
92 315 868 123 118 120 21 26 33 94 76 83 58 22 31 93 25 43 76 69 86 92 69 65 18 58 61 2160 0.18 0.04 0.13 
93 635 258 121 139 132 24 21 31 69 87 65 26 38 98 25 52 40 91 21 76 64 69 92 33 26 53 2352 0.08 0.11 0.05 
94 564 982 137 101 108 38 78 32 96 26 48 73 76 70 11 79 61 53 89 80 52 30 72 37 45 24 1620 0.17 0.07 0.12 
95 587 860 136 120 144 90 23 54 47 38 91 19 66 40 39 45 90 81 85 23 89 31 84 25 66 59 1413 0.01 0.14 0.06 
96 875 796 107 133 114 86 82 96 32 20 86 92 14 31 37 100 72 70 46 82 86 94 65 100 59 75 1413 0.00 0.00 0.05 
97 566 447 127 133 103 52 58 62 35 29 100 78 65 98 54 26 69 23 61 56 47 86 72 98 96 46 1956 0.08 0.14 0.14 
98 69 611 112 137 112 75 46 61 61 64 22 38 76 35 85 91 55 59 52 14 50 85 75 47 80 72 1476 0.14 0.20 0.08 
99 707 685 132 102 135 74 75 62 86 90 74 23 11 99 68 92 53 27 95 82 96 36 19 94 67 80 1449 0.07 0.09 0.11 
100 537 461 149 146 141 44 55 29 29 96 54 42 55 40 47 98 45 25 54 96 11 73 14 94 39 46 1812 0.10 0.11 0.01 
