40 5 1 7 22658
186 457
5070 5139 4945 5086 5122 5160 3360 4160 2200 3960 5000 2720 2800 3280 5520 5560 3280 3760 2360 2720 3160 2120 4600 4680 4040 4480 4960 3480 3640 5280 2480 2040 3000 4640 3240 5440 2680 3080 2480 4920 0.01 0.01 0.01 0.01 0.01 
1 213 704 112 134 119 130 144 99 37 65 40 38 48 43 94 25 82 73 44 12 49 87 97 70 45 21 62 12 62 12 44 51 80 92 67 28 31 70 17 31 64 81 3560 0.05 0.17 0.10 0.12 0.15 
2 106 694 134 133 143 134 111 19 60 17 70 61 76 31 71 72 94 62 90 33 42 54 48 93 17 80 68 85 16 58 18 54 96 71 88 82 94 36 43 31 56 56 2835 0.03 0.10 0.15 0.07 0.20 
3 517 556 111 111 112 149 141 47 46 25 66 82 69 33 76 76 86 98 25 52 80 77 74 53 84 81 44 25 100 97 67 45 51 95 79 40 55 14 21 24 37 11 2910 0.10 0.03 0.16 0.10 0.14 
4 659 451 125 118 123 107 118 53 63 47 48 39 80 47 46 43 75 41 74 23 70 79 43 93 15 43 44 30 96 60 32 37 22 11 55 26 91 64 54 71 63 41 2925 0.14 0.01 0.17 0.11 0.14 
5 252 635 147 125 122 130 147 92 76 56 35 95 89 82 72 70 28 35 24 44 50 60 55 37 74 85 94 30 54 50 83 35 49 92 86 67 93 65 23 43 98 29 2670 0.11 0.18 0.15 0.06 0.17 
6 924 258 147 139 110 102 116 35 26 83 81 46 86 34 68 20 85 21 95 24 39 40 51 44 38 32 100 57 90 89 61 43 36 66 78 81 22 92 78 97 77 76 3920 0.03 0.18 0.15 0.10 0.11 
7 324 113 127 141 123 117 119 76 92 50 37 48 69 26 81 20 24 46 49 87 79 41 18 19 17 84 35 55 22 48 68 90 42 33 18 76 19 95 76 77 20 64 2265 0.02 0.06 0.19 0.16 0.18 
8 983 394 117 136 107 105 120 50 62 37 74 68 32 48 51 89 99 35 58 67 11 62 38 42 33 91 12 14 18 85 81 92 64 36 98 49 86 91 68 69 38 34 3360 0.07 0.07 0.00 0.06 0.09 
9 343 107 135 138 129 120 123 83 48 75 84 51 93 92 36 45 50 23 42 15 23 95 80 86 84 65 57 23 15 47 51 62 36 66 47 13 73 53 16 66 44 92 3020 0.12 0.10 0.15 0.14 0.04 
10 880 974 109 123 113 145 142 89 89 72 45 11 72 49 74 63 34 39 99 55 94 97 99 50 93 90 92 33 18 94 42 84 45 47 53 35 25 29 87 48 30 85 3240 0.06 0.14 0.05 0.11 0.00 
11 187 764 142 109 136 128 110 66 65 97 57 87 79 65 73 100 38 19 53 22 96 93 82 66 22 67 39 55 41 48 50 87 63 22 42 76 38 37 24 68 91 55 2430 0.16 0.08 0.20 0.17 0.18 
12 35 449 132 139 119 118 109 92 59 43 30 65 69 22 70 99 65 81 40 82 18 18 31 86 60 75 26 64 26 19 65 21 45 12 87 23 30 69 77 50 81 79 2865 0.03 0.16 0.18 0.13 0.17 
13 901 195 101 143 139 127 131 73 57 66 50 20 75 65 91 75 25 54 62 64 66 32 95 82 12 35 90 42 40 63 56 49 12 91 78 100 43 76 19 69 93 51 2535 0.11 0.05 0.05 0.05 0.10 
14 271 145 103 137 143 104 137 55 65 100 96 59 28 87 74 35 75 26 64 63 25 90 86 27 82 36 38 63 54 94 32 35 30 85 63 12 62 32 60 42 18 32 3860 0.06 0.15 0.16 0.01 0.14 
15 708 663 143 119 146 103 127 33 95 83 22 57 35 65 19 51 32 55 65 95 56 26 15 20 86 89 38 28 71 75 18 81 81 69 38 63 21 76 72 97 92 74 2430 0.06 0.19 0.04 0.12 0.19 
16 50 295 127 147 111 142 134 46 14 22 35 83 19 95 78 38 37 98 65 91 61 66 84 34 57 57 90 51 11 99 53 30 35 71 53 74 26 56 56 86 50 65 2385 0.06 0.15 0.10 0.04 0.17 
17 942 590 148 145 135 149 121 15 18 12 95 20 14 57 57 76 94 27 80 25 53 70 98 43 19 62 96 48 56 93 100 29 74 60 36 29 90 35 38 93 81 97 3980 0.06 0.01 0.06 0.12 0.00 
18 470 475 125 126 105 110 128 39 44 95 34 43 61 79 60 59 60 19 47 90 90 24 27 28 57 24 81 27 60 66 69 43 62 41 23 36 17 23 68 67 54 54 3080 0.05 0.13 0.11 0.10 0.14 
19 481 30 112 109 122 130 128 15 39 81 85 55 46 96 14 38 34 96 50 75 84 88 51 75 93 57 15 18 53 70 66 80 94 48 47 76 28 44 82 63 39 54 2640 0.17 0.07 0.02 0.00 0.10 
20 199 431 113 105 147 147 119 12 44 69 16 14 80 20 97 51 28 45 88 78 72 73 54 29 12 59 98 29 34 48 89 44 23 41 56 36 24 82 39 93 92 11 2880 0.13 0.00 0.05 0.20 0.15 
21 501 299 111 111 103 111 102 65 83 20 62 64 96 48 46 81 76 76 36 52 12 85 40 93 76 93 43 70 80 50 30 88 87 11 49 84 20 65 47 67 64 99 3680 0.15 0.19 0.01 0.03 0.02 
22 370 330 110 136 145 142 138 75 89 24 69 58 48 48 67 87 46 30 87 48 13 64 11 24 27 61 26 22 55 94 11 85 76 62 16 13 82 33 60 29 70 71 3980 0.09 0.05 0.14 0.04 0.01 
23 624 761 127 132 125 121 147 66 48 81 43 21 67 87 30 33 42 43 39 96 45 28 57 90 49 27 37 57 55 52 52 75 94 72 57 71 90 54 82 18 40 48 2595 0.01 0.16 0.17 0.11 0.19 
24 427 916 145 150 110 143 129 65 54 91 54 62 75 98 26 35 58 87 81 31 20 74 91 78 65 90 66 79 87 31 18 15 96 74 26 27 68 66 79 42 25 43 2685 0.02 0.15 0.19 0.04 0.13 
25 582 938 103 123 147 124 121 80 62 98 98 41 79 84 86 88 19 60 66 83 38 48 68 27 62 63 35 11 82 82 91 100 84 88 56 49 15 23 41 84 96 54 3320 0.09 0.12 0.06 0.03 0.11 
26 167 800 141 137 127 131 121 25 56 13 50 18 69 83 21 83 35 60 90 50 61 62 91 40 19 44 60 54 54 68 14 75 15 46 25 54 28 30 61 48 65 12 3180 0.03 0.09 0.10 0.03 0.10 
27 628 609 141 141 141 137 127 87 96 54 99 12 63 52 66 26 87 64 92 68 69 49 81 19 13 44 29 63 50 13 57 70 60 96 80 54 85 45 17 99 86 37 3860 0.05 0.03 0.08 0.12 0.05 
28 763 165 140 141 113 150 125 47 84 76 65 46 96 66 15 35 60 62 14 58 15 92 21 11 39 100 27 53 58 58 93 19 34 73 51 56 26 86 54 21 52 53 3160 0.20 0.03 0.02 0.12 0.16 
29 89 877 116 106 124 142 136 44 54 15 23 96 27 32 71 41 91 95 81 61 51 98 94 68 11 98 45 39 73 32 86 15 27 12 72 55 76 86 13 54 18 18 3560 0.13 0.03 0.18 0.05 0.18 
30 333 503 125 136 136 145 113 94 32 25 38 22 90 100 76 67 21 39 90 85 45 70 47 71 77 16 99 76 31 55 37 93 81 58 20 80 86 64 91 76 64 86 3640 0.17 0.14 0.20 0.02 0.14 
31 547 854 112 129 112 102 148 21 92 41 71 68 58 91 47 83 55 94 92 29 35 82 26 14 97 63 68 40 60 11 66 87 50 29 22 20 52 82 39 62 72 13 2760 0.13 0.15 0.15 0.19 0.19 
32 44 570 146 139 113 106 114 91 15 69 59 96 40 18 95 94 98 75 67 19 47 91 75 32 24 77 81 68 85 26 59 24 13 67 68 33 88 66 28 80 35 76 2265 0.04 0.01 0.01 0.08 0.01 
33 455 467 145 135 105 117 107 38 99 50 18 28 34 55 83 68 60 11 36 15 85 70 64 54 94 91 80 74 80 21 20 78 27 56 88 16 89 76 85 23 30 42 2670 0.09 0.10 0.03 0.03 0.18 
34 412 521 129 130 131 150 147 55 71 61 34 97 37 65 98 42 47 54 81 53 21 81 58 44 100 89 52 49 60 23 87 14 24 64 73 34 33 15 82 60 69 50 2400 0.15 0.03 0.02 0.05 0.18 
35 867 221 138 140 127 134 137 96 85 70 47 33 100 58 48 23 73 11 86 92 86 96 68 81 64 69 90 25 13 56 60 37 19 44 18 28 39 13 51 90 60 100 3300 0.02 0.14 0.08 0.05 0.04 
36 732 773 124 102 127 140 150 22 73 62 63 87 31 65 42 92 12 75 61 68 93 32 95 93 43 94 30 67 70 76 79 44 17 88 37 60 89 42 46 19 96 91 2835 0.06 0.04 0.04 0.01 0.11 
37 483 175 119 146 131 127 137 95 75 69 76 42 85 46 63 79 37 12 16 16 61 99 58 26 57 49 27 95 92 18 14 22 20 46 87 20 56 42 13 92 39 72 4000 0.10 0.01 0.04 0.15 0.12 
38 990 524 146 103 111 140 141 97 20 26 75 67 56 66 59 39 46 56 26 64 28 95 30 76 86 91 82 55 52 81 16 20 62 69 87 41 13 46 59 20 11 84 2880 0.15 0.16 0.12 0.17 0.08 
39 433 361 112 122 111 118 142 66 76 65 100 30 15 51 72 60 75 93 98 46 33 81 43 72 81 78 54 72 29 40 54 74 82 96 48 71 64 47 52 31 87 65 2670 0.20 0.02 0.05 0.20 0.04 
