20 1 5 5 504
604 513
2451 1440 2300 2520 1100 1720 0.01 
1 844 825 126 85 91 48 14 71 620 0.20 
2 760 518 133 67 87 86 70 27 696 0.14 
3 688 810 114 16 84 50 53 63 519 0.05 
4 600 660 125 98 72 81 55 49 555 0.13 
5 368 571 109 97 82 20 80 85 579 0.05 
6 50 614 143 87 81 84 93 13 608 0.01 
7 567 665 139 96 55 95 82 12 644 0.12 
8 384 640 129 51 69 42 99 91 564 0.00 
9 80 926 119 86 77 26 90 80 582 0.07 
10 282 731 102 90 42 88 90 35 724 0.06 
11 386 864 105 90 84 34 70 81 576 0.08 
12 427 144 115 94 98 35 94 11 756 0.14 
13 262 918 124 41 29 41 94 12 608 0.06 
14 126 108 118 21 63 50 77 34 772 0.13 
15 284 507 134 59 80 91 63 30 465 0.02 
16 202 385 124 51 38 79 95 41 644 0.05 
17 342 652 114 34 29 71 51 74 780 0.12 
18 49 367 121 96 47 73 100 52 680 0.03 
19 38 271 121 38 16 68 92 49 582 0.17 
20 585 594 136 60 49 45 75 24 720 0.20 
