10 1 3 7 380
54 70
1316 1140 690 660 700 1380 540 1350 0.01 
1 146 436 150 90 94 91 49 57 30 69 576 0.02 
2 827 83 116 36 27 58 84 21 28 29 600 0.03 
3 650 316 145 17 58 16 16 84 95 61 549 0.08 
4 155 287 145 99 31 97 85 37 32 63 468 0.15 
5 932 508 110 13 50 79 90 13 86 100 513 0.16 
6 319 432 136 58 72 64 20 90 62 41 474 0.10 
7 748 751 150 75 32 66 60 22 69 99 564 0.02 
8 314 928 136 27 92 47 82 100 56 53 660 0.18 
9 900 303 114 37 24 86 48 78 22 32 573 0.12 
10 305 136 114 21 83 73 30 66 51 73 728 0.07 
