100 5 3 5 18366
55 537
12505 12530 12499 12672 12303 7200 11900 8900 7800 9300 6500 6400 6600 12200 13000 10200 5700 8200 10600 12900 7500 11700 5900 13000 11200 12300 5500 6600 13500 11900 0.01 0.01 0.01 0.01 0.01 
1 603 531 113 148 149 113 123 27 68 69 24 74 78 70 97 78 18 81 62 98 84 20 43 64 41 47 26 73 13 96 11 66 3700 0.09 0.03 0.19 0.13 0.15 
2 198 367 134 119 149 129 111 14 64 91 44 44 41 27 24 21 22 13 20 55 25 83 72 45 74 94 69 45 61 78 97 68 3200 0.06 0.14 0.16 0.12 0.15 
3 18 917 101 141 143 126 132 49 69 11 77 71 83 47 55 54 18 79 63 71 48 97 25 93 51 77 34 93 55 92 14 28 3420 0.17 0.17 0.03 0.08 0.12 
4 904 957 119 129 108 127 114 20 82 97 60 23 30 60 17 12 74 14 50 84 39 94 82 97 18 83 90 14 31 43 95 86 2910 0.01 0.13 0.06 0.03 0.11 
5 321 945 123 105 126 149 110 58 88 63 18 54 53 82 58 81 26 50 60 44 36 64 31 20 63 54 56 20 49 24 89 91 3920 0.00 0.00 0.04 0.05 0.18 
6 245 795 130 117 112 126 106 52 54 51 96 93 91 81 25 68 11 30 16 94 38 25 13 13 84 12 81 51 21 15 42 15 3140 0.17 0.10 0.14 0.13 0.07 
7 637 341 133 112 114 138 128 45 24 18 83 95 76 85 38 70 87 53 89 34 88 91 54 32 100 70 51 91 71 21 66 91 3040 0.03 0.09 0.18 0.13 0.11 
8 551 310 118 102 114 104 104 31 67 20 22 71 46 59 50 41 12 41 33 74 48 75 20 41 87 89 52 82 32 95 69 63 2280 0.12 0.18 0.05 0.15 0.16 
9 990 774 139 125 140 109 126 100 32 54 33 24 58 61 13 92 32 40 21 46 65 92 59 22 44 13 65 74 27 35 16 39 2940 0.11 0.11 0.14 0.14 0.18 
10 462 18 149 135 147 146 132 94 24 19 89 15 86 69 72 15 79 11 81 61 79 17 13 22 16 80 70 40 71 70 52 62 2385 0.03 0.15 0.18 0.08 0.15 
11 929 35 130 130 131 140 129 50 99 18 46 99 96 77 56 72 41 39 20 89 34 50 56 53 34 47 43 14 41 87 74 57 3500 0.05 0.06 0.14 0.13 0.17 
12 194 819 128 124 117 113 117 81 22 47 100 12 50 88 19 22 43 45 79 56 74 44 22 70 95 92 34 71 19 97 100 43 2325 0.08 0.20 0.16 0.15 0.07 
13 421 540 103 127 150 127 107 29 86 92 42 30 50 56 28 36 67 30 21 72 34 81 31 80 23 67 46 38 49 23 48 59 2970 0.04 0.13 0.01 0.18 0.05 
14 756 265 110 133 136 145 130 53 97 80 39 78 63 12 32 42 32 16 50 98 55 77 67 76 56 15 35 39 76 17 45 62 3940 0.14 0.13 0.06 0.18 0.08 
15 492 881 128 102 143 150 110 98 50 87 22 18 20 62 64 17 80 25 84 26 99 75 67 71 15 96 27 83 15 64 47 81 2445 0.07 0.13 0.08 0.10 0.18 
16 97 349 146 110 133 125 139 54 30 21 45 44 61 94 30 65 22 69 69 69 39 13 54 49 53 26 13 37 16 87 17 96 2820 0.09 0.10 0.08 0.08 0.12 
17 910 591 111 134 103 119 113 85 22 93 36 43 94 33 25 66 76 71 53 28 15 79 53 85 28 52 84 83 41 26 58 96 3580 0.03 0.03 0.14 0.13 0.19 
18 107 656 150 107 103 117 104 59 78 38 74 48 91 15 21 76 57 55 60 41 35 95 50 52 28 22 80 58 11 64 87 45 2535 0.16 0.12 0.01 0.13 0.12 
19 930 110 135 102 146 116 112 41 45 65 88 90 80 24 71 12 64 30 37 53 78 46 93 33 12 16 33 59 22 73 11 80 2655 0.11 0.13 0.01 0.20 0.13 
20 601 547 113 124 109 133 124 57 54 56 30 35 35 13 80 92 95 93 63 48 100 73 34 73 91 65 29 93 91 74 20 40 3220 0.02 0.05 0.10 0.05 0.04 
21 223 829 146 122 123 121 101 72 83 14 35 37 73 88 90 83 21 73 37 42 35 30 98 39 24 23 41 82 89 28 75 42 2760 0.09 0.03 0.12 0.04 0.18 
22 436 962 129 108 101 117 121 42 96 90 56 69 87 55 98 71 15 84 27 81 97 60 24 86 62 47 69 51 56 16 44 60 2625 0.02 0.05 0.19 0.20 0.10 
23 795 694 135 132 138 113 139 54 69 17 93 15 73 11 45 93 76 17 22 13 33 25 90 20 69 32 84 59 100 71 17 56 2685 0.02 0.06 0.13 0.11 0.14 
24 465 644 112 147 132 148 117 57 71 31 91 77 93 61 18 12 12 70 33 11 42 81 64 49 18 84 57 73 85 21 65 46 4000 0.09 0.04 0.14 0.02 0.01 
25 956 65 150 121 124 124 137 93 89 86 19 58 71 52 12 33 15 92 89 59 21 61 32 77 41 58 48 16 39 80 40 24 3880 0.13 0.17 0.12 0.05 0.08 
