40 3 5 5 2726
414 690
5004 5065 5110 3880 2480 3200 3720 2840 5040 2800 4600 2400 3880 5320 2760 3720 4040 3320 0.01 0.01 0.01 
1 621 892 101 149 125 50 81 25 31 100 73 74 16 25 14 47 34 94 14 93 1566 0.02 0.19 0.05 
2 805 472 147 111 147 26 62 100 34 93 36 73 91 18 34 81 60 38 57 63 2196 0.18 0.05 0.02 
3 931 857 126 114 137 86 81 52 49 64 26 26 16 11 18 88 43 86 96 66 1404 0.19 0.04 0.04 
4 231 980 127 138 118 25 33 85 55 19 92 51 61 92 15 69 30 85 70 89 1593 0.12 0.07 0.15 
5 264 149 111 144 141 25 57 24 54 19 31 93 35 37 63 80 14 94 72 70 1620 0.15 0.09 0.17 
6 374 873 106 122 129 22 78 73 22 51 88 98 79 94 68 24 22 16 12 75 1812 0.07 0.15 0.08 
7 821 531 145 125 104 49 62 94 39 36 12 66 50 23 68 11 65 83 94 84 2268 0.15 0.04 0.15 
8 571 899 149 139 132 99 78 16 59 82 97 95 94 87 82 89 99 58 63 67 1485 0.15 0.04 0.06 
9 612 603 113 138 121 62 95 21 83 78 43 55 80 91 88 49 82 73 87 26 2220 0.15 0.01 0.16 
10 440 690 113 108 136 63 61 74 81 34 42 28 74 76 95 18 50 27 60 37 1602 0.08 0.16 0.02 
11 295 669 133 111 113 61 52 100 93 55 17 67 38 87 90 80 17 26 55 63 2184 0.20 0.02 0.04 
12 108 353 117 131 140 23 93 15 22 93 72 97 76 26 51 32 69 68 18 58 1884 0.09 0.01 0.17 
13 708 888 117 110 140 94 27 78 46 14 20 97 14 31 51 54 47 18 70 49 1449 0.16 0.09 0.04 
14 935 284 117 133 138 41 63 92 71 12 64 80 75 99 84 18 42 76 90 82 1647 0.05 0.13 0.00 
15 295 780 105 133 131 88 94 15 13 32 96 85 56 66 48 81 27 27 79 62 1692 0.18 0.04 0.14 
16 886 963 139 109 109 69 62 85 49 89 36 82 95 91 14 48 50 15 13 87 1755 0.08 0.04 0.12 
17 136 339 142 136 101 71 15 62 59 90 27 13 28 66 91 53 35 12 95 38 1368 0.14 0.02 0.05 
18 859 367 127 132 117 79 73 14 57 61 28 66 38 76 17 93 20 89 20 62 2304 0.10 0.15 0.11 
19 763 842 105 147 118 13 36 46 27 74 58 46 79 14 97 31 24 97 59 30 1449 0.13 0.00 0.18 
20 923 238 131 150 117 90 64 81 27 73 29 61 66 98 34 55 32 70 58 80 1359 0.05 0.04 0.12 
21 10 266 134 127 123 13 61 50 17 27 58 42 17 74 66 55 26 92 52 12 1782 0.18 0.17 0.05 
22 128 977 135 110 134 56 67 85 29 20 83 32 76 89 48 99 41 56 34 97 2016 0.14 0.08 0.08 
23 966 721 111 140 127 59 21 95 22 53 29 19 76 48 80 30 12 78 71 11 2028 0.10 0.10 0.13 
24 79 876 132 138 137 11 53 12 38 21 86 84 86 60 88 78 59 65 25 38 1683 0.03 0.12 0.14 
25 78 625 149 134 148 33 45 78 60 63 22 15 63 49 25 35 98 91 84 48 1836 0.08 0.01 0.07 
26 529 408 110 138 123 62 82 14 53 93 75 89 67 86 51 97 55 80 46 69 1728 0.13 0.11 0.18 
27 655 907 125 117 143 61 74 68 45 22 58 55 18 100 99 36 87 64 21 37 1440 0.13 0.05 0.08 
28 472 520 126 150 124 82 18 16 99 99 21 35 66 55 98 13 53 78 64 51 1920 0.17 0.05 0.03 
29 97 791 146 139 113 97 94 87 60 89 41 58 93 39 19 49 95 94 55 92 2244 0.04 0.19 0.02 
30 589 668 126 110 112 88 16 23 13 89 99 44 44 58 85 50 94 24 78 64 2136 0.00 0.02 0.04 
31 234 440 144 124 148 97 51 51 95 30 82 36 39 85 76 45 71 67 55 17 1566 0.11 0.04 0.09 
32 996 532 144 138 111 36 12 33 37 61 33 63 14 80 83 61 70 96 97 97 1566 0.17 0.19 0.10 
33 285 225 139 104 137 88 88 26 13 92 90 93 11 26 15 11 30 30 80 64 1458 0.19 0.11 0.10 
34 55 628 117 103 119 99 74 43 86 60 73 99 65 38 53 27 97 43 95 12 1665 0.04 0.12 0.12 
35 556 155 104 107 125 30 21 29 62 86 60 59 18 46 19 70 69 21 59 21 1872 0.00 0.04 0.00 
36 780 452 101 137 135 53 34 13 88 49 69 59 62 30 96 41 55 97 38 25 1422 0.03 0.01 0.14 
37 490 349 133 108 129 11 79 66 71 36 75 59 45 24 60 82 70 91 63 66 2196 0.19 0.20 0.05 
38 193 603 102 112 125 68 17 87 23 87 75 28 87 97 53 71 63 26 84 74 1884 0.08 0.19 0.07 
39 427 633 147 148 138 70 50 16 55 81 74 49 85 87 36 23 15 17 20 57 1800 0.16 0.12 0.09 
40 109 394 108 101 145 78 54 35 76 67 97 69 25 51 49 24 49 97 62 74 2100 0.17 0.10 0.12 
