10 1 5 7 218
142 407
1340 630 580 1000 570 540 1280 950 0.01 
1 139 553 147 67 50 99 50 20 16 21 792 0.02 
2 337 757 111 13 33 74 48 49 39 58 585 0.06 
3 642 351 118 83 93 93 65 78 22 14 483 0.06 
4 568 766 143 35 84 48 54 39 50 77 510 0.11 
5 874 976 144 37 15 14 76 82 86 68 600 0.03 
6 959 228 150 59 28 82 81 81 16 65 516 0.02 
7 322 420 137 30 26 11 40 74 89 44 558 0.15 
8 233 396 121 64 42 87 69 28 46 48 792 0.02 
9 541 984 120 39 49 77 78 57 59 93 792 0.05 
10 368 951 149 76 98 19 20 100 72 51 608 0.01 
