30 1 1 7 3516
319 566
3849 3210 2070 3210 4110 4020 3540 3480 0.01 
1 239 162 114 79 33 16 14 26 60 17 540 0.09 
2 488 276 118 98 89 83 13 68 54 86 700 0.18 
3 719 788 119 98 75 100 67 22 78 89 616 0.04 
4 590 47 121 20 95 85 79 27 82 29 492 0.06 
5 882 937 131 61 74 48 51 92 97 77 740 0.05 
6 940 447 123 63 68 18 65 79 80 59 510 0.17 
7 873 798 136 79 39 16 61 16 66 86 594 0.06 
8 346 934 130 79 83 48 43 62 63 63 531 0.06 
9 374 954 109 20 25 50 62 12 28 90 640 0.17 
10 624 532 140 53 53 78 86 71 18 30 644 0.01 
11 976 424 140 100 95 13 88 11 74 13 704 0.05 
12 431 416 140 58 86 20 72 100 25 24 640 0.01 
13 293 279 119 49 63 51 13 65 12 59 600 0.01 
14 332 503 119 79 71 78 56 57 87 93 594 0.08 
15 967 112 137 94 30 82 75 87 83 89 591 0.12 
16 546 932 127 79 68 77 84 28 17 17 552 0.08 
17 323 988 115 53 99 75 76 44 69 95 585 0.19 
18 766 715 109 96 88 97 53 21 37 20 573 0.15 
19 824 493 150 69 41 79 75 74 83 35 792 0.18 
20 590 124 124 63 47 93 98 16 88 85 576 0.01 
21 431 6 147 62 90 12 40 87 32 33 672 0.07 
22 301 820 128 19 11 77 23 96 91 59 672 0.09 
23 919 783 148 28 81 83 81 75 96 70 712 0.18 
24 774 957 141 68 67 32 11 75 40 11 582 0.17 
25 452 577 115 80 40 35 14 33 52 84 656 0.13 
26 248 530 139 87 60 58 58 45 26 24 528 0.20 
27 130 126 120 24 37 84 38 86 63 29 594 0.10 
28 497 595 127 97 21 69 12 58 55 23 772 0.18 
29 17 652 146 60 80 85 90 71 60 78 597 0.03 
30 689 333 117 48 70 48 48 39 44 58 471 0.07 
