10 1 1 7 1048
248 274
1343 1260 900 570 660 560 840 1070 0.01 
1 471 477 126 60 78 98 45 17 96 52 459 0.02 
2 327 659 143 37 50 25 23 36 77 20 620 0.04 
3 822 966 116 28 87 14 34 87 26 63 456 0.08 
4 208 414 142 76 19 59 67 88 47 16 510 0.13 
5 281 881 131 26 76 66 94 57 83 80 534 0.05 
6 63 382 127 49 50 95 11 58 70 72 588 0.17 
7 733 727 148 64 48 14 84 13 30 60 692 0.17 
8 378 326 130 31 20 17 12 74 55 13 504 0.09 
9 448 339 137 76 89 71 31 63 35 69 570 0.03 
10 287 448 143 60 87 53 13 66 35 75 704 0.19 
