10 3 1 7 3156
792 101
1281 1258 1253 1050 730 700 1170 1230 1310 610 530 1350 980 940 1280 1190 1390 1190 1260 870 720 1060 1320 510 0.01 0.01 0.01 
1 268 112 121 129 135 81 31 23 25 16 34 48 74 31 80 59 58 85 40 34 38 50 82 11 11 51 2292 0.16 0.04 0.17 
2 381 322 107 133 106 70 29 25 85 86 11 84 74 15 46 32 24 82 23 67 50 54 48 12 54 51 2352 0.13 0.05 0.19 
3 653 557 114 110 110 97 61 89 43 46 89 26 24 82 61 97 58 43 19 99 21 15 99 22 59 11 2088 0.01 0.03 0.06 
4 761 666 145 142 134 71 74 49 65 72 89 80 13 24 86 61 71 28 32 78 42 36 38 15 46 38 2064 0.19 0.11 0.02 
5 163 573 111 115 146 72 75 95 36 46 45 67 99 42 56 60 12 35 43 12 36 21 92 40 18 29 2388 0.09 0.01 0.07 
6 494 312 128 125 127 80 61 80 67 96 24 86 23 27 35 34 81 59 66 23 91 75 14 82 83 84 2196 0.09 0.07 0.19 
7 322 988 142 112 146 28 47 94 84 43 18 69 82 48 47 67 28 57 32 31 74 57 34 17 91 70 1665 0.14 0.09 0.15 
8 910 913 125 145 108 63 20 53 99 14 22 29 93 66 61 59 83 70 42 90 67 73 76 73 25 45 1791 0.13 0.01 0.03 
9 762 904 139 139 116 17 92 26 15 95 89 33 43 51 32 53 33 53 46 42 12 21 17 36 87 13 1494 0.19 0.15 0.02 
10 889 687 149 108 125 57 14 32 61 98 20 45 52 85 52 94 70 94 39 87 92 81 56 28 67 20 1746 0.00 0.16 0.04 
