20 1 5 3 430
996 751
2544 1560 1920 2740 0.01 
1 858 7 130 83 40 20 534 0.06 
2 262 480 105 60 63 59 552 0.11 
3 345 858 106 45 61 18 555 0.07 
4 393 983 117 20 51 38 495 0.09 
5 732 331 102 82 37 94 708 0.11 
6 239 321 149 97 26 66 728 0.19 
7 290 332 118 20 53 47 516 0.08 
8 592 42 115 42 48 68 576 0.01 
9 759 445 139 56 64 87 486 0.02 
10 284 942 146 12 67 55 504 0.19 
11 308 324 117 23 50 23 772 0.03 
12 816 73 107 73 49 29 531 0.08 
13 821 161 145 17 63 16 708 0.15 
14 485 500 142 48 65 36 501 0.13 
15 899 605 132 57 52 70 776 0.13 
16 624 602 138 64 84 93 543 0.08 
17 444 678 131 48 75 24 462 0.07 
18 257 839 138 37 80 94 531 0.16 
19 411 856 132 86 19 51 519 0.08 
20 287 242 135 62 96 63 465 0.17 
