40 1 5 5 870
504 403
5186 5360 5400 5520 4600 4680 0.01 
1 498 230 139 31 73 73 94 63 792 0.13 
2 648 538 131 11 74 51 99 44 552 0.05 
3 198 264 122 91 67 79 65 22 477 0.10 
4 247 156 119 11 24 49 12 11 591 0.13 
5 380 249 126 21 98 60 81 81 537 0.04 
6 538 39 133 37 85 51 48 86 784 0.12 
7 485 783 103 76 92 30 96 38 552 0.04 
8 448 975 139 100 56 66 48 87 579 0.14 
9 276 482 136 70 17 91 72 44 644 0.09 
10 11 752 119 97 84 53 31 88 483 0.06 
11 797 607 127 82 69 19 20 12 676 0.00 
12 391 611 145 34 70 34 30 30 776 0.00 
13 895 453 147 62 22 41 40 82 616 0.00 
14 312 655 119 47 47 87 76 76 537 0.15 
15 667 863 125 31 24 38 78 19 561 0.16 
16 843 145 133 80 77 18 87 33 780 0.13 
17 434 795 138 45 89 33 53 59 516 0.04 
18 85 662 147 40 62 75 37 48 552 0.18 
19 970 590 104 17 94 45 41 18 591 0.03 
20 692 764 104 74 75 82 31 38 696 0.02 
21 363 544 140 78 89 34 14 65 740 0.18 
22 888 707 145 79 64 34 35 52 784 0.15 
23 561 929 119 58 32 38 44 55 555 0.04 
24 662 711 117 59 27 36 29 81 692 0.14 
25 647 815 127 84 27 33 90 54 507 0.06 
26 366 913 150 33 71 82 34 17 756 0.02 
27 549 781 124 46 87 27 42 49 656 0.07 
28 315 478 132 48 79 26 96 59 543 0.14 
29 676 913 125 40 99 26 79 57 570 0.18 
30 155 871 147 97 29 12 40 72 561 0.05 
31 251 815 118 44 11 50 27 53 772 0.18 
32 485 607 149 74 82 34 18 33 632 0.00 
33 526 678 144 65 76 61 74 44 486 0.03 
34 396 380 109 66 13 91 16 77 616 0.04 
35 498 595 115 20 96 84 20 84 489 0.01 
36 872 292 147 94 62 89 29 15 555 0.04 
37 423 645 128 28 68 31 88 83 519 0.05 
38 405 568 132 44 53 11 50 77 732 0.01 
39 361 813 136 78 57 84 66 91 519 0.05 
40 875 180 126 11 59 16 11 83 543 0.04 
