20 1 1 7 2272
568 54
2482 1560 2340 2240 2720 1760 1260 2200 0.01 
1 708 786 112 42 33 99 19 45 69 39 772 0.05 
2 769 807 120 36 38 81 23 64 89 70 483 0.16 
3 369 850 120 76 52 41 39 49 72 24 728 0.06 
4 282 822 130 24 71 14 42 47 39 31 648 0.04 
5 764 594 149 13 59 77 62 96 52 65 768 0.04 
6 459 652 120 54 64 84 23 56 97 46 672 0.04 
7 391 658 101 91 93 43 25 85 45 74 474 0.04 
8 554 841 114 96 77 31 12 41 36 66 540 0.07 
9 433 348 105 61 79 72 70 91 24 62 537 0.13 
10 177 705 125 38 84 23 12 93 70 78 483 0.16 
11 880 690 147 99 61 18 96 44 68 74 680 0.16 
12 456 706 134 71 49 29 34 60 19 69 540 0.09 
13 298 312 134 63 19 48 13 55 99 63 776 0.07 
14 547 596 125 32 44 95 35 44 65 73 680 0.10 
15 819 269 137 42 31 99 80 69 24 89 588 0.02 
16 883 932 133 60 35 12 78 87 34 73 600 0.05 
17 158 997 125 60 28 15 68 34 98 50 716 0.19 
18 486 430 136 75 73 94 14 42 53 90 456 0.07 
19 298 329 103 90 75 30 33 57 79 50 712 0.14 
20 438 831 112 48 69 69 79 96 95 51 570 0.02 
