30 5 1 5 16476
966 685
3749 3748 3711 3689 3752 3900 3150 2190 2280 2310 3360 2880 3180 3510 3900 3750 2040 2310 3180 3120 2550 3390 3330 3030 1560 1680 3840 1530 1620 3270 0.01 0.01 0.01 0.01 0.01 
1 465 431 125 133 112 116 122 23 50 40 38 44 94 65 65 14 70 26 61 100 100 34 67 70 76 86 82 50 42 68 43 60 3540 0.18 0.12 0.04 0.12 0.07 
2 597 205 122 116 101 107 107 38 72 12 11 87 62 49 47 65 67 92 52 49 68 53 35 85 92 16 73 88 52 89 14 25 2655 0.05 0.15 0.17 0.00 0.12 
3 531 92 116 135 101 111 145 58 83 84 25 74 64 41 40 96 27 49 32 49 25 72 65 75 67 73 33 52 31 75 70 93 3540 0.10 0.11 0.12 0.19 0.09 
4 625 140 123 150 144 130 129 87 37 71 63 75 12 51 64 54 67 20 92 22 81 43 17 64 49 61 13 49 73 28 11 82 3860 0.18 0.00 0.09 0.09 0.16 
5 848 856 121 141 147 127 116 32 89 80 73 60 47 40 65 92 99 40 59 83 42 60 21 60 88 70 14 16 28 51 79 35 3820 0.08 0.08 0.18 0.13 0.15 
6 44 697 116 126 106 110 120 57 70 75 37 62 19 55 45 77 65 26 86 59 32 92 35 32 62 20 22 98 82 12 83 73 2865 0.10 0.03 0.10 0.00 0.19 
7 375 127 150 134 147 120 141 29 91 33 74 16 84 90 23 59 24 21 85 56 42 82 95 26 61 36 37 36 36 86 50 20 3380 0.15 0.20 0.14 0.04 0.04 
8 758 131 107 116 109 117 118 35 56 23 69 28 24 59 41 12 53 24 40 44 93 66 79 67 78 79 35 31 78 81 79 52 3560 0.11 0.13 0.00 0.12 0.04 
9 94 878 116 131 114 143 109 79 72 66 86 86 82 40 23 50 70 80 100 65 98 31 41 61 45 18 91 41 80 68 44 28 3700 0.01 0.19 0.15 0.00 0.07 
10 261 211 108 122 134 101 102 29 26 98 59 57 76 17 80 31 47 28 54 82 90 47 57 42 93 85 36 99 47 46 97 16 3900 0.00 0.06 0.12 0.14 0.02 
11 299 840 143 122 116 136 143 23 92 50 14 71 48 60 91 61 69 53 15 19 55 13 90 100 23 11 86 90 70 42 87 13 2550 0.16 0.14 0.08 0.02 0.13 
12 151 977 145 129 106 139 102 36 92 59 57 44 66 89 80 73 40 85 93 26 82 82 76 30 50 78 19 86 99 21 65 43 3900 0.09 0.13 0.17 0.04 0.01 
13 359 892 120 104 142 132 131 20 66 18 50 12 66 45 43 13 20 14 50 32 82 87 92 13 24 95 57 37 73 58 65 14 2880 0.17 0.09 0.01 0.09 0.04 
14 581 37 134 145 136 135 138 94 82 75 17 47 90 29 62 71 72 47 67 73 28 55 37 71 11 77 13 82 65 89 12 27 3720 0.13 0.14 0.07 0.15 0.11 
15 9 676 127 112 111 102 104 67 53 89 31 51 93 68 62 90 94 90 70 86 65 13 15 66 29 73 31 35 23 82 34 27 2415 0.07 0.01 0.04 0.07 0.07 
16 17 906 141 120 126 139 137 59 61 30 43 13 28 67 15 30 71 100 95 52 52 82 85 15 43 48 56 15 47 56 74 44 3000 0.17 0.02 0.04 0.18 0.17 
17 313 582 136 112 105 126 132 87 48 30 18 99 22 50 57 37 35 31 34 69 60 91 15 64 100 83 64 21 44 54 52 27 3000 0.19 0.17 0.13 0.06 0.05 
18 364 601 112 148 148 121 118 13 20 19 26 41 84 52 32 50 18 12 90 63 69 62 75 13 74 98 13 68 83 63 50 39 3840 0.09 0.14 0.13 0.08 0.06 
19 260 927 130 106 121 134 129 57 94 71 94 57 56 26 22 14 90 39 87 78 29 16 43 55 51 92 79 61 58 15 21 83 3300 0.11 0.17 0.01 0.16 0.14 
20 16 683 115 126 114 105 142 30 96 27 95 86 35 67 70 47 61 49 53 54 83 65 49 37 46 97 11 62 98 60 74 16 2565 0.13 0.19 0.01 0.08 0.19 
21 722 866 127 119 129 112 121 12 65 25 78 14 31 48 83 84 86 82 44 20 56 95 67 31 36 70 31 30 100 54 66 42 3780 0.03 0.02 0.04 0.12 0.00 
22 602 357 117 134 115 142 128 95 39 24 14 20 75 27 14 43 46 68 67 54 79 87 84 14 47 94 32 83 27 14 22 91 3220 0.07 0.16 0.04 0.06 0.09 
23 721 364 111 112 142 129 139 76 57 33 61 76 66 54 37 71 89 69 45 24 62 27 65 38 82 74 40 22 56 17 82 28 2535 0.15 0.07 0.19 0.15 0.13 
24 731 621 108 113 130 133 140 82 54 84 74 22 49 35 96 92 89 35 25 25 54 88 60 69 87 81 38 95 42 59 47 35 2745 0.15 0.06 0.17 0.13 0.04 
25 773 8 148 134 114 109 145 12 33 72 87 19 11 62 35 70 74 18 54 83 100 100 58 46 11 89 91 22 28 62 71 35 3680 0.17 0.14 0.20 0.19 0.14 
26 660 95 135 102 141 125 122 49 43 72 42 50 76 49 24 52 58 14 47 12 72 20 85 80 67 39 33 67 100 28 13 24 3060 0.18 0.12 0.04 0.11 0.07 
