50 5 1 5 27280
692 523
6452 6416 6334 6422 6254 3900 5800 6000 2800 3800 5200 3750 3900 3750 6900 4650 3400 2600 6900 4200 5150 3150 2950 3250 5300 3400 6100 4600 5200 6150 0.01 0.01 0.01 0.01 0.01 
1 64 727 127 142 124 150 147 66 38 19 93 39 81 14 35 22 86 96 33 41 64 56 100 43 28 32 11 68 26 46 37 95 2520 0.18 0.06 0.05 0.16 0.08 
2 182 697 110 120 137 113 114 11 58 26 72 16 64 69 17 47 68 26 89 12 77 57 22 83 73 69 52 14 82 37 40 96 3600 0.06 0.00 0.01 0.13 0.12 
3 64 516 126 118 131 124 106 52 81 75 53 97 16 73 34 84 47 57 15 19 79 70 68 100 48 41 31 75 67 62 63 12 2730 0.14 0.14 0.06 0.05 0.02 
4 979 680 139 120 128 105 111 97 99 43 64 55 34 85 31 24 52 24 44 12 57 71 70 85 31 28 16 94 12 96 80 75 2970 0.02 0.19 0.11 0.19 0.13 
5 128 831 110 144 133 124 131 51 85 65 32 98 33 16 30 52 38 72 55 72 59 100 54 79 100 64 16 34 38 70 100 21 2445 0.16 0.13 0.16 0.09 0.02 
6 580 784 113 114 139 122 148 18 71 69 73 94 44 52 74 69 96 30 21 20 13 45 34 96 19 64 18 41 46 28 15 34 2340 0.03 0.19 0.13 0.07 0.18 
7 128 140 113 144 147 112 129 15 29 22 18 100 79 12 67 78 36 48 51 32 69 81 48 85 90 46 83 65 49 99 40 79 2475 0.13 0.01 0.17 0.19 0.05 
8 891 580 149 146 138 121 123 18 98 78 32 46 53 66 99 71 14 23 11 80 56 27 54 57 96 64 13 54 70 83 43 60 2460 0.06 0.04 0.20 0.14 0.16 
9 876 261 128 101 144 142 115 42 25 66 39 37 18 44 45 35 88 82 13 55 22 57 94 89 73 97 74 59 37 41 94 69 3520 0.03 0.08 0.08 0.02 0.09 
10 120 141 124 132 114 146 134 35 83 31 77 65 31 38 42 45 84 69 42 56 22 90 15 45 64 89 90 11 25 15 49 16 3400 0.19 0.18 0.00 0.16 0.15 
11 369 773 146 141 137 105 148 29 47 35 100 68 17 41 17 12 45 66 85 92 43 85 99 33 74 62 15 60 17 85 73 42 3080 0.13 0.08 0.15 0.01 0.04 
12 359 248 123 142 142 136 107 33 81 28 73 98 65 40 49 71 39 96 52 76 60 63 97 36 75 84 11 69 11 58 22 79 3700 0.12 0.15 0.20 0.02 0.11 
13 30 360 112 122 104 126 103 25 22 49 48 17 75 29 15 18 25 82 60 92 29 28 38 39 85 65 33 86 97 21 14 72 3880 0.15 0.00 0.01 0.07 0.06 
14 625 582 126 142 102 113 142 70 28 37 23 61 66 79 13 72 69 56 33 26 41 70 13 73 46 65 49 91 62 82 33 27 3100 0.19 0.11 0.13 0.08 0.17 
15 421 487 105 118 150 136 122 20 87 31 13 94 29 34 74 40 88 37 53 46 72 95 53 27 76 44 23 15 83 35 89 90 2865 0.12 0.17 0.15 0.16 0.02 
16 415 524 150 102 128 117 101 100 21 68 59 100 57 71 66 16 23 81 18 94 56 75 43 63 79 96 13 46 35 40 40 61 4000 0.09 0.11 0.12 0.12 0.11 
17 923 847 146 142 150 123 130 13 31 27 46 64 91 71 60 80 65 58 61 24 34 58 26 49 60 88 58 71 86 93 15 33 2685 0.04 0.19 0.00 0.17 0.02 
18 318 105 135 142 135 148 105 32 53 93 44 100 19 86 62 19 63 30 50 20 53 73 97 77 80 66 86 18 72 12 75 44 3900 0.05 0.19 0.06 0.02 0.07 
19 434 19 150 118 137 127 118 36 39 40 87 59 58 63 52 53 59 84 76 65 11 46 12 20 32 39 36 18 44 99 48 56 2340 0.06 0.16 0.18 0.05 0.11 
