40 3 3 3 4582
412 723
4992 4894 5016 4480 3400 3920 5080 5440 2320 5040 2040 2640 0.01 0.01 0.01 
1 609 683 121 111 110 33 29 55 42 100 43 61 58 17 2328 0.14 0.06 0.06 
2 448 994 150 132 114 99 30 49 76 81 69 79 75 59 1440 0.04 0.16 0.10 
3 86 187 147 147 126 60 79 84 50 37 86 71 50 97 2136 0.09 0.18 0.13 
4 657 85 105 111 109 77 87 82 62 93 64 73 71 99 1629 0.06 0.14 0.15 
5 295 992 112 114 140 64 40 35 68 34 90 73 95 52 2316 0.11 0.18 0.14 
6 141 85 101 131 122 83 40 43 38 25 71 25 48 40 1737 0.04 0.20 0.19 
7 545 348 134 149 115 31 96 72 75 94 75 13 25 16 1503 0.07 0.07 0.15 
8 329 461 145 122 124 94 61 98 22 61 54 87 41 83 2208 0.20 0.17 0.16 
9 744 604 140 108 126 14 83 88 19 47 16 75 40 24 2100 0.10 0.16 0.07 
10 266 405 124 112 122 20 83 15 46 80 83 79 48 64 2064 0.16 0.12 0.05 
11 24 671 129 131 129 84 64 57 89 94 84 25 44 18 1968 0.08 0.04 0.08 
12 170 6 124 114 140 71 13 79 16 82 31 42 89 33 1944 0.17 0.06 0.07 
13 658 109 103 108 137 46 75 60 63 65 43 24 82 94 1944 0.19 0.07 0.12 
14 393 681 120 149 108 58 22 98 71 31 65 12 38 89 1992 0.02 0.07 0.18 
15 630 526 130 130 123 85 17 53 23 95 49 84 11 40 1449 0.13 0.12 0.13 
16 568 456 130 111 130 50 75 96 92 31 53 99 31 77 1593 0.15 0.19 0.04 
17 890 357 130 126 145 31 52 98 96 18 100 59 73 59 1656 0.12 0.07 0.12 
18 96 110 105 115 131 59 79 88 11 17 69 65 40 43 2040 0.16 0.12 0.18 
19 492 614 109 124 137 79 38 43 92 17 73 70 48 85 1692 0.09 0.06 0.05 
20 822 324 125 107 124 51 47 94 97 54 80 24 73 85 1956 0.13 0.04 0.18 
21 819 714 125 118 111 69 54 24 42 72 30 67 58 52 2388 0.00 0.17 0.14 
22 156 409 139 117 141 15 95 99 79 63 11 15 66 41 1848 0.11 0.16 0.19 
23 727 59 116 122 106 85 84 67 66 27 76 22 74 23 1896 0.12 0.07 0.19 
24 386 643 144 139 150 94 64 45 44 31 17 21 83 16 1611 0.14 0.08 0.17 
25 450 881 132 120 135 100 38 17 75 46 29 25 66 69 2388 0.18 0.04 0.10 
26 118 362 112 112 126 15 31 85 12 65 22 71 80 28 1521 0.19 0.06 0.15 
27 475 687 130 120 136 90 84 88 40 99 93 94 19 41 1485 0.01 0.05 0.15 
28 621 130 115 128 103 78 29 89 84 29 11 71 29 76 1620 0.09 0.08 0.19 
29 17 300 112 102 111 70 86 41 81 15 74 51 50 69 1773 0.11 0.18 0.09 
30 546 986 145 123 122 78 38 91 82 22 78 90 79 67 2400 0.02 0.12 0.05 
31 661 103 115 108 128 95 97 36 19 53 12 25 72 77 2052 0.09 0.15 0.08 
32 389 924 117 126 111 21 93 23 15 22 28 35 63 12 1413 0.13 0.01 0.08 
33 10 411 104 125 138 78 27 58 14 58 19 24 55 46 1404 0.09 0.02 0.00 
34 55 943 112 123 142 50 15 74 77 83 64 68 32 24 2400 0.11 0.16 0.04 
35 350 996 137 127 122 90 71 68 28 85 77 79 71 30 2172 0.13 0.03 0.18 
36 880 529 110 149 117 37 78 98 31 59 42 64 36 26 1503 0.19 0.06 0.05 
37 529 145 144 120 142 15 21 11 62 73 71 86 85 63 2316 0.04 0.03 0.03 
38 635 103 109 114 112 81 33 93 99 70 97 33 62 36 2232 0.10 0.11 0.10 
39 782 904 143 135 142 11 71 58 84 31 54 95 66 64 2268 0.09 0.01 0.03 
40 248 179 147 114 109 91 45 28 59 84 24 86 73 20 1836 0.19 0.09 0.01 
