100 3 1 3 32720
777 37
12487 12330 12359 13800 10200 10100 11000 5500 5900 12100 12900 9800 0.01 0.01 0.01 
1 442 629 144 125 108 47 19 81 87 70 50 61 27 96 2052 0.08 0.15 0.13 
2 256 379 116 134 135 21 84 17 50 32 95 32 47 17 1395 0.06 0.12 0.13 
3 94 544 114 104 137 77 59 16 26 57 37 66 92 26 1737 0.15 0.14 0.06 
4 209 466 112 121 146 75 48 53 44 49 96 37 59 19 1395 0.16 0.13 0.10 
5 400 415 123 128 118 47 57 39 83 93 23 52 23 94 1503 0.06 0.03 0.10 
6 196 110 125 108 117 85 37 74 15 60 21 70 16 79 1548 0.03 0.18 0.16 
7 101 335 139 119 148 46 78 53 88 91 70 21 96 11 2304 0.12 0.04 0.15 
8 649 827 131 104 114 43 42 63 100 66 45 32 13 70 1521 0.05 0.18 0.16 
9 55 748 147 103 118 87 42 55 29 86 76 71 31 27 1836 0.13 0.04 0.04 
10 399 420 131 121 110 52 29 34 94 72 71 100 57 80 2220 0.11 0.04 0.19 
11 376 40 141 101 101 85 22 91 40 16 20 40 28 68 1932 0.11 0.19 0.01 
12 614 89 131 101 138 51 16 19 27 65 42 98 33 72 1791 0.03 0.09 0.18 
13 96 377 144 122 112 97 17 57 67 39 12 69 42 18 1485 0.14 0.14 0.15 
14 915 190 127 102 119 74 16 42 73 11 41 69 67 59 1647 0.15 0.06 0.13 
15 214 211 123 113 132 46 66 73 49 17 79 33 70 11 2100 0.13 0.10 0.05 
16 211 868 101 102 110 73 94 88 54 12 47 79 81 19 1494 0.10 0.19 0.15 
17 107 356 129 121 108 29 86 68 27 25 34 15 63 76 1512 0.04 0.17 0.18 
18 235 730 116 143 122 47 69 87 78 65 44 32 18 74 1773 0.20 0.20 0.08 
19 69 435 122 106 110 77 82 55 70 42 72 12 97 86 2352 0.19 0.02 0.20 
20 317 378 128 136 120 55 94 53 37 41 38 48 26 53 1368 0.19 0.10 0.16 
21 194 794 116 137 120 51 41 26 100 73 79 75 61 79 2004 0.01 0.02 0.11 
22 15 467 140 138 117 88 54 50 83 94 26 89 19 57 1728 0.17 0.19 0.10 
23 90 224 105 105 119 17 30 90 91 57 70 54 29 59 2256 0.10 0.04 0.10 
24 173 408 132 145 134 63 61 46 30 57 20 55 58 73 1968 0.02 0.10 0.05 
25 694 171 139 143 122 49 87 49 65 69 22 28 57 55 2172 0.13 0.19 0.08 
26 482 621 123 138 135 51 90 61 73 76 29 75 63 41 1932 0.05 0.18 0.03 
27 793 860 103 140 147 26 80 78 34 100 90 94 76 95 2376 0.00 0.04 0.06 
28 853 962 142 118 116 30 20 33 14 85 91 95 35 23 2304 0.02 0.05 0.18 
29 157 419 113 113 130 37 99 88 95 28 80 70 49 86 1602 0.02 0.13 0.12 
30 539 670 102 111 144 20 92 56 17 58 75 81 52 66 1800 0.15 0.13 0.01 
31 73 235 141 105 141 24 81 91 20 59 18 90 29 82 1782 0.02 0.03 0.08 
32 710 417 109 144 141 53 94 37 49 28 35 39 45 55 1896 0.09 0.05 0.10 
33 265 654 103 107 101 82 70 96 81 86 88 96 80 60 1737 0.18 0.14 0.16 
