40 3 1 5 13376
549 357
5148 5029 5261 3560 5400 3560 5240 3240 5320 4560 2160 3120 3880 4880 2680 5440 3600 2080 0.01 0.01 0.01 
1 903 137 139 142 102 67 36 28 95 89 98 33 98 29 51 53 61 46 43 96 1791 0.19 0.09 0.09 
2 744 335 112 117 107 19 22 76 51 19 17 45 49 64 33 61 17 14 41 58 1956 0.17 0.06 0.17 
3 109 506 136 145 141 98 51 57 90 64 98 37 34 48 46 55 80 93 70 64 2280 0.16 0.10 0.07 
4 105 915 129 115 142 48 83 34 65 30 24 70 97 13 86 100 22 78 100 57 1992 0.05 0.06 0.14 
5 772 384 115 141 133 73 51 68 51 70 51 14 100 15 33 28 55 47 30 40 1359 0.17 0.12 0.15 
6 350 176 127 150 150 85 78 21 88 65 60 15 34 62 36 12 40 100 68 24 1980 0.14 0.03 0.06 
7 917 241 133 121 106 100 72 78 59 37 95 66 73 82 31 93 35 25 17 23 2016 0.06 0.16 0.17 
8 3 661 144 125 140 47 76 78 57 28 56 51 53 66 39 61 95 40 94 77 1701 0.13 0.05 0.17 
9 523 247 133 145 114 26 60 89 95 88 93 25 40 49 94 57 44 57 74 35 1746 0.03 0.04 0.11 
10 923 462 105 128 123 57 82 72 32 15 99 26 36 93 13 47 79 79 48 72 2328 0.05 0.19 0.07 
11 641 486 121 118 142 20 18 32 66 94 22 37 72 95 41 94 18 43 48 21 1485 0.06 0.14 0.08 
12 98 732 119 112 143 80 85 95 33 88 42 58 82 59 13 32 39 15 27 31 1920 0.07 0.15 0.06 
13 958 476 112 137 140 51 48 24 63 42 94 26 99 26 65 19 74 79 67 76 2400 0.19 0.10 0.01 
14 690 356 128 115 120 76 45 84 75 85 77 85 14 39 78 84 55 53 99 19 1701 0.08 0.19 0.09 
15 743 827 149 121 141 90 17 92 37 45 12 42 64 39 78 15 62 94 96 39 1521 0.01 0.02 0.17 
16 94 329 141 112 128 50 85 85 21 76 100 82 12 37 79 90 72 97 80 49 1575 0.16 0.20 0.11 
17 282 556 147 121 148 36 100 49 41 15 80 90 31 52 27 14 98 94 92 38 1539 0.04 0.13 0.18 
18 449 385 147 114 118 100 16 38 52 62 77 61 48 17 66 48 17 66 90 33 2340 0.07 0.03 0.18 
19 487 220 124 140 124 70 64 38 69 36 30 93 23 72 55 100 67 59 69 32 2112 0.18 0.08 0.10 
20 130 269 124 117 150 94 70 46 65 62 86 77 51 55 12 74 57 49 97 63 1503 0.13 0.05 0.20 
21 799 473 119 130 140 40 21 79 14 40 59 62 77 75 23 60 89 92 66 52 2064 0.01 0.05 0.17 
22 607 458 140 108 145 41 100 48 43 62 34 73 48 37 12 85 25 54 21 37 1539 0.01 0.02 0.15 
23 856 962 140 101 147 78 98 67 90 38 30 89 50 62 50 85 22 18 74 76 1920 0.14 0.08 0.16 
24 162 24 109 116 127 17 85 40 35 13 65 100 75 54 89 35 39 77 86 79 2304 0.03 0.10 0.04 
25 84 594 129 138 130 31 43 87 61 41 67 26 68 54 28 18 79 12 23 30 2364 0.01 0.02 0.05 
26 690 866 136 132 147 40 20 100 18 62 90 56 52 50 87 17 64 99 60 81 1503 0.13 0.04 0.07 
27 952 961 116 112 146 12 49 60 89 53 80 24 77 88 38 77 45 45 27 31 1980 0.05 0.14 0.17 
28 887 520 150 136 126 89 14 92 80 85 43 85 41 32 89 11 12 33 50 39 1908 0.16 0.09 0.16 
29 5 655 129 111 116 92 24 36 69 38 19 94 40 51 40 83 24 51 14 12 1593 0.10 0.18 0.07 
30 997 161 134 127 150 81 18 92 88 95 79 71 19 100 60 18 53 48 58 82 1719 0.14 0.06 0.19 
31 379 865 115 114 141 75 49 30 30 44 62 13 19 49 60 28 82 63 79 41 1872 0.11 0.07 0.04 
32 541 631 115 142 136 74 92 83 83 61 57 99 26 38 95 89 97 12 38 18 1683 0.05 0.19 0.12 
33 769 427 126 145 113 65 62 79 81 94 54 85 49 89 45 45 43 60 35 89 2076 0.09 0.06 0.01 
34 278 805 138 122 146 44 69 54 63 22 79 74 16 59 29 65 13 72 53 99 1431 0.06 0.06 0.11 
35 387 844 129 121 140 29 75 49 73 74 16 94 62 30 16 60 41 19 19 59 1395 0.20 0.13 0.16 
36 925 620 137 113 117 65 34 50 46 54 26 29 35 89 54 56 48 57 38 15 1593 0.17 0.01 0.13 
37 531 396 104 119 118 67 48 57 39 17 93 40 73 91 46 68 64 45 56 17 1968 0.15 0.08 0.20 
38 872 954 134 148 102 68 49 34 22 46 40 84 23 30 90 75 82 32 27 27 1968 0.08 0.20 0.17 
39 946 344 123 122 115 16 38 45 77 72 45 20 96 18 55 48 90 36 29 42 1467 0.10 0.18 0.20 
40 27 587 140 136 147 84 74 46 83 79 88 16 34 65 77 99 48 54 16 93 1860 0.07 0.13 0.08 
