50 3 5 3 3266
540 479
6363 6334 6331 5250 4000 3200 4000 6450 4200 3850 6050 4250 0.01 0.01 0.01 
1 146 234 104 107 130 39 63 68 21 75 92 87 34 47 1968 0.19 0.13 0.01 
2 140 977 124 132 149 79 41 14 95 25 28 42 72 99 1548 0.10 0.00 0.02 
3 450 87 138 141 142 12 29 71 31 95 47 38 58 57 2136 0.04 0.04 0.16 
4 3 709 145 119 148 95 13 71 51 84 67 40 51 51 1566 0.07 0.01 0.14 
5 322 147 108 102 109 40 32 59 23 99 87 29 30 92 1968 0.15 0.03 0.09 
6 5 694 127 109 148 67 12 89 79 54 37 57 78 72 1431 0.05 0.14 0.11 
7 619 809 132 113 147 89 85 74 13 50 88 69 98 77 1566 0.08 0.18 0.01 
8 978 912 141 143 117 49 18 87 65 55 65 23 32 88 2064 0.11 0.12 0.03 
9 59 644 107 124 107 41 100 50 16 65 99 48 70 23 1692 0.15 0.02 0.01 
10 591 48 149 138 127 69 62 28 28 90 42 55 82 88 1368 0.17 0.14 0.12 
11 318 121 142 150 121 67 99 48 55 17 24 87 60 90 1791 0.04 0.06 0.04 
12 570 853 147 108 116 40 95 63 91 74 66 16 71 49 1530 0.08 0.09 0.17 
13 682 400 146 131 125 55 89 93 71 73 47 23 29 21 1896 0.09 0.01 0.03 
14 714 247 106 139 108 46 50 24 85 13 45 33 50 31 1968 0.05 0.14 0.09 
15 857 655 115 120 141 12 57 16 13 63 80 50 89 94 1386 0.03 0.02 0.10 
16 818 839 117 130 108 97 92 15 19 60 50 11 82 76 1575 0.10 0.16 0.16 
17 247 454 131 116 112 98 19 39 11 24 33 45 11 23 1884 0.19 0.06 0.11 
18 507 397 131 102 123 15 78 96 28 93 27 63 65 93 1647 0.11 0.06 0.05 
19 647 523 122 122 138 68 13 90 64 87 97 62 32 21 2352 0.16 0.10 0.18 
20 983 664 121 116 128 39 40 11 42 25 83 29 45 54 2208 0.06 0.12 0.19 
21 421 403 104 109 128 14 97 36 34 23 64 43 30 86 2136 0.06 0.17 0.01 
22 696 200 128 107 147 95 21 70 28 85 55 41 77 60 1956 0.06 0.09 0.10 
23 632 349 126 136 117 50 39 53 16 62 51 92 21 37 1395 0.19 0.07 0.05 
24 605 465 137 136 113 55 26 49 22 81 74 50 67 54 2124 0.06 0.09 0.10 
25 525 28 105 144 106 46 29 16 46 21 33 76 11 68 1782 0.15 0.14 0.13 
26 20 635 127 143 132 52 15 66 39 72 90 27 52 29 1512 0.05 0.02 0.02 
27 698 102 129 117 149 79 27 59 12 66 81 91 75 14 2016 0.01 0.05 0.02 
28 228 593 121 147 104 51 55 65 28 14 30 77 25 47 1764 0.19 0.09 0.14 
29 956 326 137 137 136 64 51 61 92 38 37 24 35 36 2004 0.14 0.05 0.15 
30 647 481 112 122 137 56 45 53 69 98 17 13 84 63 1602 0.06 0.00 0.09 
31 699 640 126 130 110 91 51 78 77 15 57 62 54 49 1539 0.04 0.19 0.10 
32 673 617 115 138 102 53 42 94 30 93 69 59 63 96 1980 0.03 0.01 0.02 
33 517 156 104 145 138 16 45 44 34 94 36 98 39 56 2076 0.18 0.05 0.00 
34 711 137 146 119 106 89 28 81 30 85 43 66 31 82 1992 0.05 0.15 0.12 
35 693 885 103 114 117 27 80 18 49 50 74 48 94 34 1566 0.13 0.01 0.06 
36 678 583 121 134 112 68 11 56 56 43 78 73 78 78 1683 0.09 0.20 0.00 
37 964 504 106 101 126 73 99 47 65 81 46 21 68 46 1485 0.20 0.00 0.11 
38 461 921 147 110 144 50 57 43 61 51 87 31 95 70 2244 0.18 0.11 0.19 
39 520 878 132 145 117 85 25 79 22 65 80 52 86 49 2100 0.18 0.05 0.05 
40 32 687 148 117 148 27 33 83 96 12 16 25 89 19 1755 0.01 0.03 0.11 
41 264 946 121 116 139 60 86 33 54 19 18 21 25 18 2076 0.01 0.07 0.17 
42 972 591 144 146 120 54 59 86 99 72 98 40 93 60 1860 0.20 0.14 0.01 
43 605 344 144 105 146 57 43 48 42 40 56 69 80 71 1575 0.11 0.03 0.07 
44 798 807 124 140 113 95 66 50 57 16 51 70 92 92 1782 0.15 0.08 0.09 
45 591 374 144 148 108 54 89 50 16 34 94 32 35 44 1791 0.14 0.08 0.20 
46 630 35 150 148 117 38 53 28 97 65 16 79 33 18 1674 0.01 0.10 0.15 
47 22 667 147 150 140 72 94 30 72 48 27 34 85 72 2088 0.03 0.12 0.09 
48 313 645 132 134 135 22 71 82 57 19 78 59 41 17 1944 0.19 0.20 0.17 
49 449 188 104 124 150 21 59 82 18 56 71 100 57 76 2148 0.08 0.18 0.09 
50 119 977 126 110 130 50 60 19 14 73 18 92 40 65 1440 0.07 0.16 0.02 
