100 1 5 3 2230
967 814
12443 8300 11300 5600 0.01 
1 695 697 135 29 19 80 764 0.13 
2 445 938 113 54 11 37 720 0.07 
3 25 420 108 50 49 54 546 0.15 
4 547 733 126 67 93 33 486 0.19 
5 661 402 112 83 97 31 600 0.08 
6 353 649 142 83 45 38 582 0.03 
7 881 382 101 39 78 98 624 0.15 
8 154 948 121 38 48 42 768 0.10 
9 259 181 129 25 35 83 501 0.03 
10 556 219 146 47 26 15 628 0.13 
11 910 823 127 25 50 93 756 0.19 
12 719 562 107 98 83 18 756 0.09 
13 290 55 136 35 48 52 776 0.18 
14 85 102 105 34 84 92 480 0.02 
15 411 765 116 61 96 33 468 0.04 
16 822 874 101 49 52 55 744 0.08 
17 186 588 130 33 65 85 724 0.11 
18 250 428 111 18 86 67 744 0.14 
19 886 459 115 80 37 12 555 0.18 
20 266 608 108 92 41 93 555 0.06 
21 378 627 144 84 50 76 507 0.03 
22 918 562 126 56 74 40 612 0.12 
23 956 145 102 30 99 29 600 0.18 
24 380 190 123 24 32 74 561 0.16 
25 74 828 141 22 22 82 597 0.04 
26 285 117 111 77 34 19 555 0.00 
27 808 293 119 22 71 26 555 0.04 
28 282 577 147 84 70 46 579 0.06 
29 264 882 126 16 74 84 456 0.05 
30 315 574 107 40 86 39 591 0.18 
31 650 403 133 100 67 53 612 0.17 
32 641 796 116 57 30 68 501 0.18 
33 711 731 149 87 35 41 624 0.09 
34 418 649 134 100 65 69 744 0.09 
35 730 738 138 22 28 72 498 0.20 
36 969 648 116 40 51 40 676 0.11 
37 382 492 144 41 48 42 796 0.08 
38 922 557 141 60 43 53 552 0.05 
39 383 711 102 24 70 81 507 0.08 
40 515 220 124 96 61 33 692 0.09 
41 188 991 138 76 28 25 597 0.01 
42 293 133 102 75 100 85 772 0.18 
43 775 800 148 47 96 49 453 0.04 
44 896 75 123 23 82 58 628 0.15 
45 643 138 127 65 99 95 772 0.20 
46 622 961 139 16 58 84 696 0.15 
47 280 707 137 17 16 48 474 0.18 
48 121 745 107 41 69 46 776 0.08 
49 608 204 108 98 64 61 684 0.14 
50 240 991 116 43 47 77 612 0.17 
51 236 578 113 96 26 74 716 0.01 
52 785 684 120 63 19 80 528 0.18 
53 945 464 146 12 87 15 543 0.08 
54 769 580 149 88 21 15 468 0.05 
55 81 253 136 68 19 57 483 0.01 
56 329 46 137 72 83 69 552 0.10 
57 363 201 108 94 16 45 489 0.08 
58 331 622 149 87 67 11 588 0.10 
59 907 181 148 25 99 44 680 0.01 
60 340 529 104 35 99 23 728 0.08 
61 472 828 145 24 95 65 692 0.14 
62 282 201 101 19 69 90 732 0.05 
63 177 631 134 73 61 79 525 0.12 
64 565 853 145 63 27 73 510 0.09 
65 911 798 105 34 12 46 480 0.02 
66 804 679 149 46 67 43 510 0.17 
67 910 954 139 38 23 87 668 0.12 
68 482 613 147 24 64 21 716 0.20 
69 93 666 141 90 89 17 784 0.02 
70 599 689 105 26 52 41 477 0.05 
71 252 485 103 96 82 92 465 0.03 
72 455 210 141 36 17 48 664 0.09 
73 359 865 129 13 19 26 624 0.05 
74 373 534 115 64 84 85 516 0.19 
75 611 830 110 93 46 58 684 0.09 
76 222 23 107 35 19 59 579 0.01 
77 161 828 135 80 63 95 792 0.06 
78 462 519 116 80 20 92 462 0.19 
79 791 454 103 40 61 53 555 0.14 
80 108 548 134 79 94 37 519 0.00 
81 506 345 108 67 100 52 573 0.06 
82 632 684 131 70 61 38 543 0.09 
83 617 252 131 45 15 16 555 0.01 
84 421 711 107 19 67 72 495 0.02 
85 425 359 109 91 55 48 776 0.08 
86 843 901 103 58 78 94 656 0.00 
87 668 775 111 49 22 71 480 0.01 
88 458 875 108 65 49 99 453 0.05 
89 49 52 116 76 79 21 784 0.00 
90 749 308 132 69 20 66 570 0.01 
91 826 418 138 73 74 29 510 0.17 
92 276 304 147 11 85 80 640 0.19 
93 748 124 143 41 98 15 664 0.13 
94 4 819 149 99 63 26 504 0.12 
95 611 813 114 55 43 98 656 0.04 
96 998 695 108 52 52 82 462 0.10 
97 727 615 125 79 19 75 537 0.13 
98 165 679 123 81 66 23 453 0.15 
99 721 409 141 66 30 63 489 0.09 
100 962 126 108 71 36 48 744 0.03 
