100 1 5 7 2130
564 124
12443 8900 5200 9900 9400 9000 7200 12400 0.01 
1 470 459 116 28 18 53 12 66 85 90 800 0.00 
2 614 56 136 41 20 57 30 80 89 63 780 0.08 
3 492 530 140 43 62 84 12 36 11 19 736 0.05 
4 162 489 148 85 41 58 25 50 88 34 507 0.16 
5 497 385 138 72 37 44 16 15 76 30 477 0.01 
6 975 12 123 13 73 73 55 86 57 85 772 0.05 
7 207 842 115 50 20 40 32 69 12 20 756 0.17 
8 844 448 125 69 56 12 68 53 14 40 567 0.10 
9 633 333 147 93 43 90 100 75 91 19 692 0.15 
10 863 437 106 36 60 85 76 22 15 31 728 0.15 
11 4 9 130 89 40 21 46 11 65 78 620 0.02 
12 673 115 104 55 64 89 90 19 77 49 462 0.02 
13 200 27 121 32 59 66 47 99 17 76 648 0.04 
14 185 502 106 89 46 22 24 16 66 39 628 0.19 
15 648 560 120 35 68 52 21 55 35 31 573 0.05 
16 179 470 136 81 36 76 61 15 26 97 764 0.12 
17 343 578 104 50 29 93 95 73 79 24 724 0.01 
18 115 330 114 71 14 17 31 17 87 57 534 0.11 
19 382 275 115 50 21 33 31 81 34 11 570 0.01 
20 216 45 105 16 60 86 91 89 19 57 597 0.06 
21 916 101 126 42 22 16 37 12 17 47 708 0.18 
22 572 310 124 51 99 17 44 47 75 55 561 0.02 
23 211 750 140 83 35 84 81 82 25 92 522 0.05 
24 363 932 131 83 29 12 71 33 14 32 716 0.09 
25 196 274 104 44 48 57 16 51 91 93 652 0.11 
26 359 541 146 13 31 31 67 23 65 47 501 0.09 
27 224 325 142 78 89 38 83 54 33 31 573 0.18 
28 903 84 119 36 70 17 12 97 72 85 594 0.09 
29 237 824 115 43 95 14 13 16 43 91 784 0.06 
30 162 360 133 70 30 98 14 37 86 35 591 0.05 
31 443 415 101 93 82 17 29 16 50 23 648 0.03 
32 617 638 114 80 38 15 77 84 36 58 644 0.03 
33 110 219 121 15 60 44 90 73 89 71 668 0.13 
34 791 571 124 83 22 24 77 99 56 66 516 0.11 
35 317 726 149 44 25 100 21 93 67 32 744 0.01 
36 961 682 101 45 67 28 77 26 11 50 628 0.08 
37 429 559 135 30 42 94 61 24 37 37 796 0.01 
38 150 790 111 48 76 98 77 24 94 43 688 0.12 
39 405 312 116 69 18 98 100 73 27 42 531 0.13 
40 315 685 125 14 47 36 33 16 35 60 546 0.05 
41 618 418 105 41 16 96 63 68 65 32 744 0.02 
42 340 753 115 20 77 64 75 20 67 73 728 0.15 
43 548 57 128 32 36 13 28 91 95 85 748 0.14 
44 781 433 138 42 72 11 12 83 73 79 716 0.17 
45 520 466 101 68 11 14 30 57 36 55 495 0.15 
46 884 936 144 24 54 22 54 73 53 26 700 0.13 
47 365 979 122 58 34 73 81 69 92 44 728 0.17 
48 242 425 144 25 25 67 65 73 43 18 498 0.06 
49 597 134 115 95 22 65 79 31 22 64 740 0.16 
50 655 148 127 58 39 66 75 38 42 51 471 0.16 
51 285 168 131 36 98 47 89 65 93 62 644 0.01 
52 64 560 112 99 69 87 86 75 96 24 546 0.05 
53 15 343 125 82 99 61 47 57 87 97 585 0.16 
54 577 961 138 69 32 48 16 20 46 74 459 0.05 
55 712 253 103 36 22 25 60 33 96 59 495 0.00 
56 481 83 127 95 65 20 83 58 41 14 498 0.09 
57 154 2 148 88 72 88 45 63 75 57 585 0.03 
58 876 553 106 29 63 44 71 36 90 36 516 0.13 
59 816 932 133 35 11 97 58 46 85 29 764 0.10 
60 994 164 145 84 67 97 28 80 26 80 752 0.09 
61 245 94 113 88 70 92 24 75 78 77 624 0.05 
62 926 629 150 50 49 94 38 21 77 95 624 0.18 
63 711 595 119 84 54 25 19 18 12 40 624 0.03 
64 578 910 102 64 13 57 69 99 96 70 652 0.14 
65 807 902 110 23 14 47 62 65 31 15 597 0.06 
66 865 743 124 96 33 11 49 58 26 52 668 0.10 
