40 1 1 5 4608
962 136
5046 4120 5560 5600 2280 5120 0.01 
1 573 23 104 24 12 43 25 86 652 0.10 
2 750 602 128 51 57 34 26 11 465 0.05 
3 832 17 136 60 42 25 94 26 570 0.11 
4 501 351 144 17 47 75 92 61 640 0.19 
5 223 96 147 33 89 83 42 43 700 0.13 
6 624 778 140 36 98 64 91 17 531 0.16 
7 548 388 125 53 77 11 37 48 555 0.02 
8 174 597 146 90 51 41 39 95 570 0.02 
9 786 676 126 87 28 26 76 44 492 0.10 
10 740 979 104 56 85 94 82 71 800 0.18 
11 941 991 136 94 69 76 42 18 525 0.20 
12 259 502 115 60 79 57 27 33 486 0.03 
13 689 604 132 76 23 73 41 12 462 0.09 
14 709 438 119 99 81 85 86 97 724 0.18 
15 342 423 149 88 59 11 63 30 561 0.20 
16 650 419 133 55 65 37 59 59 764 0.11 
17 19 205 106 82 27 36 62 47 772 0.10 
18 889 948 128 14 94 18 84 91 588 0.15 
19 95 358 106 82 68 37 64 11 549 0.05 
20 187 101 125 13 17 17 90 99 579 0.13 
21 913 736 146 27 41 62 47 96 453 0.17 
22 730 15 111 43 50 49 81 62 748 0.17 
23 231 42 125 18 100 75 92 54 492 0.16 
24 675 202 137 90 78 50 27 31 684 0.04 
25 11 587 134 93 98 55 33 16 462 0.15 
26 565 18 126 25 85 84 29 48 748 0.03 
27 923 828 145 40 62 91 98 85 608 0.17 
28 912 369 114 43 29 66 18 52 537 0.20 
29 603 817 118 57 92 67 92 100 492 0.05 
30 725 719 127 59 33 94 93 75 728 0.01 
31 494 68 106 73 84 92 16 42 716 0.18 
32 99 39 104 74 79 18 33 22 483 0.09 
33 553 595 137 69 94 96 26 75 576 0.08 
34 926 544 124 20 100 79 45 40 516 0.03 
35 158 545 107 22 99 68 78 52 453 0.05 
36 755 173 105 83 36 73 61 58 501 0.03 
37 972 801 140 90 33 94 85 36 796 0.08 
38 411 657 123 85 40 13 51 82 752 0.05 
39 18 150 139 63 33 75 37 11 564 0.03 
40 155 998 129 86 35 46 57 76 688 0.05 
