50 1 1 5 5420
714 794
6288 4450 4750 3650 3400 6800 0.01 
1 12 126 138 54 52 15 87 51 772 0.04 
2 811 89 128 12 54 12 38 79 510 0.17 
3 822 283 118 100 36 12 78 46 564 0.14 
4 725 782 108 65 61 64 24 75 620 0.09 
5 470 132 115 89 53 21 36 75 648 0.00 
6 960 445 121 98 50 79 47 19 700 0.20 
7 314 507 120 80 74 71 19 88 582 0.11 
8 843 515 149 65 20 82 91 83 561 0.14 
9 167 988 112 61 30 27 11 26 668 0.18 
10 145 546 143 79 66 88 90 61 546 0.17 
11 695 128 116 93 88 51 43 74 459 0.15 
12 686 167 132 29 76 54 80 54 537 0.07 
13 866 723 127 70 57 41 22 90 579 0.05 
14 751 495 146 46 19 48 41 33 772 0.20 
15 804 955 112 90 41 79 33 29 616 0.11 
16 170 947 103 13 98 97 40 30 696 0.09 
17 888 598 130 17 61 51 63 56 564 0.06 
18 313 780 139 28 71 80 21 37 573 0.07 
19 701 992 130 82 25 92 26 100 555 0.19 
20 725 965 146 69 16 88 31 13 708 0.11 
21 483 807 127 48 96 24 26 27 732 0.14 
22 457 592 109 90 21 77 39 95 752 0.13 
23 363 299 141 41 60 18 49 29 660 0.01 
24 964 57 121 22 69 78 48 31 744 0.11 
25 107 981 112 46 64 82 95 73 744 0.09 
26 1 4 135 41 26 80 13 32 453 0.18 
27 287 854 104 73 59 77 65 56 648 0.11 
28 161 945 141 75 12 67 56 49 644 0.15 
29 976 886 146 23 74 39 57 36 489 0.03 
30 250 484 132 89 42 12 94 13 620 0.00 
31 411 934 113 95 16 35 77 98 504 0.12 
32 234 489 149 86 78 30 13 82 585 0.02 
33 264 440 126 39 58 54 72 44 636 0.17 
34 572 980 137 75 31 59 39 40 528 0.13 
35 88 422 112 55 36 34 35 50 604 0.06 
36 858 247 140 77 22 57 54 21 465 0.19 
37 817 345 120 21 19 39 89 56 456 0.15 
38 268 83 102 65 92 67 99 52 453 0.17 
39 195 755 143 52 12 76 92 57 462 0.06 
40 180 24 141 30 14 91 71 65 776 0.19 
41 1 464 133 14 79 79 35 61 684 0.02 
42 879 650 110 64 25 81 18 30 477 0.03 
43 100 623 121 57 51 27 40 14 628 0.07 
44 79 198 108 15 67 37 89 49 471 0.15 
45 407 707 107 65 99 31 34 97 720 0.05 
46 258 335 117 44 89 82 44 66 608 0.04 
47 634 781 129 29 77 65 78 53 724 0.08 
48 4 968 128 57 100 90 74 51 510 0.14 
49 516 917 145 38 80 16 17 12 676 0.14 
50 799 341 106 97 56 71 85 16 573 0.05 
