100 5 1 5 54900
879 763
12611 12531 12433 12495 12555 10700 5800 11000 8000 8700 11500 13500 12200 13000 5800 11300 6200 9000 5800 5600 9200 9700 9900 9000 6400 11400 12900 8500 5600 11900 0.01 0.01 0.01 0.01 0.01 
1 836 655 130 135 123 114 146 13 96 37 55 71 74 84 31 57 16 87 81 38 34 39 42 62 46 19 37 28 91 66 93 15 3740 0.15 0.18 0.19 0.02 0.08 
2 352 568 113 105 113 106 138 47 95 51 73 81 100 15 22 92 98 37 16 61 52 85 17 39 69 52 75 44 100 90 96 64 3880 0.07 0.00 0.07 0.16 0.06 
3 263 309 136 101 137 123 110 90 76 29 24 12 36 53 71 90 21 58 24 36 86 57 75 14 12 12 59 86 55 86 51 33 3780 0.11 0.03 0.16 0.02 0.05 
4 280 646 135 126 121 126 137 97 63 60 57 20 44 95 81 30 31 31 85 95 45 70 82 20 33 51 81 47 69 44 44 95 2475 0.05 0.17 0.08 0.20 0.17 
5 766 788 113 126 107 134 103 60 63 69 58 83 14 80 75 14 61 36 64 78 83 100 78 44 41 84 78 66 34 31 57 13 2745 0.02 0.03 0.16 0.19 0.19 
6 435 675 102 129 101 150 109 42 40 89 78 27 17 99 14 53 38 46 21 76 81 76 11 84 26 63 27 78 42 63 37 99 2925 0.17 0.07 0.10 0.05 0.02 
7 233 366 145 135 144 133 109 22 81 83 20 78 47 58 82 98 58 75 72 43 14 11 66 37 73 16 53 33 58 34 80 66 2775 0.06 0.13 0.10 0.17 0.15 
8 369 539 148 137 148 133 126 42 43 36 96 17 39 72 98 12 37 36 42 39 38 26 61 57 65 22 81 52 49 92 22 99 3200 0.10 0.09 0.12 0.05 0.06 
9 353 928 122 126 115 139 139 34 93 89 20 29 11 18 60 100 31 65 42 87 19 45 11 18 86 76 98 97 23 40 35 49 3340 0.00 0.08 0.20 0.11 0.15 
10 73 234 142 146 117 149 145 15 43 69 73 59 59 68 59 45 68 82 95 63 73 91 12 78 75 71 64 84 38 42 77 45 3740 0.09 0.02 0.10 0.14 0.15 
11 556 561 118 127 127 105 133 69 80 14 35 24 49 86 88 38 87 64 19 80 62 54 93 30 14 29 97 88 94 78 67 14 2445 0.16 0.15 0.18 0.18 0.04 
12 646 829 147 132 103 129 145 14 34 39 31 88 100 11 91 69 94 72 74 68 38 61 15 79 27 79 81 32 48 47 89 12 3800 0.02 0.16 0.05 0.01 0.13 
13 385 837 119 120 112 112 108 19 17 75 80 78 100 15 61 22 71 90 11 72 40 33 38 21 35 33 50 13 70 79 32 36 3660 0.05 0.08 0.04 0.20 0.16 
14 541 560 101 115 104 126 150 38 100 91 67 89 91 81 23 62 18 86 92 35 78 94 18 77 81 35 80 59 19 64 22 86 2865 0.07 0.16 0.01 0.04 0.07 
15 737 472 142 116 145 113 117 48 45 41 33 30 57 59 78 12 29 82 53 47 19 63 34 74 40 23 15 25 87 84 16 22 3120 0.12 0.17 0.06 0.11 0.02 
16 312 161 113 101 146 126 146 67 91 21 72 34 19 42 26 63 65 55 40 17 59 54 94 21 67 60 49 22 16 97 93 95 2355 0.17 0.15 0.19 0.17 0.13 
17 635 453 130 136 119 126 112 49 17 19 51 61 58 71 15 13 64 31 75 64 47 86 95 41 64 81 77 18 86 60 69 57 2580 0.03 0.17 0.12 0.20 0.02 
18 177 515 122 129 123 117 141 86 18 57 11 39 26 37 69 46 31 61 63 76 37 33 86 91 69 90 64 100 84 35 32 26 2505 0.04 0.14 0.03 0.03 0.09 
19 413 725 121 135 144 142 112 75 24 99 74 36 11 62 83 23 100 43 51 89 71 12 95 85 49 35 62 35 47 64 76 53 2280 0.15 0.14 0.19 0.15 0.06 
20 298 442 117 142 121 144 101 47 78 55 71 72 21 42 58 96 37 45 23 55 46 99 61 75 43 54 66 60 17 25 54 18 3180 0.19 0.18 0.13 0.02 0.05 
