20 1 3 3 776
366 573
2536 1840 1900 2040 0.01 
1 448 529 124 65 11 15 513 0.01 
2 38 42 138 26 15 42 736 0.09 
3 818 739 140 32 70 70 495 0.16 
4 543 112 131 86 45 50 513 0.06 
5 202 591 125 84 68 83 492 0.01 
6 165 85 118 84 95 40 528 0.14 
7 501 171 105 94 95 26 688 0.15 
8 875 679 119 27 27 26 456 0.17 
9 766 861 132 31 26 92 597 0.08 
10 623 996 119 44 54 39 507 0.02 
11 165 708 149 97 50 100 784 0.16 
12 870 460 110 80 48 57 752 0.18 
13 337 851 143 89 94 17 672 0.13 
14 239 762 144 66 84 97 760 0.12 
15 443 963 111 21 83 80 549 0.05 
16 658 238 123 81 24 95 660 0.15 
17 168 732 135 44 49 89 704 0.13 
18 925 60 144 99 94 13 498 0.03 
19 560 155 115 20 37 34 756 0.10 
20 731 921 111 13 93 84 792 0.08 
