30 5 3 3 5530
503 524
3619 3697 3810 3724 3698 3960 3210 4050 2700 2850 2580 2520 3030 1950 2280 3930 2820 3960 3570 2160 0.01 0.01 0.01 0.01 0.01 
1 597 965 122 114 138 141 135 90 78 35 39 94 47 25 83 20 36 58 19 70 62 19 2580 0.11 0.05 0.14 0.02 0.09 
2 975 183 118 110 119 110 103 41 31 97 55 79 46 77 71 24 80 13 84 21 27 59 2325 0.06 0.14 0.04 0.11 0.08 
3 542 320 149 108 142 111 135 17 11 77 98 84 44 82 43 14 19 24 84 59 73 32 3060 0.10 0.18 0.06 0.03 0.01 
4 240 473 109 140 145 125 131 87 68 19 96 98 98 93 35 23 90 64 43 47 16 24 3340 0.08 0.08 0.19 0.06 0.14 
5 993 508 126 149 102 108 117 86 31 70 92 18 11 68 42 81 54 67 44 62 98 16 2265 0.06 0.05 0.04 0.14 0.05 
6 992 180 102 107 124 131 150 79 17 75 38 42 53 42 41 64 73 18 79 51 86 14 3680 0.03 0.05 0.16 0.08 0.09 
7 238 730 134 141 137 112 113 86 52 62 78 23 43 65 39 12 55 37 81 16 71 64 2805 0.02 0.01 0.17 0.07 0.17 
8 289 731 123 115 126 142 127 100 40 38 91 43 42 75 12 29 66 75 72 55 33 59 3960 0.09 0.01 0.08 0.11 0.18 
9 220 38 118 104 129 148 133 57 92 21 82 24 90 55 54 51 72 68 74 39 27 52 2790 0.01 0.04 0.06 0.02 0.12 
10 568 64 114 130 138 131 106 12 44 68 55 15 37 95 50 36 52 96 20 69 17 61 2265 0.10 0.13 0.19 0.14 0.19 
11 238 537 147 101 149 135 112 72 29 67 86 22 21 48 92 85 80 84 91 93 23 96 2610 0.13 0.04 0.07 0.06 0.02 
12 134 379 140 132 112 105 114 52 73 61 39 28 56 90 46 49 82 50 23 92 49 20 2910 0.14 0.12 0.06 0.18 0.19 
13 192 448 143 130 122 114 127 90 72 21 33 80 53 35 55 39 55 72 65 46 82 85 2565 0.16 0.13 0.02 0.08 0.20 
14 719 287 101 134 119 120 149 78 74 79 84 41 85 45 86 50 77 72 96 88 51 46 3760 0.05 0.12 0.09 0.18 0.14 
15 139 224 124 141 110 105 103 21 71 57 49 58 68 94 83 75 32 26 56 21 55 43 2280 0.05 0.19 0.06 0.17 0.08 
16 42 65 119 115 103 141 131 79 90 67 46 50 49 69 79 49 54 80 87 87 41 41 2925 0.20 0.12 0.05 0.19 0.18 
17 542 223 131 145 132 132 148 32 87 95 53 95 57 44 63 75 63 40 27 26 47 28 2985 0.17 0.09 0.08 0.09 0.14 
18 303 690 119 109 128 125 149 40 89 25 45 36 83 44 89 72 26 84 21 62 14 32 2730 0.19 0.05 0.05 0.08 0.13 
19 782 771 110 111 134 121 127 20 59 61 74 91 94 35 85 94 56 51 39 23 45 53 2640 0.03 0.03 0.17 0.08 0.08 
20 464 630 103 125 112 133 109 44 43 11 55 23 66 68 26 70 71 45 60 35 50 86 3040 0.15 0.18 0.18 0.18 0.15 
21 180 666 111 140 129 137 102 97 46 15 98 97 46 24 42 40 63 81 61 92 33 31 2850 0.16 0.16 0.14 0.14 0.14 
22 35 636 134 123 144 115 131 77 51 35 17 25 72 22 43 26 72 16 16 28 65 96 2355 0.19 0.08 0.06 0.15 0.02 
23 912 347 102 124 145 148 142 69 94 56 28 29 78 52 43 16 20 21 56 26 22 95 2550 0.18 0.11 0.15 0.07 0.16 
24 202 171 105 105 103 115 101 100 79 89 86 60 72 89 28 56 33 92 55 100 32 72 3760 0.08 0.10 0.08 0.19 0.06 
25 651 162 149 131 129 122 111 19 42 34 30 78 87 12 53 30 60 64 13 18 97 51 2520 0.16 0.05 0.02 0.07 0.13 
26 221 427 102 128 141 106 129 40 53 73 38 73 91 59 32 69 13 49 61 13 12 36 3880 0.11 0.15 0.20 0.16 0.17 
27 867 40 132 111 146 126 125 37 94 98 28 31 31 73 88 11 56 12 58 24 76 58 3020 0.02 0.18 0.11 0.16 0.17 
28 255 290 101 106 120 124 101 15 95 39 54 32 78 53 30 99 31 54 48 64 93 97 2715 0.16 0.10 0.06 0.13 0.01 
29 735 384 119 128 115 101 131 72 86 86 77 46 72 75 98 50 58 42 25 79 60 26 3720 0.19 0.10 0.20 0.08 0.16 
30 972 339 112 140 117 140 106 14 58 37 43 17 28 78 77 67 79 61 84 37 47 88 3640 0.20 0.01 0.19 0.09 0.01 
