20 3 3 5 2128
411 3
2566 2445 2379 2400 2380 2340 1880 1900 1220 2760 1460 1740 2220 1620 2380 2180 2480 2420 0.01 0.01 0.01 
1 377 31 117 108 118 78 50 67 70 88 29 79 13 29 47 27 62 51 24 75 1956 0.09 0.15 0.12 
2 494 54 121 135 125 43 54 73 22 19 89 21 57 21 60 39 38 58 19 75 2232 0.14 0.12 0.04 
3 600 843 132 105 108 14 45 29 41 42 35 85 24 46 56 87 28 23 97 39 1773 0.18 0.06 0.16 
4 341 664 139 121 110 42 40 44 56 86 21 31 49 51 62 76 99 66 73 16 1431 0.06 0.09 0.15 
5 667 734 115 141 101 41 78 12 85 60 27 90 41 34 75 45 57 99 47 19 1548 0.06 0.06 0.18 
6 526 928 118 106 146 20 72 64 84 35 25 12 19 61 24 39 13 46 63 39 1908 0.09 0.20 0.14 
7 314 511 143 116 111 76 65 67 11 92 20 64 76 93 88 69 52 16 30 65 1512 0.06 0.11 0.08 
8 725 78 149 147 110 56 21 39 63 69 38 33 25 38 24 47 39 65 40 27 2280 0.08 0.10 0.08 
9 216 735 142 110 112 26 85 60 34 50 80 60 32 42 80 70 12 94 59 77 1872 0.18 0.10 0.04 
10 895 746 125 147 119 13 12 25 100 79 25 63 24 48 64 79 75 90 73 54 1656 0.06 0.06 0.19 
11 634 393 131 103 105 89 93 85 72 52 36 53 97 35 83 49 45 36 48 99 1521 0.18 0.07 0.04 
12 553 463 134 112 140 85 28 85 68 75 56 30 30 27 71 52 23 98 38 95 1404 0.18 0.07 0.16 
13 509 167 119 138 131 76 89 94 54 93 38 73 35 96 47 13 28 90 30 88 2196 0.00 0.11 0.05 
14 714 635 128 121 115 61 19 63 11 24 38 65 61 43 19 33 81 36 80 80 1728 0.09 0.03 0.04 
15 921 126 115 107 130 98 25 98 16 36 66 97 100 28 20 18 36 80 50 45 1386 0.19 0.13 0.06 
16 553 933 114 128 115 15 45 99 51 71 48 85 81 15 73 32 69 27 12 40 2148 0.09 0.04 0.12 
17 399 291 144 138 128 76 60 98 32 73 36 18 43 76 40 75 77 21 80 49 1737 0.12 0.06 0.10 
18 659 84 107 118 129 25 26 82 24 71 90 82 74 73 55 60 24 12 35 53 1629 0.05 0.10 0.15 
19 36 152 142 121 115 35 45 70 85 47 99 62 75 23 32 64 13 76 88 19 2244 0.13 0.04 0.10 
20 270 674 131 123 111 93 27 37 22 57 98 53 12 82 89 43 12 69 55 85 1920 0.12 0.19 0.18 
