40 3 3 3 4426
424 793
4912 4895 4942 2440 3360 3640 5400 4800 4320 5480 5560 2280 0.01 0.01 0.01 
1 793 456 118 124 110 23 77 20 23 30 26 61 54 63 1494 0.19 0.06 0.07 
2 94 84 128 136 105 58 19 66 15 43 46 70 30 92 1836 0.17 0.14 0.16 
3 55 700 120 139 135 96 85 31 46 66 80 29 48 63 1773 0.08 0.08 0.07 
4 706 301 136 147 150 55 27 81 62 23 13 74 45 54 2184 0.07 0.08 0.02 
5 525 399 148 123 142 64 15 79 89 36 100 89 37 48 1719 0.14 0.17 0.17 
6 735 635 139 108 150 96 29 25 68 68 39 69 64 24 1413 0.02 0.01 0.06 
7 35 63 123 150 123 73 16 82 17 24 89 91 28 95 1377 0.19 0.11 0.03 
8 105 171 125 106 109 70 34 67 86 45 77 53 98 43 2280 0.06 0.07 0.07 
9 765 342 113 138 142 56 98 99 30 74 77 49 19 84 1710 0.07 0.01 0.12 
10 381 224 143 108 119 31 19 100 17 32 11 25 69 55 1656 0.03 0.05 0.16 
11 875 615 107 102 103 14 30 25 33 55 55 81 61 58 1932 0.16 0.15 0.18 
12 620 376 130 139 123 33 80 64 90 39 96 17 29 42 1848 0.02 0.19 0.06 
13 382 388 107 128 121 38 61 89 96 31 26 64 49 95 2196 0.13 0.12 0.04 
14 842 955 125 129 103 24 71 90 83 73 68 95 14 90 2196 0.02 0.15 0.18 
15 339 681 102 103 114 36 57 16 29 90 18 66 33 57 1764 0.11 0.11 0.11 
16 43 377 102 110 108 31 96 37 28 81 74 71 32 44 2400 0.08 0.13 0.03 
17 507 37 111 111 122 63 11 30 37 27 49 31 61 52 1359 0.16 0.09 0.01 
18 659 135 101 103 120 15 30 99 19 70 52 23 22 48 1764 0.15 0.14 0.02 
19 809 620 119 122 128 77 90 56 43 37 65 41 81 71 2004 0.13 0.19 0.07 
20 3 462 114 116 131 24 12 62 73 88 24 45 50 86 1404 0.00 0.11 0.16 
21 369 63 104 143 142 81 66 55 35 53 93 52 15 82 1512 0.09 0.12 0.14 
22 738 666 120 114 150 33 75 93 67 71 96 28 27 40 1530 0.04 0.11 0.14 
23 302 129 137 135 137 74 40 21 31 91 51 31 19 27 1467 0.10 0.10 0.07 
24 349 619 101 128 138 22 31 36 22 47 98 99 79 98 1728 0.02 0.19 0.14 
25 286 413 121 101 113 95 13 30 39 23 63 74 71 74 2340 0.15 0.04 0.16 
26 856 668 133 106 115 76 68 22 87 25 61 34 69 46 1848 0.04 0.05 0.19 
27 124 888 145 149 137 60 12 21 47 55 40 92 59 37 2328 0.09 0.05 0.17 
28 834 597 103 139 130 58 61 40 95 55 92 80 81 87 1458 0.07 0.08 0.14 
29 702 347 129 107 138 93 38 26 77 12 75 60 16 63 1467 0.05 0.03 0.09 
30 283 908 127 104 135 80 83 40 12 32 55 98 41 41 1860 0.09 0.15 0.11 
31 505 3 139 143 103 84 55 45 74 59 73 66 42 87 1458 0.08 0.19 0.00 
32 74 680 148 145 111 78 35 24 51 98 38 62 85 40 2388 0.10 0.17 0.18 
33 551 198 128 111 118 42 100 33 25 96 49 35 33 58 2400 0.15 0.13 0.19 
34 650 622 120 103 112 81 55 43 97 63 56 81 13 80 1404 0.00 0.00 0.11 
35 154 776 122 118 118 75 75 97 44 59 65 28 11 19 1557 0.05 0.10 0.05 
36 751 394 123 123 115 94 27 61 88 56 14 31 20 83 1683 0.16 0.16 0.01 
37 276 781 111 149 119 81 81 47 18 79 66 30 77 75 2064 0.16 0.05 0.04 
38 26 287 138 116 101 74 29 31 23 67 79 87 82 67 1737 0.03 0.14 0.04 
39 225 344 131 107 117 45 28 96 96 28 62 36 55 85 1602 0.12 0.12 0.08 
40 638 464 121 112 135 95 72 99 94 61 60 25 65 98 1449 0.18 0.01 0.17 
