100 1 3 7 3748
796 604
12587 5800 11100 9500 8100 8400 7100 5200 0.01 
1 371 803 114 49 39 45 15 51 24 11 474 0.07 
2 252 75 122 13 92 78 14 88 82 72 600 0.07 
3 564 365 117 91 45 20 90 61 58 29 549 0.17 
4 918 544 106 20 93 28 42 57 82 85 780 0.18 
5 48 805 123 38 17 58 90 14 100 87 567 0.04 
6 573 428 126 47 52 78 61 39 87 16 752 0.01 
7 322 777 122 74 87 28 44 93 55 12 471 0.08 
8 74 718 103 52 81 50 72 36 48 23 712 0.16 
9 978 506 114 69 78 48 85 77 73 71 672 0.09 
10 706 524 113 58 73 80 40 52 31 73 728 0.10 
11 110 112 119 50 70 14 14 80 34 82 672 0.13 
12 234 196 143 18 56 12 38 34 22 11 732 0.19 
13 213 33 134 77 87 98 95 11 47 26 573 0.08 
14 142 33 148 97 93 76 89 95 84 96 519 0.12 
15 214 478 142 72 39 68 98 85 44 84 680 0.03 
16 940 400 140 31 100 38 66 35 86 58 624 0.06 
17 585 887 102 18 49 30 42 32 53 70 680 0.15 
18 943 395 149 75 69 30 41 70 50 40 668 0.07 
19 729 955 136 31 65 60 51 77 67 51 483 0.07 
20 829 545 114 12 36 22 87 75 48 17 756 0.10 
21 285 53 150 61 34 81 74 49 63 90 780 0.05 
22 720 963 130 39 92 75 58 29 76 45 552 0.04 
23 905 691 128 18 58 20 77 96 70 62 740 0.09 
24 335 214 133 55 64 52 22 77 80 65 597 0.10 
25 12 273 129 92 56 14 74 20 73 32 453 0.14 
26 70 15 110 97 76 96 43 87 13 96 736 0.13 
27 463 951 144 20 23 66 95 49 58 50 543 0.16 
28 358 293 123 77 82 42 91 88 90 66 456 0.19 
29 898 638 137 61 64 25 91 90 34 65 712 0.19 
30 741 26 114 47 40 97 12 31 35 84 465 0.15 
31 891 237 116 87 46 14 65 92 64 81 664 0.07 
32 795 191 134 70 87 54 88 18 90 27 549 0.16 
33 948 872 120 14 20 77 45 77 63 43 636 0.04 
34 17 421 131 100 80 43 83 18 12 70 477 0.12 
35 283 937 116 54 66 69 42 40 34 51 600 0.10 
36 916 860 145 60 99 52 71 13 13 50 468 0.09 
37 52 846 104 49 83 84 16 76 38 33 644 0.10 
