10 5 1 5 5496
811 182
1279 1263 1200 1304 1273 1270 810 1280 590 1360 1290 1340 1000 540 1230 580 1240 950 670 860 1170 1250 750 760 1080 1250 960 1110 930 870 0.01 0.01 0.01 0.01 0.01 
1 905 554 144 101 104 137 110 91 72 46 98 25 85 37 28 88 66 24 37 82 82 86 43 50 74 12 89 56 30 55 88 40 3800 0.15 0.01 0.06 0.01 0.01 
2 239 71 148 134 133 126 104 60 65 42 33 79 14 22 53 87 55 61 18 42 89 63 43 12 14 83 92 56 79 79 43 21 2385 0.01 0.08 0.18 0.14 0.02 
3 863 158 124 120 101 105 142 22 58 16 27 70 21 58 38 33 53 89 87 83 36 42 14 36 33 59 45 69 46 61 57 15 3780 0.11 0.12 0.11 0.15 0.06 
4 589 999 117 127 109 110 121 79 89 11 70 77 52 12 80 12 15 86 25 11 41 84 53 92 13 75 62 16 90 35 16 40 3680 0.14 0.01 0.01 0.07 0.15 
5 458 266 110 147 137 128 126 43 81 36 100 29 62 21 33 60 63 24 89 38 55 56 80 62 19 70 25 100 41 17 68 94 2805 0.04 0.04 0.03 0.06 0.09 
6 784 228 130 148 127 138 136 86 61 71 62 74 51 29 67 68 60 76 81 95 53 42 59 99 80 97 35 25 86 55 61 86 2685 0.05 0.07 0.09 0.12 0.06 
7 6 534 128 117 118 148 128 17 54 18 34 81 80 85 29 66 96 46 92 13 65 16 72 28 36 27 86 32 24 42 62 26 3820 0.10 0.18 0.07 0.16 0.17 
8 141 316 113 107 118 144 148 48 52 82 27 49 29 66 40 69 37 94 53 42 51 36 82 87 33 61 97 31 77 22 33 96 2850 0.10 0.09 0.17 0.04 0.17 
9 380 979 127 149 113 145 110 93 60 93 12 15 95 55 32 12 89 34 49 67 39 70 13 54 90 100 63 63 54 57 65 69 2265 0.17 0.10 0.00 0.18 0.16 
10 982 7 138 113 140 123 148 56 72 58 64 58 82 48 27 77 50 66 12 85 12 64 59 80 20 58 63 69 38 98 83 61 3040 0.08 0.05 0.10 0.18 0.05 
