30 1 3 5 1116
650 21
3832 2850 2490 2010 2190 4200 0.01 
1 390 813 102 56 58 14 96 47 531 0.20 
2 998 158 146 33 58 46 98 77 800 0.05 
3 121 507 135 71 54 23 39 76 531 0.04 
4 262 82 147 31 59 24 24 16 684 0.05 
5 685 293 114 85 82 81 52 51 528 0.15 
6 630 314 131 37 14 51 62 61 724 0.04 
7 892 38 127 62 74 40 78 74 628 0.01 
8 956 642 130 71 14 79 36 20 570 0.19 
9 837 254 128 66 90 25 36 30 736 0.11 
10 428 509 128 53 65 41 39 44 716 0.03 
11 97 500 147 57 77 71 58 26 732 0.12 
12 376 799 111 33 63 100 23 89 736 0.02 
13 403 51 131 38 55 35 77 36 700 0.04 
14 752 984 129 52 21 68 20 83 756 0.20 
15 677 404 130 91 25 75 84 51 453 0.16 
16 151 973 136 66 84 60 48 91 796 0.09 
17 807 387 110 44 41 99 55 59 744 0.13 
18 150 453 126 82 71 78 31 51 696 0.19 
19 658 208 129 42 78 46 67 58 552 0.17 
20 892 947 143 64 45 30 86 80 724 0.12 
21 172 370 110 62 95 41 19 70 644 0.19 
22 588 978 138 40 51 48 80 84 492 0.07 
23 727 236 140 30 84 51 24 77 525 0.17 
24 932 461 108 37 67 67 77 19 453 0.14 
25 794 820 133 18 42 27 86 77 784 0.18 
26 999 899 127 64 28 87 33 24 684 0.19 
27 358 813 111 52 98 98 31 68 796 0.18 
28 430 431 117 50 46 90 93 31 558 0.16 
29 770 818 138 76 53 65 65 33 640 0.09 
30 978 856 130 75 73 19 65 12 752 0.03 
