100 1 5 3 2138
282 625
12617 7700 13700 6800 0.01 
1 297 698 111 91 96 94 507 0.13 
2 472 563 116 43 64 13 788 0.01 
3 901 685 116 60 39 81 456 0.18 
4 234 171 134 86 85 66 525 0.02 
5 177 669 109 31 19 79 652 0.18 
6 950 682 108 42 15 72 744 0.05 
7 569 273 147 20 40 64 748 0.10 
8 258 609 138 75 38 60 796 0.03 
9 979 899 150 71 90 50 692 0.11 
10 805 299 106 92 58 62 477 0.19 
11 271 660 113 58 78 61 552 0.12 
12 508 722 132 62 29 59 640 0.03 
13 180 561 137 76 52 24 519 0.06 
14 722 268 104 63 49 67 636 0.09 
15 749 881 149 97 35 12 501 0.09 
16 547 517 141 67 54 82 477 0.12 
17 647 227 108 47 88 18 768 0.11 
18 409 14 131 11 54 21 486 0.09 
19 235 997 126 45 38 14 588 0.14 
20 636 776 131 72 32 67 712 0.13 
21 505 511 125 27 74 14 528 0.02 
22 648 95 138 13 100 81 522 0.08 
23 258 191 141 22 88 72 537 0.02 
24 559 667 146 20 18 80 552 0.08 
25 345 427 132 90 36 25 477 0.15 
26 930 373 102 26 40 97 764 0.20 
27 585 5 140 57 17 54 564 0.07 
28 110 860 130 51 37 66 534 0.10 
29 672 799 136 18 47 18 688 0.16 
30 543 238 134 59 57 53 465 0.02 
31 354 910 146 69 82 96 696 0.12 
32 704 410 124 74 19 14 672 0.18 
33 312 698 140 61 18 56 712 0.03 
34 516 380 113 25 91 12 684 0.04 
35 317 162 135 43 59 96 768 0.11 
36 31 564 112 59 51 38 573 0.15 
37 243 281 140 30 66 59 720 0.04 
38 640 371 121 99 55 50 471 0.12 
39 809 928 114 91 51 19 597 0.15 
40 988 0 133 57 38 73 800 0.05 
41 582 985 106 45 72 64 648 0.04 
42 555 126 107 56 50 48 772 0.01 
43 940 444 117 56 38 58 624 0.16 
44 484 869 150 28 64 13 534 0.20 
45 87 85 109 84 62 34 716 0.10 
46 287 984 142 64 55 43 680 0.07 
47 763 856 120 44 56 35 660 0.03 
48 940 865 132 81 48 14 543 0.05 
49 682 509 116 49 87 95 576 0.01 
50 707 431 125 29 23 28 561 0.10 
51 255 536 140 21 52 97 522 0.19 
52 137 598 136 91 11 90 684 0.20 
53 610 282 140 70 77 93 555 0.18 
54 885 877 134 73 12 21 780 0.05 
55 977 992 123 77 20 33 570 0.03 
56 939 561 109 71 59 50 796 0.11 
57 463 431 124 20 88 64 720 0.18 
58 803 626 145 18 24 37 720 0.03 
59 380 22 145 21 40 34 510 0.04 
60 987 769 114 73 13 12 492 0.15 
61 217 858 107 24 13 43 688 0.20 
62 141 992 139 90 26 93 784 0.08 
63 683 460 138 16 77 43 676 0.01 
64 302 871 109 19 41 28 588 0.07 
65 226 984 129 21 27 82 567 0.13 
66 922 162 109 96 40 66 558 0.08 
67 873 713 143 70 34 77 492 0.16 
68 666 586 116 92 67 98 567 0.16 
69 188 668 129 75 72 65 716 0.18 
70 794 381 113 19 32 42 459 0.11 
71 194 61 143 47 55 36 712 0.12 
72 175 419 146 60 73 40 594 0.12 
73 494 483 114 14 72 78 546 0.00 
74 625 93 105 13 75 48 728 0.06 
75 645 587 146 15 29 98 597 0.16 
76 613 629 139 78 96 65 453 0.01 
77 650 963 112 49 41 26 585 0.02 
78 992 76 148 95 82 99 588 0.05 
79 174 131 116 27 100 95 748 0.10 
80 912 661 112 91 22 17 456 0.13 
81 908 370 131 78 14 62 640 0.18 
82 840 222 130 31 65 66 522 0.08 
83 718 173 116 75 83 79 620 0.18 
84 406 451 144 81 46 78 525 0.02 
85 707 431 105 82 19 62 537 0.11 
86 213 402 128 96 53 92 591 0.11 
87 2 451 122 17 88 71 632 0.10 
88 444 766 106 42 79 98 764 0.19 
89 397 386 108 25 16 26 513 0.20 
90 394 438 130 68 15 53 692 0.20 
91 363 240 132 18 94 51 471 0.09 
92 166 323 147 29 33 67 636 0.12 
93 455 469 103 74 28 73 525 0.09 
94 18 876 124 16 28 96 564 0.03 
95 238 682 107 46 11 61 573 0.02 
96 229 71 122 67 63 29 712 0.10 
97 93 923 114 53 74 98 507 0.03 
98 332 296 126 89 59 14 525 0.06 
99 946 876 124 72 27 56 700 0.11 
100 448 162 142 30 63 17 740 0.10 
