50 1 1 7 5542
768 691
6282 2950 6700 6750 5650 6900 2700 4250 0.01 
1 157 13 137 16 92 58 46 61 18 35 492 0.14 
2 505 275 110 68 32 34 69 43 30 46 752 0.09 
3 541 336 145 94 63 56 16 77 61 59 534 0.13 
4 333 751 130 86 82 99 55 27 28 39 471 0.17 
5 963 314 116 31 95 66 58 21 59 72 552 0.10 
6 77 560 112 36 45 66 70 41 13 13 640 0.11 
7 597 781 147 95 70 14 78 62 87 35 522 0.16 
8 160 12 147 90 16 92 25 92 28 59 796 0.04 
9 522 55 106 31 70 13 68 53 60 37 636 0.12 
10 195 210 142 38 19 92 95 71 43 62 594 0.13 
11 437 540 126 79 19 72 82 51 92 13 453 0.03 
12 597 977 146 53 87 94 66 15 31 74 668 0.01 
13 163 840 114 48 42 50 15 93 81 24 728 0.08 
14 677 884 126 28 71 85 27 71 38 14 660 0.06 
15 111 393 104 75 24 55 65 33 54 96 636 0.15 
16 561 359 104 27 87 73 43 18 90 13 531 0.14 
17 385 696 134 35 41 48 15 57 75 80 716 0.15 
18 354 360 103 27 36 53 50 39 69 89 644 0.14 
19 892 904 138 20 89 82 81 39 68 73 776 0.00 
20 686 266 129 92 28 51 40 15 30 65 597 0.04 
21 444 491 108 92 14 20 56 15 30 45 486 0.02 
22 611 256 112 91 16 26 55 50 69 73 474 0.19 
23 137 44 104 92 68 75 48 74 66 52 728 0.06 
24 919 891 150 26 42 21 12 55 63 69 712 0.07 
25 917 469 110 88 18 44 12 16 35 31 555 0.09 
26 102 876 113 71 97 94 78 51 71 71 585 0.04 
27 289 698 119 45 63 37 76 74 76 83 676 0.10 
28 676 690 132 42 16 78 69 97 48 65 561 0.16 
29 12 405 128 46 24 68 91 60 64 53 716 0.19 
30 967 78 128 14 22 53 25 41 84 82 768 0.10 
31 831 593 114 84 34 92 83 27 90 96 510 0.20 
32 607 183 149 38 99 28 11 96 31 22 748 0.02 
33 876 281 147 36 55 43 55 73 78 41 570 0.09 
34 283 282 134 85 23 91 68 66 29 28 543 0.10 
35 889 986 127 63 20 97 40 83 84 47 480 0.08 
36 523 814 130 66 76 92 72 68 38 85 668 0.17 
37 621 562 149 70 87 13 24 61 65 33 498 0.18 
38 418 198 125 82 25 48 63 11 13 39 700 0.07 
39 834 692 139 91 60 19 64 97 78 12 513 0.01 
40 401 683 133 70 41 77 24 35 20 38 688 0.11 
41 508 504 128 49 71 40 59 90 30 71 465 0.15 
42 531 220 113 28 23 79 92 97 100 85 519 0.17 
43 458 357 116 16 92 18 67 87 18 90 471 0.12 
44 918 454 139 94 55 64 92 19 81 14 660 0.02 
45 100 362 107 23 27 68 76 60 73 29 768 0.16 
46 710 623 123 92 21 42 80 100 35 86 664 0.16 
47 583 280 124 68 42 94 76 66 68 54 495 0.01 
48 304 814 136 49 81 57 81 25 48 91 800 0.08 
49 168 770 109 19 21 100 89 66 29 31 696 0.13 
50 391 361 120 73 64 29 48 84 29 80 760 0.04 
