30 1 5 3 652
932 609
3817 3450 1830 2010 0.01 
1 751 392 101 60 85 36 591 0.13 
2 242 779 143 39 81 16 648 0.09 
3 949 628 130 27 91 37 582 0.16 
4 781 434 133 70 92 43 546 0.17 
5 454 878 141 59 42 68 652 0.14 
6 732 407 129 68 45 13 456 0.13 
7 790 803 118 98 90 19 477 0.15 
8 812 952 104 28 81 47 513 0.12 
9 949 154 142 81 13 27 688 0.11 
10 121 727 138 89 55 59 616 0.16 
11 375 64 122 59 23 40 519 0.06 
12 170 670 102 90 49 38 720 0.08 
13 53 641 120 44 56 42 498 0.19 
14 92 639 106 79 42 63 680 0.08 
15 254 64 136 89 24 35 616 0.15 
16 198 837 136 84 37 67 720 0.09 
17 92 864 137 75 18 91 744 0.02 
18 676 564 107 68 52 89 760 0.19 
19 538 19 123 47 49 22 616 0.07 
20 777 814 117 30 68 60 768 0.11 
21 954 221 116 62 51 40 594 0.20 
22 407 742 102 38 68 29 558 0.05 
23 215 973 134 53 26 43 788 0.06 
24 44 730 149 52 64 13 534 0.18 
25 660 148 111 80 51 55 632 0.12 
26 932 820 144 50 76 46 600 0.05 
27 116 988 133 60 75 56 676 0.12 
28 926 461 150 98 86 63 495 0.18 
29 335 110 147 37 50 65 764 0.19 
30 953 448 146 36 13 75 516 0.05 
