30 5 1 3 15968
230 970
3837 3734 3633 3812 3803 1980 1770 2490 2220 3540 3030 2730 1800 1890 4200 1980 1980 3690 4110 3240 0.01 0.01 0.01 0.01 0.01 
1 246 681 144 105 142 116 134 76 29 56 12 54 21 34 56 63 81 27 58 67 82 72 3920 0.10 0.18 0.13 0.10 0.01 
2 453 103 150 107 122 141 135 30 57 99 12 72 12 45 98 93 23 14 85 61 90 57 2265 0.19 0.11 0.14 0.17 0.04 
3 779 785 114 108 107 121 118 58 96 85 56 84 67 47 73 62 65 65 19 49 99 81 2520 0.17 0.16 0.17 0.08 0.10 
4 749 776 118 115 109 108 130 11 85 15 31 70 14 36 31 13 44 61 25 69 45 47 3360 0.05 0.04 0.18 0.01 0.01 
5 625 901 118 102 124 139 138 91 46 19 12 67 58 32 24 97 79 57 47 72 96 60 2910 0.16 0.11 0.18 0.00 0.09 
6 47 87 121 140 104 139 130 44 54 62 62 51 43 99 14 11 62 14 52 12 81 42 3000 0.18 0.02 0.20 0.09 0.01 
7 200 854 138 133 113 139 118 85 29 24 80 16 51 48 83 81 83 16 65 58 35 12 2790 0.03 0.20 0.20 0.06 0.20 
8 541 369 120 111 120 141 131 30 31 59 44 86 80 88 24 49 56 13 15 67 15 18 2340 0.13 0.00 0.05 0.13 0.20 
9 231 664 118 113 145 136 150 48 76 92 86 91 63 32 64 21 64 80 90 46 51 85 2700 0.08 0.05 0.13 0.08 0.10 
10 874 305 140 107 139 142 118 85 91 32 44 52 98 66 30 18 40 15 44 56 100 17 2910 0.11 0.12 0.17 0.16 0.05 
11 483 113 130 145 108 115 114 87 49 40 32 52 35 49 21 91 81 19 60 53 31 92 3180 0.18 0.06 0.08 0.10 0.03 
12 930 654 140 130 128 137 128 90 49 12 79 41 22 66 46 30 36 87 18 46 54 11 3120 0.15 0.16 0.16 0.01 0.04 
13 111 118 138 110 134 117 108 60 76 94 78 84 38 57 19 87 38 25 80 32 38 74 3400 0.06 0.02 0.00 0.02 0.18 
14 138 165 114 115 145 103 134 18 56 48 50 97 61 87 30 93 17 46 85 77 23 14 2790 0.02 0.16 0.08 0.04 0.16 
15 750 522 141 135 108 124 143 54 37 64 36 47 100 97 46 71 38 27 46 11 28 50 3880 0.05 0.07 0.18 0.01 0.15 
16 604 319 102 145 127 150 108 93 66 58 29 18 17 70 91 23 61 53 95 88 30 40 2865 0.11 0.10 0.17 0.18 0.08 
17 394 920 145 118 105 139 140 20 19 63 28 96 56 12 20 57 85 75 67 69 96 38 2370 0.08 0.15 0.02 0.18 0.11 
18 806 661 105 143 133 112 115 74 44 80 58 17 62 62 49 17 57 61 69 27 57 52 3500 0.07 0.09 0.08 0.01 0.12 
19 244 384 137 127 123 137 130 12 18 47 49 81 17 43 59 68 27 53 90 21 73 56 3880 0.05 0.08 0.18 0.15 0.17 
20 119 789 128 135 121 106 124 41 58 86 94 45 48 51 55 69 74 63 78 52 54 89 3420 0.02 0.12 0.15 0.10 0.10 
21 642 384 107 108 112 129 111 58 15 80 52 79 61 26 87 88 17 49 96 26 21 73 3980 0.01 0.06 0.19 0.13 0.01 
22 952 646 148 141 129 124 117 22 32 82 63 49 81 61 29 18 16 40 15 35 35 31 3140 0.05 0.11 0.07 0.11 0.10 
23 422 285 106 111 115 119 113 53 69 80 51 57 88 37 80 63 88 61 23 27 28 13 2385 0.15 0.14 0.08 0.06 0.01 
24 878 271 117 148 117 133 140 18 91 71 70 58 27 98 29 14 81 21 26 33 94 71 2820 0.02 0.12 0.19 0.15 0.19 
25 378 19 112 146 104 126 145 100 47 20 17 86 73 64 50 23 54 52 76 29 68 48 2670 0.10 0.20 0.14 0.02 0.19 
26 978 37 150 121 115 131 123 14 43 69 14 73 18 45 34 14 98 99 90 74 15 30 3880 0.03 0.08 0.01 0.03 0.02 
27 352 749 135 130 124 113 128 33 38 32 58 71 68 79 18 65 73 11 61 52 24 96 3460 0.17 0.02 0.07 0.05 0.03 
28 39 56 119 134 116 124 123 32 81 52 12 68 17 87 88 64 14 27 80 40 12 55 3180 0.09 0.15 0.13 0.12 0.02 
29 918 713 144 143 135 133 128 42 81 71 84 29 37 87 61 89 76 96 78 75 82 84 3760 0.02 0.08 0.04 0.17 0.01 
30 563 585 138 108 109 118 129 86 57 17 27 81 11 17 13 84 53 58 95 36 49 74 2310 0.19 0.19 0.02 0.07 0.03 
