100 1 3 5 3742
391 442
12578 12000 12000 12500 6300 5300 0.01 
1 128 336 106 93 29 47 92 94 692 0.09 
2 240 769 148 48 79 34 75 78 672 0.13 
3 778 222 150 16 81 70 80 28 591 0.13 
4 749 524 112 37 22 66 14 95 546 0.17 
5 585 937 142 53 16 63 33 76 716 0.11 
6 429 255 141 70 18 37 51 84 522 0.13 
7 967 503 116 33 86 72 44 27 692 0.14 
8 118 961 136 25 90 39 96 60 564 0.17 
9 413 350 112 52 30 26 85 75 800 0.05 
10 381 389 107 69 70 20 84 32 588 0.04 
11 613 765 106 20 17 51 78 26 513 0.13 
12 283 401 147 46 28 50 27 69 582 0.16 
13 759 76 146 59 79 85 77 77 796 0.04 
14 260 39 138 68 97 72 95 37 585 0.16 
15 117 805 101 94 39 19 51 14 570 0.05 
16 218 419 109 88 24 92 23 34 608 0.00 
17 695 337 141 59 53 39 76 67 453 0.01 
18 394 201 140 70 26 21 72 67 700 0.01 
19 344 971 118 78 89 65 18 80 740 0.02 
20 180 174 111 48 80 61 60 62 644 0.01 
21 896 680 147 71 52 72 42 79 474 0.17 
22 449 715 120 85 64 61 92 20 644 0.10 
23 837 724 146 56 59 17 46 70 664 0.15 
24 25 796 127 34 59 83 22 38 688 0.01 
25 170 339 102 30 17 19 31 70 498 0.09 
26 867 490 102 98 17 11 93 64 585 0.16 
27 216 685 103 51 90 28 77 83 672 0.03 
28 179 265 108 69 100 87 53 25 604 0.19 
29 138 659 111 49 33 69 50 39 471 0.16 
30 634 372 109 32 48 92 46 45 624 0.12 
31 475 504 106 41 69 89 48 11 588 0.05 
32 909 198 121 23 35 53 75 93 628 0.15 
33 246 274 146 21 45 83 61 41 465 0.04 
34 622 323 147 59 96 77 46 43 724 0.18 
35 709 511 137 36 78 96 98 56 640 0.06 
36 366 619 142 80 13 44 37 17 501 0.18 
37 818 203 131 43 14 54 11 94 492 0.09 
38 514 490 136 69 68 29 28 47 498 0.08 
39 5 20 143 73 44 59 25 40 768 0.07 
40 199 500 101 77 89 95 47 72 648 0.06 
41 866 723 126 96 19 98 32 85 549 0.16 
42 768 461 102 86 23 25 98 17 764 0.12 
43 750 217 146 17 95 15 59 28 462 0.18 
44 382 724 126 56 52 64 41 26 594 0.15 
45 179 247 105 16 12 81 28 84 728 0.12 
46 560 566 123 61 18 15 58 43 468 0.06 
47 336 384 116 55 53 82 61 20 728 0.09 
48 534 384 111 51 36 98 77 27 692 0.13 
49 564 554 102 44 92 77 57 60 632 0.19 
50 560 313 120 91 67 86 87 70 636 0.05 
51 108 768 148 36 88 30 26 72 656 0.16 
52 72 798 130 31 45 18 74 45 519 0.13 
53 950 526 145 79 21 38 40 29 624 0.15 
54 981 605 145 90 56 88 99 11 720 0.03 
55 526 371 144 73 45 82 14 27 796 0.03 
56 423 390 132 79 67 81 84 34 692 0.03 
57 220 821 145 89 92 34 43 44 561 0.06 
58 798 540 111 94 86 80 77 44 537 0.16 
59 324 83 109 25 94 74 48 99 788 0.04 
60 306 44 125 44 69 79 70 27 648 0.09 
61 375 988 143 26 65 29 46 45 680 0.05 
62 881 932 139 26 93 47 66 79 498 0.12 
63 358 604 129 52 41 90 86 74 736 0.09 
64 33 505 104 53 96 99 55 38 531 0.17 
65 196 387 101 91 39 16 29 67 736 0.13 
66 56 922 103 72 43 94 22 78 620 0.06 
67 757 313 135 70 82 60 23 40 748 0.15 
68 444 83 127 37 38 60 47 44 768 0.08 
69 611 991 128 100 27 61 92 11 519 0.04 
70 223 20 137 32 96 62 26 25 668 0.10 
71 184 843 126 70 72 94 18 53 696 0.16 
72 486 788 116 42 29 36 81 81 772 0.08 
73 996 436 136 21 14 73 37 51 664 0.20 
74 530 762 129 12 75 52 99 50 510 0.14 
75 102 164 118 21 91 75 86 44 692 0.06 
76 865 840 102 59 81 75 54 79 546 0.18 
77 756 897 139 52 76 73 50 55 465 0.18 
78 148 921 114 17 82 13 44 27 477 0.05 
79 166 198 146 85 83 30 86 96 498 0.13 
80 738 931 120 73 38 93 21 24 612 0.06 
81 342 522 128 29 92 18 52 20 507 0.06 
82 59 199 105 62 31 40 78 16 594 0.14 
83 561 342 113 57 60 84 66 12 728 0.09 
84 466 837 142 15 13 74 83 64 620 0.08 
85 499 344 128 86 16 34 50 83 616 0.00 
86 218 216 109 32 78 58 77 21 582 0.18 
87 749 269 108 96 23 90 18 37 465 0.16 
88 858 874 127 90 11 14 17 66 704 0.01 
89 985 692 141 90 67 27 58 41 570 0.07 
90 171 482 116 67 45 71 16 59 459 0.11 
91 458 710 148 99 69 91 47 76 720 0.09 
92 797 500 133 90 79 63 93 20 600 0.16 
93 576 798 114 75 94 92 62 28 591 0.18 
94 809 324 150 26 53 36 45 84 474 0.11 
95 327 404 143 24 52 54 98 73 736 0.00 
96 923 547 143 76 90 32 39 98 748 0.06 
97 525 431 138 49 91 54 40 98 453 0.12 
98 40 885 134 97 25 84 49 78 492 0.00 
99 925 602 140 32 52 15 84 68 564 0.03 
100 678 377 103 83 87 63 40 39 612 0.16 
