40 1 1 5 4304
757 304
5073 5480 4280 2280 5080 4360 0.01 
1 560 724 150 38 54 60 62 52 700 0.06 
2 737 804 109 12 76 31 99 42 624 0.03 
3 367 702 134 44 42 56 38 61 756 0.16 
4 46 610 119 67 89 96 48 83 664 0.20 
5 199 864 137 75 47 42 94 82 748 0.16 
6 348 144 137 51 29 48 94 67 684 0.12 
7 323 556 124 75 66 27 25 13 600 0.06 
8 68 926 139 46 89 68 54 47 756 0.03 
9 362 530 131 33 44 75 19 96 708 0.14 
10 16 552 111 43 90 43 47 59 648 0.01 
11 343 55 147 36 53 79 87 91 576 0.02 
12 529 343 116 89 64 83 19 12 525 0.19 
13 994 449 109 30 66 24 12 67 800 0.19 
14 751 601 122 92 43 60 60 14 552 0.16 
15 771 962 140 59 33 24 16 19 612 0.07 
16 131 580 119 30 23 22 48 44 684 0.09 
17 257 632 127 19 63 36 60 36 504 0.05 
18 716 393 119 85 13 42 74 57 672 0.07 
19 971 621 144 87 47 37 25 97 616 0.19 
20 385 398 129 74 41 49 72 28 573 0.07 
21 341 982 106 13 91 87 33 19 528 0.09 
22 252 663 110 35 98 11 50 71 672 0.05 
23 794 461 127 61 84 61 100 64 519 0.04 
24 491 635 108 53 57 42 58 55 792 0.18 
25 999 367 118 15 44 96 15 31 501 0.20 
26 970 116 114 94 91 93 82 23 537 0.17 
27 305 744 139 38 11 61 37 18 716 0.02 
28 967 118 101 71 50 27 70 28 579 0.11 
29 57 541 133 80 39 73 15 39 724 0.12 
30 839 318 122 52 65 51 92 95 788 0.19 
31 622 580 139 64 59 59 74 23 724 0.04 
32 928 10 150 52 59 89 75 60 588 0.07 
33 407 336 115 54 61 46 57 27 772 0.17 
34 826 656 141 26 32 39 44 44 660 0.11 
35 847 347 132 61 53 96 31 70 780 0.06 
36 599 698 134 30 85 67 56 79 732 0.10 
37 14 519 132 93 86 53 53 60 660 0.09 
38 411 34 139 33 57 11 67 42 543 0.03 
39 944 297 133 44 39 45 30 14 579 0.10 
40 910 935 117 45 79 90 37 93 624 0.17 
