40 1 1 5 4574
6 922
5084 4400 5400 2800 3440 3960 0.01 
1 216 424 103 30 35 87 18 63 664 0.09 
2 632 636 127 14 22 97 13 83 546 0.10 
3 181 890 138 68 40 57 69 21 483 0.12 
4 934 132 139 18 59 55 92 84 800 0.19 
5 803 113 122 82 27 76 38 90 748 0.16 
6 384 213 123 96 84 44 55 54 498 0.09 
7 274 708 101 50 36 89 30 47 546 0.17 
8 857 237 142 90 23 80 73 19 510 0.11 
9 631 440 148 92 62 62 56 89 453 0.00 
10 87 2 140 12 71 57 34 74 588 0.03 
11 521 111 117 40 100 41 13 22 477 0.04 
12 978 790 143 86 98 31 93 48 498 0.17 
13 680 977 132 72 92 84 93 39 688 0.17 
14 193 623 129 57 83 39 73 43 561 0.16 
15 661 436 123 32 89 43 75 56 716 0.20 
16 722 520 105 38 14 57 32 56 628 0.16 
17 654 239 131 82 28 65 52 76 612 0.18 
18 363 623 102 38 49 67 20 89 522 0.18 
19 937 74 117 68 75 59 42 21 620 0.10 
20 278 557 111 33 69 20 86 74 764 0.16 
21 771 614 128 20 80 36 13 96 462 0.01 
22 894 439 124 64 75 47 100 22 570 0.16 
23 94 889 150 70 90 33 12 70 744 0.01 
24 409 780 137 94 68 67 44 43 708 0.14 
25 2 975 120 39 12 62 93 31 546 0.16 
26 755 624 147 33 75 98 92 30 640 0.02 
27 940 276 123 64 49 98 30 87 720 0.04 
28 666 844 126 74 95 20 64 46 492 0.15 
29 27 418 131 69 40 26 57 52 555 0.05 
30 4 304 140 75 38 95 47 49 510 0.12 
31 625 912 123 28 100 43 75 64 712 0.04 
32 118 846 134 24 75 44 36 29 692 0.09 
33 936 872 118 16 38 78 88 49 564 0.03 
34 461 791 141 57 11 48 59 99 716 0.09 
35 260 110 140 89 19 70 92 74 744 0.01 
36 354 617 134 25 20 39 95 29 507 0.00 
37 446 235 123 45 75 16 45 83 796 0.07 
38 668 307 115 56 31 61 65 86 772 0.03 
39 91 702 133 58 73 46 71 81 564 0.07 
40 8 712 104 27 98 67 99 86 579 0.13 
