10 3 5 3 672
49 775
1224 1197 1241 630 1220 510 1130 730 1180 550 890 1360 0.01 0.01 0.01 
1 152 688 108 139 117 31 89 82 71 91 59 47 29 48 2388 0.08 0.03 0.08 
2 163 896 119 131 123 55 96 97 20 41 93 81 28 69 1530 0.17 0.02 0.06 
3 512 417 117 124 125 50 82 17 20 47 37 86 98 98 1755 0.20 0.05 0.06 
4 195 105 143 102 113 65 35 17 47 16 41 84 20 38 1629 0.12 0.19 0.05 
5 945 723 133 150 143 16 11 83 67 49 58 84 74 74 1512 0.08 0.10 0.04 
6 882 588 128 102 110 89 29 24 53 86 48 45 80 99 1413 0.04 0.02 0.19 
7 967 162 102 110 137 99 48 84 20 21 32 84 29 85 2028 0.09 0.05 0.05 
8 186 503 139 106 102 91 82 25 12 61 12 62 29 30 2388 0.02 0.03 0.14 
9 327 717 113 102 139 79 62 52 49 20 28 17 88 99 1422 0.09 0.18 0.01 
10 975 873 122 131 132 23 91 48 25 78 61 79 52 100 1638 0.13 0.18 0.09 
