20 1 1 5 2140
676 732
2545 1240 1400 2500 1340 2440 0.01 
1 576 886 121 67 11 18 28 67 752 0.10 
2 545 231 121 22 97 78 95 100 528 0.08 
3 706 871 130 30 80 20 69 23 756 0.08 
4 568 349 136 100 54 98 61 34 664 0.01 
5 703 457 113 61 86 19 84 63 732 0.19 
6 798 864 111 16 32 90 35 93 591 0.01 
7 122 681 131 22 91 58 47 56 510 0.13 
8 155 446 134 51 26 84 96 60 483 0.14 
9 89 948 109 62 30 51 44 99 534 0.03 
10 446 480 142 12 68 36 35 50 780 0.08 
11 364 209 144 77 12 70 20 93 728 0.20 
12 608 815 116 42 38 68 11 48 525 0.03 
13 972 528 110 11 95 37 73 61 495 0.16 
14 877 318 132 11 64 23 45 97 558 0.19 
15 664 239 134 50 30 66 97 36 648 0.11 
16 280 710 129 100 97 50 69 23 724 0.01 
17 115 122 118 11 97 28 24 85 748 0.08 
18 909 797 146 15 95 58 38 28 724 0.01 
19 544 240 120 97 30 23 65 30 549 0.01 
20 590 157 148 79 28 25 49 24 784 0.04 
