10 1 5 7 240
411 262
1334 620 680 640 1100 680 640 570 0.01 
1 467 310 128 15 84 19 32 91 72 88 788 0.13 
2 949 930 135 88 77 96 91 18 88 38 588 0.16 
3 92 788 132 33 22 97 64 94 11 47 492 0.10 
4 703 32 142 92 77 95 41 57 45 70 525 0.11 
5 554 962 123 56 84 79 15 77 12 78 668 0.16 
6 220 830 138 70 14 98 54 92 89 30 728 0.00 
7 903 508 150 68 27 31 43 31 38 79 462 0.00 
8 298 628 147 79 95 13 93 29 34 96 561 0.11 
9 293 397 109 48 86 82 88 27 12 66 558 0.19 
10 179 747 130 82 28 100 15 96 78 61 768 0.16 
