20 3 1 7 6318
938 694
2357 2476 2529 2580 1880 1980 1740 1620 1520 2400 2560 2660 1400 2140 2340 1060 2560 1760 2720 2260 1220 1780 1360 1680 0.01 0.01 0.01 
1 147 969 145 119 110 76 18 76 81 63 71 76 54 75 27 88 16 84 81 17 46 46 27 87 56 53 2136 0.07 0.14 0.10 
2 257 213 105 138 143 18 76 55 50 90 78 78 31 52 63 18 58 98 50 14 48 74 30 34 29 35 2376 0.01 0.01 0.14 
3 28 57 120 149 110 11 93 30 12 44 97 79 27 83 94 87 92 92 36 95 73 92 77 58 72 11 1812 0.16 0.02 0.19 
4 523 160 116 123 127 55 21 57 19 16 54 87 32 31 79 18 22 32 44 27 68 46 93 26 18 55 1896 0.19 0.18 0.01 
5 178 307 119 120 106 67 96 48 75 64 91 24 74 44 79 82 18 11 25 79 44 45 71 59 14 77 2304 0.13 0.18 0.00 
6 930 973 109 118 146 75 26 45 11 79 87 24 60 20 58 41 79 20 17 88 51 74 20 61 78 48 1539 0.10 0.06 0.06 
7 274 954 115 121 145 25 56 68 77 87 16 53 66 24 74 58 92 45 65 32 67 94 41 27 71 40 1467 0.12 0.14 0.17 
8 304 200 115 145 135 89 12 33 27 88 38 69 55 82 40 13 35 75 67 96 85 11 89 11 33 80 1992 0.02 0.02 0.10 
9 106 91 112 116 120 66 29 93 83 16 83 51 89 85 12 91 19 38 19 33 93 26 73 94 48 53 2316 0.05 0.19 0.02 
10 842 695 114 115 135 89 15 44 71 73 78 74 67 20 97 19 80 34 28 19 20 20 43 65 20 47 1476 0.02 0.19 0.03 
11 506 371 115 149 126 66 78 11 89 50 79 24 97 33 94 15 12 27 84 87 56 30 30 72 39 28 2076 0.20 0.03 0.12 
12 23 681 119 113 104 67 24 82 55 25 22 68 18 52 14 75 15 31 58 69 65 83 50 37 21 68 1647 0.02 0.01 0.17 
13 763 743 103 101 124 96 47 24 12 23 35 31 95 34 37 69 38 19 78 77 43 35 27 69 45 46 2400 0.03 0.18 0.12 
14 285 555 127 130 130 74 52 87 37 64 73 57 67 80 75 35 18 83 65 59 97 46 37 27 42 34 1812 0.01 0.16 0.08 
15 989 165 131 108 131 12 38 14 90 53 76 47 95 78 65 29 47 99 45 58 93 93 46 19 35 70 1773 0.19 0.20 0.16 
16 45 904 104 142 103 71 89 21 61 42 49 59 43 88 11 23 35 99 58 18 50 37 54 21 61 75 1593 0.07 0.14 0.04 
17 707 553 143 114 103 85 57 68 97 88 16 17 48 56 33 22 80 32 69 39 19 12 44 81 62 18 1920 0.05 0.20 0.16 
18 409 284 106 140 141 22 54 21 70 93 78 38 77 83 48 88 25 31 57 22 27 91 55 59 52 63 2196 0.04 0.03 0.17 
19 654 73 101 112 143 24 64 87 45 56 64 72 40 17 71 27 31 53 35 64 13 62 19 61 65 71 1884 0.05 0.11 0.17 
20 844 847 138 103 147 24 28 100 59 35 25 82 16 50 28 85 32 32 19 86 74 54 94 34 18 26 1683 0.08 0.12 0.12 
