40 1 1 7 4458
118 321
5068 4000 4360 3960 4960 2560 2040 4320 0.01 
1 296 42 123 19 36 47 82 100 98 48 588 0.15 
2 452 698 105 91 15 60 18 86 17 63 632 0.03 
3 847 425 105 91 83 48 65 49 18 52 507 0.14 
4 239 43 146 59 22 14 55 15 57 60 528 0.18 
5 514 661 127 61 60 88 76 58 78 20 776 0.02 
6 639 127 118 66 48 75 53 23 33 65 477 0.03 
7 957 836 109 11 47 82 41 80 42 52 537 0.06 
8 926 32 140 90 35 32 34 66 49 33 543 0.19 
9 343 760 108 15 89 60 16 87 61 52 519 0.09 
10 425 600 115 30 54 59 97 22 48 32 459 0.12 
11 808 8 124 85 90 16 54 64 20 42 704 0.11 
12 447 244 134 40 64 60 33 26 79 38 501 0.05 
13 831 2 114 96 59 89 51 89 73 92 672 0.00 
14 529 696 129 81 51 18 61 50 47 76 764 0.17 
15 531 25 146 27 20 52 37 66 47 85 537 0.02 
16 730 359 130 18 99 31 79 81 63 29 784 0.09 
17 486 121 124 30 94 70 39 73 87 100 549 0.02 
18 108 653 139 60 31 62 51 86 69 12 676 0.18 
19 502 602 140 58 99 31 61 40 13 54 724 0.03 
20 426 862 134 60 19 64 18 41 23 38 498 0.08 
21 408 702 146 72 60 26 12 43 73 62 700 0.02 
22 486 67 134 58 68 90 12 21 11 21 564 0.08 
23 958 438 103 64 71 81 80 66 14 39 780 0.03 
24 688 684 103 52 20 66 42 62 75 99 471 0.14 
25 478 358 150 72 51 45 68 58 98 90 567 0.14 
26 237 922 117 59 14 16 77 52 57 48 540 0.02 
27 698 577 109 20 19 27 58 15 88 60 501 0.12 
28 145 181 113 88 65 12 68 66 60 72 597 0.04 
29 441 612 108 80 87 25 79 11 34 87 459 0.05 
30 647 358 150 74 60 50 84 69 89 100 591 0.18 
31 644 979 147 17 40 79 95 73 58 81 501 0.09 
32 615 346 134 14 80 27 57 32 52 68 740 0.10 
33 829 247 150 68 51 38 47 89 96 39 600 0.16 
34 542 384 120 65 13 21 40 62 77 19 772 0.16 
35 942 713 104 67 40 89 53 87 56 55 555 0.17 
36 569 78 123 61 83 53 82 32 69 84 720 0.06 
37 357 57 144 93 22 70 45 36 88 37 486 0.15 
38 584 165 132 76 93 58 58 68 18 92 640 0.17 
39 128 195 132 90 32 64 72 73 18 83 652 0.10 
40 755 276 139 73 53 29 32 92 94 76 612 0.09 
