10 3 1 3 3142
786 362
1287 1225 1234 720 1250 1320 680 630 1310 880 1220 890 0.01 0.01 0.01 
1 260 628 122 147 120 20 46 89 53 27 37 83 32 22 2328 0.16 0.20 0.10 
2 342 451 107 103 126 98 45 87 26 32 63 49 31 41 2196 0.13 0.19 0.19 
3 469 150 138 101 150 17 55 66 86 49 39 92 33 73 1440 0.11 0.02 0.18 
4 306 457 138 121 134 36 58 83 25 75 93 31 73 43 1359 0.11 0.07 0.17 
5 238 535 147 120 120 85 21 70 22 90 25 90 98 71 1860 0.05 0.03 0.06 
6 294 908 119 105 105 27 81 80 44 20 97 67 31 43 1593 0.10 0.01 0.15 
7 27 260 139 149 107 26 14 86 55 70 80 71 36 39 1638 0.00 0.14 0.07 
8 821 723 131 124 113 28 34 41 38 60 65 34 29 78 2364 0.06 0.15 0.08 
9 579 103 106 118 147 66 52 12 30 53 26 67 30 45 2364 0.19 0.11 0.02 
10 246 480 140 137 112 73 14 94 26 90 45 86 33 18 1920 0.12 0.18 0.05 
