30 1 5 3 710
731 703
3849 3810 1590 2130 0.01 
1 281 85 117 85 64 63 728 0.17 
2 35 80 136 20 33 87 549 0.18 
3 236 192 113 16 43 32 507 0.19 
4 306 617 106 46 17 92 573 0.06 
5 367 167 116 29 82 90 732 0.16 
6 63 823 131 99 76 93 453 0.01 
7 865 217 146 82 84 60 636 0.17 
8 362 431 141 73 57 57 792 0.13 
9 187 410 144 97 57 31 474 0.06 
10 560 199 124 51 80 26 652 0.18 
11 63 232 132 74 69 68 688 0.11 
12 75 160 142 79 85 76 732 0.07 
13 247 173 115 12 82 81 700 0.08 
14 280 555 133 31 25 74 594 0.03 
15 942 856 120 57 72 49 456 0.00 
16 305 629 133 70 79 82 768 0.08 
17 359 262 117 14 56 29 534 0.19 
18 68 989 140 95 71 65 594 0.10 
19 335 713 142 14 25 25 462 0.01 
20 229 443 109 40 50 20 489 0.13 
21 458 364 116 52 42 96 672 0.11 
22 545 622 142 91 88 73 459 0.15 
23 807 591 116 100 100 80 800 0.00 
24 515 270 148 73 77 51 604 0.16 
25 473 401 137 91 30 89 728 0.16 
26 165 767 114 60 21 27 453 0.04 
27 252 523 144 43 52 37 624 0.06 
28 17 503 143 50 78 11 540 0.08 
29 245 981 124 63 41 19 732 0.07 
30 616 106 108 51 99 49 684 0.06 
