100 1 1 3 11528
300 188
12347 13400 7900 14000 0.01 
1 928 792 106 60 38 54 632 0.10 
2 807 43 126 38 57 57 648 0.07 
3 381 9 105 17 86 69 728 0.04 
4 337 250 104 12 32 54 549 0.03 
5 971 726 128 14 38 39 780 0.15 
6 203 674 107 62 12 86 600 0.02 
7 859 992 104 13 45 76 471 0.01 
8 688 973 140 68 76 81 644 0.16 
9 562 26 113 85 33 85 624 0.10 
10 822 51 113 99 48 62 680 0.13 
11 697 446 123 100 70 71 636 0.01 
12 65 383 107 92 97 35 456 0.10 
13 368 543 104 98 24 16 465 0.14 
14 841 645 132 60 79 89 680 0.18 
15 834 563 126 60 66 95 537 0.08 
16 118 248 125 30 45 20 492 0.10 
17 767 776 143 97 23 48 740 0.03 
18 166 296 145 48 91 51 760 0.17 
19 795 530 115 81 48 61 676 0.17 
20 857 987 139 98 98 100 664 0.15 
21 210 606 141 85 48 37 668 0.11 
22 767 421 125 99 71 94 462 0.15 
23 639 350 107 44 83 27 608 0.17 
24 501 796 101 71 57 41 644 0.08 
25 615 964 133 74 24 19 768 0.13 
26 951 646 131 78 73 52 784 0.11 
27 71 895 139 56 49 67 516 0.12 
28 535 255 124 98 48 89 616 0.02 
29 282 794 110 76 13 23 600 0.16 
30 606 27 134 46 63 56 507 0.02 
31 459 132 102 17 15 71 736 0.04 
32 997 113 120 63 34 60 756 0.15 
33 709 595 133 49 30 76 708 0.17 
34 340 843 118 69 72 44 760 0.19 
35 77 137 132 39 64 15 632 0.17 
36 494 903 126 83 32 57 648 0.10 
37 383 884 148 92 87 45 668 0.05 
38 683 327 108 33 23 47 612 0.11 
39 427 88 148 41 57 97 604 0.04 
40 501 428 116 63 82 75 459 0.14 
41 525 70 114 18 85 34 676 0.09 
42 197 345 143 64 57 36 796 0.15 
43 11 878 119 68 53 65 780 0.13 
44 283 253 146 18 21 70 680 0.16 
45 485 614 103 71 48 79 573 0.07 
46 181 589 102 54 44 52 656 0.09 
47 550 364 132 92 64 31 612 0.03 
48 546 619 102 89 32 18 582 0.12 
49 164 702 116 41 49 25 656 0.18 
50 376 571 116 77 53 94 776 0.17 
51 290 878 128 64 39 52 561 0.10 
52 491 449 125 64 85 17 525 0.06 
53 215 501 121 19 63 95 597 0.13 
54 978 104 101 98 86 88 796 0.16 
55 685 794 139 29 46 87 483 0.03 
56 906 208 103 33 44 79 552 0.13 
57 941 411 130 37 35 46 768 0.08 
58 414 407 132 46 16 20 525 0.09 
59 237 743 145 48 62 65 736 0.01 
60 562 506 105 55 56 62 736 0.12 
61 629 341 105 93 83 80 796 0.10 
62 154 222 150 41 50 16 477 0.12 
63 588 700 148 73 99 30 732 0.02 
64 914 137 124 86 89 86 644 0.14 
65 251 486 132 71 81 20 453 0.07 
66 748 564 150 66 45 82 796 0.05 
67 689 385 127 76 19 63 501 0.15 
68 437 561 119 51 85 40 620 0.17 
69 452 709 106 18 47 13 462 0.00 
70 814 723 145 41 83 38 756 0.14 
71 7 884 109 94 78 54 752 0.02 
72 769 654 135 92 27 82 656 0.03 
73 93 659 117 88 88 39 792 0.13 
74 675 171 109 94 85 26 504 0.19 
75 692 793 138 42 87 92 632 0.04 
76 119 731 117 51 92 45 604 0.16 
77 590 241 108 99 95 57 540 0.05 
78 903 862 140 89 14 89 660 0.03 
79 992 248 146 21 95 55 708 0.04 
80 976 995 126 83 80 90 672 0.16 
81 870 265 119 47 41 86 543 0.04 
82 889 60 105 32 95 71 585 0.12 
83 218 494 109 41 31 16 582 0.16 
84 717 515 140 93 93 73 800 0.13 
85 201 228 145 28 54 38 588 0.12 
86 481 663 112 52 44 21 522 0.05 
87 846 255 142 16 51 45 468 0.09 
88 598 975 117 19 64 63 459 0.07 
89 477 965 115 66 83 59 656 0.03 
90 881 968 123 57 56 59 764 0.08 
91 713 591 121 23 48 95 792 0.02 
92 270 769 150 23 58 100 465 0.05 
93 437 536 137 20 97 17 492 0.18 
94 677 464 116 98 44 31 632 0.14 
95 246 703 114 20 93 51 788 0.10 
96 380 445 131 71 54 15 585 0.01 
97 232 985 110 73 88 63 660 0.03 
98 298 435 115 49 53 65 552 0.04 
99 995 601 150 36 64 12 498 0.08 
100 307 17 102 26 35 72 591 0.08 
