50 1 5 3 1220
40 38
6211 5600 5000 3750 0.01 
1 371 889 128 71 31 79 684 0.06 
2 495 863 127 91 66 98 772 0.11 
3 146 383 143 41 47 80 501 0.11 
4 8 366 139 43 98 15 540 0.16 
5 749 809 105 94 12 50 696 0.09 
6 271 650 109 16 77 77 537 0.19 
7 851 758 111 16 20 48 486 0.09 
8 711 93 147 11 52 37 628 0.02 
9 668 271 117 26 66 23 483 0.02 
10 675 14 109 66 88 43 664 0.19 
11 741 68 142 24 43 89 772 0.03 
12 150 206 125 70 100 52 555 0.01 
13 639 528 133 80 44 85 728 0.15 
14 373 310 145 48 97 97 540 0.04 
15 389 866 146 86 44 22 495 0.08 
16 202 573 131 83 59 78 510 0.06 
17 852 92 101 81 89 13 471 0.14 
18 39 514 138 97 37 86 582 0.19 
19 470 183 142 66 76 64 764 0.07 
20 149 321 127 54 78 56 800 0.17 
21 723 35 146 54 89 64 740 0.02 
22 534 131 128 93 97 25 768 0.09 
23 178 382 130 27 46 83 604 0.01 
24 470 728 102 30 20 64 704 0.11 
25 224 812 104 19 14 54 792 0.06 
26 286 996 103 51 90 80 468 0.10 
27 584 471 122 20 33 95 546 0.06 
28 636 624 131 21 74 34 546 0.09 
29 639 316 120 16 28 31 752 0.12 
30 609 88 111 75 68 23 561 0.04 
31 348 20 107 14 89 55 676 0.04 
32 8 363 103 97 62 79 756 0.09 
33 555 90 135 87 99 85 588 0.15 
34 783 738 134 34 25 63 534 0.18 
35 765 160 121 58 34 59 648 0.12 
36 122 293 120 97 52 91 564 0.14 
37 40 175 123 100 42 92 628 0.06 
38 469 56 137 97 81 49 792 0.05 
39 925 932 110 78 99 94 620 0.07 
40 808 74 124 61 63 77 740 0.09 
41 370 565 150 85 65 75 549 0.20 
42 653 991 112 94 77 56 776 0.04 
43 990 906 115 51 45 29 495 0.05 
44 89 30 115 59 47 65 573 0.04 
45 165 644 113 77 60 11 465 0.07 
46 897 248 126 85 31 18 732 0.19 
47 773 847 123 96 49 29 477 0.17 
48 764 843 120 88 64 89 612 0.19 
49 76 296 115 71 96 82 800 0.05 
50 962 569 146 78 92 84 756 0.05 
