10 5 3 3 1792
76 933
1273 1286 1206 1271 1228 1300 1250 1120 930 950 760 730 960 1280 1340 590 1050 830 1300 530 0.01 0.01 0.01 0.01 0.01 
1 952 757 132 144 125 125 109 58 37 97 28 74 21 62 37 63 89 76 79 24 29 78 3460 0.07 0.00 0.16 0.14 0.14 
2 689 303 124 120 124 118 126 18 68 75 27 88 23 98 88 13 50 68 75 46 89 91 2970 0.13 0.14 0.09 0.13 0.10 
3 610 735 150 131 109 121 108 30 47 11 74 97 28 71 69 21 34 44 98 18 75 88 2655 0.09 0.13 0.03 0.03 0.02 
4 646 283 124 115 116 125 149 98 96 17 97 18 69 87 30 25 40 73 79 33 31 95 3360 0.06 0.19 0.17 0.18 0.02 
5 587 50 130 138 116 113 119 33 52 31 20 27 76 85 82 14 59 21 57 89 82 15 3360 0.06 0.09 0.00 0.05 0.07 
6 225 693 137 120 124 149 112 74 32 15 14 85 86 22 13 15 69 32 52 79 86 30 3860 0.02 0.15 0.11 0.12 0.15 
7 201 153 114 137 115 147 102 31 89 99 93 75 18 61 89 89 93 44 45 47 24 55 3900 0.08 0.11 0.10 0.03 0.02 
8 627 620 117 131 130 101 129 19 18 47 16 12 51 19 28 93 68 17 14 14 80 99 3480 0.07 0.16 0.02 0.18 0.06 
9 150 692 123 141 136 141 136 36 64 29 100 77 48 79 80 72 72 83 25 86 77 44 3100 0.11 0.06 0.01 0.07 0.08 
10 330 341 122 109 111 131 138 49 11 70 81 12 63 12 26 88 49 45 15 60 45 16 2400 0.18 0.05 0.04 0.04 0.06 
