20 5 1 5 11286
384 929
2524 2480 2441 2541 2587 2380 2760 1120 2680 1720 1540 2320 2720 2580 1360 2520 2660 1980 1160 1680 1360 1580 2360 2260 2680 1860 1540 2440 2220 2000 0.01 0.01 0.01 0.01 0.01 
1 309 858 105 109 130 135 150 40 74 80 76 91 53 34 29 39 90 32 72 90 79 19 89 56 93 48 21 83 17 73 20 61 3540 0.11 0.14 0.04 0.11 0.06 
2 225 301 129 105 144 135 115 52 98 28 42 29 84 59 60 95 48 87 85 26 91 29 26 38 96 15 16 29 12 64 72 87 3800 0.19 0.10 0.18 0.18 0.07 
3 577 391 105 112 101 128 116 79 60 21 45 47 22 89 75 95 14 90 70 69 37 89 90 22 19 75 73 19 51 80 33 32 3320 0.17 0.14 0.20 0.11 0.11 
4 97 35 107 138 112 125 149 36 13 47 89 92 58 80 57 80 70 88 96 40 85 66 26 88 64 61 84 18 51 21 100 65 3060 0.01 0.09 0.04 0.20 0.08 
5 342 363 112 106 112 137 146 56 29 37 75 16 66 52 87 59 67 22 80 71 89 87 99 48 38 79 43 61 36 57 87 35 3840 0.17 0.17 0.19 0.15 0.13 
6 361 444 122 139 148 125 124 49 81 13 74 55 97 43 30 70 93 97 72 23 23 32 32 70 34 79 61 55 40 32 35 92 3420 0.10 0.01 0.12 0.18 0.20 
7 833 376 130 131 125 128 106 87 31 27 67 27 80 91 72 79 74 13 53 54 29 59 51 45 37 56 15 94 39 83 86 96 3200 0.04 0.05 0.03 0.02 0.09 
8 873 986 146 109 116 117 142 61 72 72 54 36 97 55 34 93 57 29 64 35 47 58 81 43 21 77 53 54 93 69 100 30 2670 0.09 0.16 0.07 0.18 0.00 
9 153 660 118 148 104 107 147 30 36 35 88 55 75 53 45 90 33 62 99 82 68 15 88 66 55 49 63 86 83 72 58 79 2310 0.13 0.16 0.17 0.10 0.18 
10 978 126 126 145 141 132 125 82 63 35 21 25 92 44 90 27 32 33 32 69 20 17 43 64 82 100 89 54 48 41 14 85 3280 0.14 0.06 0.14 0.06 0.09 
11 518 612 129 123 141 130 117 66 97 98 20 29 40 90 88 43 85 24 46 92 55 89 47 92 75 51 97 70 88 67 12 13 3760 0.10 0.13 0.10 0.01 0.12 
12 814 334 142 135 111 122 124 57 63 87 59 76 12 82 72 93 29 67 31 73 59 90 77 92 25 24 31 56 20 73 69 27 2460 0.04 0.05 0.03 0.00 0.04 
13 352 222 106 110 130 122 118 27 77 45 94 43 66 53 17 78 30 92 95 81 36 12 98 33 68 91 56 47 27 74 30 34 2340 0.06 0.09 0.08 0.05 0.09 
14 761 947 148 142 107 133 130 66 91 14 26 44 58 69 100 99 29 28 71 39 19 69 44 50 41 54 86 39 80 38 19 39 3080 0.14 0.02 0.10 0.04 0.16 
15 652 608 137 127 103 138 134 18 40 36 91 57 29 27 27 87 61 27 14 52 59 94 48 65 73 50 58 93 16 13 80 24 2370 0.13 0.19 0.17 0.04 0.15 
16 94 614 124 113 120 108 145 88 92 59 54 18 57 29 69 91 28 63 67 42 80 60 44 39 23 78 78 51 53 82 84 23 3240 0.01 0.08 0.14 0.16 0.04 
17 23 537 141 101 142 108 123 36 65 83 58 79 90 21 60 51 54 63 31 28 72 33 54 17 97 40 88 17 42 77 53 98 2670 0.02 0.01 0.08 0.04 0.03 
18 91 61 112 133 111 123 120 12 34 62 14 48 83 20 15 15 63 11 54 60 20 60 48 12 51 51 19 32 60 67 29 12 2505 0.00 0.17 0.05 0.08 0.10 
19 546 602 149 141 111 140 113 87 68 96 59 30 71 92 60 23 91 63 93 70 88 24 54 43 44 56 69 80 18 79 52 90 2625 0.17 0.11 0.02 0.08 0.08 
20 641 237 136 113 132 148 143 91 70 63 52 84 73 71 31 15 77 49 32 83 98 11 39 15 42 71 51 32 83 56 13 76 2505 0.02 0.15 0.04 0.06 0.15 
