50 1 5 7 1126
762 898
6298 6450 5500 6400 6100 3750 5700 3400 0.01 
1 78 390 129 27 50 44 73 40 17 25 668 0.11 
2 52 250 148 81 83 26 16 25 70 36 459 0.08 
3 195 648 133 52 75 91 21 89 69 22 546 0.09 
4 676 651 139 37 51 34 25 73 66 97 546 0.12 
5 322 534 106 32 65 31 94 56 72 30 546 0.07 
6 346 748 149 97 95 45 14 94 33 17 537 0.02 
7 618 529 132 15 29 91 64 80 22 28 504 0.17 
8 695 688 149 67 71 36 21 25 84 16 570 0.06 
9 588 28 125 41 86 72 87 15 39 67 728 0.10 
10 648 482 140 87 44 44 88 13 100 58 456 0.08 
11 102 456 103 75 89 26 30 79 18 67 465 0.10 
12 697 562 102 84 21 85 54 69 33 87 680 0.01 
13 21 673 121 35 92 28 63 74 54 52 780 0.16 
14 478 268 135 15 62 76 27 79 59 37 612 0.14 
15 272 932 112 57 92 22 76 85 46 67 720 0.20 
16 573 150 136 42 45 53 33 80 19 85 555 0.13 
17 827 785 132 16 71 89 57 81 45 48 728 0.14 
18 714 463 136 49 30 93 11 24 86 97 477 0.11 
19 831 130 129 60 69 87 35 21 55 95 692 0.04 
20 700 305 117 67 46 70 57 83 70 76 576 0.06 
21 690 532 128 30 57 41 74 40 90 94 620 0.04 
22 358 162 110 46 98 60 98 79 26 43 486 0.02 
23 284 730 124 52 49 24 32 54 96 40 477 0.06 
24 642 148 103 50 80 44 72 44 80 70 756 0.17 
25 466 721 138 42 99 29 41 63 32 41 468 0.09 
26 900 414 123 54 28 17 68 78 18 47 540 0.00 
27 288 175 130 42 100 95 26 60 37 24 716 0.18 
28 328 814 115 28 57 88 25 39 93 94 570 0.19 
29 210 652 130 84 91 99 84 25 40 83 704 0.09 
30 431 308 103 26 59 45 36 76 63 45 567 0.14 
31 492 994 118 67 54 73 77 48 56 67 636 0.00 
32 259 366 125 45 66 64 27 50 79 37 704 0.04 
33 824 539 135 37 34 72 20 93 90 63 668 0.12 
34 839 216 107 11 28 49 74 84 45 91 459 0.12 
35 673 477 130 95 51 75 56 67 63 80 768 0.17 
36 65 203 126 98 47 98 82 58 61 62 582 0.11 
37 812 635 130 15 68 72 16 96 66 18 552 0.15 
38 848 539 113 93 76 57 78 63 54 25 752 0.06 
39 101 379 144 58 97 73 33 40 39 53 656 0.17 
40 600 749 112 54 78 53 96 93 46 33 700 0.15 
41 436 552 138 94 75 32 42 56 79 39 652 0.16 
42 786 195 108 52 67 64 93 36 17 70 555 0.12 
43 858 342 126 12 34 32 52 83 26 78 597 0.02 
44 863 937 128 59 29 59 77 63 100 43 700 0.19 
45 203 712 117 11 90 72 49 15 35 73 471 0.05 
46 368 332 109 22 39 68 21 41 78 91 471 0.17 
47 250 255 129 56 69 29 32 66 29 21 748 0.11 
48 51 84 141 52 98 69 57 32 80 85 516 0.04 
49 193 658 139 87 47 67 35 29 22 93 612 0.13 
50 215 905 146 45 31 74 36 48 25 85 764 0.04 
