40 3 3 7 4484
618 558
5126 4813 5067 5600 3920 5040 2840 3680 3000 4440 4960 4520 3920 3280 4840 3160 3760 4440 5240 5000 2040 4880 2760 4360 0.01 0.01 0.01 
1 634 433 118 140 124 71 55 55 99 90 40 44 12 14 48 58 33 99 27 91 92 15 58 44 52 76 1896 0.08 0.05 0.16 
2 988 998 139 103 118 30 19 20 80 60 50 75 51 79 76 60 11 37 38 79 30 27 37 25 69 64 2232 0.08 0.03 0.11 
3 892 371 148 113 103 16 78 48 86 89 87 22 89 90 55 49 91 81 76 22 57 81 48 33 49 63 1884 0.13 0.17 0.05 
4 452 824 138 112 103 68 62 49 15 51 36 26 24 16 74 24 58 55 90 28 98 92 65 31 93 79 1629 0.12 0.01 0.01 
5 823 407 116 124 112 35 95 53 91 97 78 17 54 74 89 67 83 95 18 22 68 47 38 88 39 17 1629 0.03 0.04 0.03 
6 44 625 103 125 150 15 80 81 57 76 20 63 25 88 42 44 70 36 51 100 18 24 37 57 14 43 1665 0.04 0.10 0.03 
7 700 895 144 109 135 53 84 28 99 22 37 24 14 11 57 47 33 45 49 44 57 22 70 65 26 65 1800 0.12 0.08 0.19 
8 234 760 143 116 128 61 37 23 60 48 12 73 15 73 20 13 57 54 51 49 59 67 18 24 44 34 1755 0.10 0.17 0.09 
9 784 648 132 105 116 26 71 64 75 70 27 47 31 71 93 33 28 98 35 46 84 53 16 97 87 39 1557 0.02 0.20 0.13 
10 310 842 150 124 124 79 87 42 53 18 58 51 40 21 84 24 90 82 48 27 31 29 32 79 15 23 1413 0.00 0.17 0.05 
11 320 253 108 114 133 90 80 86 94 87 95 44 34 17 62 99 58 43 46 21 29 52 43 97 56 17 1476 0.08 0.12 0.20 
12 982 171 126 114 102 28 90 99 22 39 55 55 78 23 29 38 71 61 74 34 92 45 28 50 52 34 1884 0.20 0.15 0.19 
13 226 813 138 141 133 96 72 93 17 62 47 23 77 36 86 14 96 99 77 32 30 85 49 70 36 72 1566 0.07 0.18 0.17 
