100 3 5 3 6782
115 260
12561 12740 12561 9400 12900 5300 12500 13700 13100 6200 14000 13100 0.01 0.01 0.01 
1 671 826 126 138 132 16 82 97 55 23 41 58 69 78 1512 0.02 0.15 0.01 
2 967 203 128 139 147 27 51 79 86 22 16 59 92 76 1413 0.14 0.17 0.07 
3 146 250 141 149 137 82 27 12 88 91 82 70 48 62 2112 0.13 0.17 0.07 
4 80 494 114 149 127 79 47 82 84 78 24 82 38 86 2052 0.02 0.04 0.10 
5 674 714 116 123 105 62 91 24 37 40 39 25 78 91 1992 0.01 0.06 0.09 
6 226 148 148 147 102 51 58 13 87 35 51 68 92 47 1764 0.18 0.06 0.06 
7 489 194 142 122 121 80 11 48 15 94 59 55 83 28 2220 0.01 0.20 0.11 
8 783 597 148 128 104 40 37 28 71 33 27 13 55 14 2208 0.04 0.04 0.09 
9 154 0 142 107 115 73 20 11 53 85 79 19 54 56 1647 0.06 0.05 0.02 
10 161 952 125 123 125 32 49 95 22 29 90 88 59 88 2052 0.16 0.00 0.10 
11 846 459 116 107 133 88 22 56 56 91 78 63 82 53 2100 0.20 0.16 0.05 
12 394 619 117 127 127 87 26 88 31 70 86 93 49 38 1764 0.00 0.00 0.03 
13 455 87 139 111 106 77 69 93 33 19 72 97 37 20 1395 0.13 0.17 0.00 
14 870 620 103 101 148 94 89 86 97 74 84 56 91 15 1503 0.07 0.10 0.15 
15 263 521 109 123 134 90 79 97 67 34 85 86 92 89 1755 0.07 0.13 0.04 
16 251 926 110 112 111 86 52 55 19 21 77 20 33 12 1566 0.04 0.15 0.12 
17 669 865 131 135 124 91 48 100 33 84 69 12 94 89 2028 0.13 0.13 0.19 
18 489 27 125 150 126 43 40 81 72 54 77 78 37 24 1431 0.17 0.07 0.15 
19 607 787 119 105 150 89 31 33 86 11 30 83 81 25 2208 0.04 0.11 0.19 
20 457 999 111 118 123 38 55 74 92 14 63 23 59 57 1530 0.04 0.17 0.04 
21 623 124 147 133 125 71 20 52 49 27 52 36 80 50 2400 0.02 0.15 0.08 
22 602 18 102 143 133 74 76 83 28 44 72 72 48 30 1701 0.00 0.14 0.08 
23 712 222 102 134 145 63 50 90 75 59 57 69 55 87 1512 0.04 0.02 0.18 
24 702 293 107 103 135 86 56 70 88 40 19 85 100 47 1746 0.04 0.14 0.10 
25 149 454 103 135 131 84 63 79 17 58 47 19 40 27 2376 0.16 0.03 0.19 
26 824 215 132 143 118 96 76 14 70 27 28 94 40 47 1674 0.08 0.17 0.18 
27 126 525 120 137 116 62 23 87 15 64 64 60 36 96 1467 0.20 0.04 0.02 
28 868 756 145 109 107 96 53 86 32 61 93 20 60 45 2076 0.13 0.14 0.06 
29 97 517 107 145 129 80 80 15 95 87 59 63 12 33 1440 0.12 0.00 0.17 
30 293 81 141 109 141 36 39 19 95 81 80 83 55 67 1980 0.12 0.15 0.08 
31 539 500 121 123 129 66 28 35 36 46 25 51 73 62 2376 0.18 0.14 0.01 
32 464 15 143 101 115 45 34 16 84 92 61 52 52 14 1800 0.12 0.09 0.07 
33 807 687 115 104 150 51 86 58 86 18 54 89 90 83 2328 0.08 0.20 0.06 
34 441 214 125 117 125 52 11 50 76 19 37 80 45 33 2136 0.00 0.10 0.12 
35 44 636 113 139 116 11 70 96 71 81 51 29 92 36 1755 0.18 0.03 0.13 
36 595 582 142 115 108 90 66 72 31 71 82 72 88 38 1692 0.04 0.08 0.15 
37 870 413 126 148 148 58 34 26 12 72 34 72 49 53 2040 0.08 0.01 0.09 
38 196 159 103 129 109 84 24 84 54 71 32 55 51 46 2040 0.02 0.08 0.02 
39 472 811 134 128 117 50 88 80 48 69 24 32 13 21 1908 0.11 0.11 0.02 
40 443 491 143 113 134 17 77 44 18 56 74 12 96 80 1575 0.00 0.15 0.02 
41 320 262 104 113 138 34 65 66 81 14 29 77 58 65 1584 0.12 0.20 0.15 
42 948 735 114 132 128 63 22 88 17 85 22 35 78 77 1449 0.09 0.19 0.13 
