50 5 5 7 5454
62 801
6309 6226 6352 6225 6259 6350 4050 2750 2700 3700 5300 3950 4350 7000 4650 3950 6400 6050 6450 5850 6700 6200 4550 5900 5800 6650 5100 3600 4150 4400 5250 4850 3650 4100 5000 3400 3400 6500 6250 3550 0.01 0.01 0.01 0.01 0.01 
1 263 452 138 106 104 125 148 99 40 37 64 28 74 65 72 82 18 54 33 81 15 45 26 84 48 93 27 75 68 29 65 26 75 50 73 42 61 88 59 87 14 29 3700 0.15 0.03 0.17 0.12 0.14 
2 169 609 126 147 113 105 139 98 63 76 76 38 61 95 25 72 30 65 96 54 58 93 16 43 97 86 52 43 14 12 92 71 26 55 16 70 43 12 97 93 58 52 2985 0.05 0.16 0.20 0.09 0.11 
3 221 14 142 132 140 137 122 26 78 85 67 21 20 33 63 93 89 70 60 25 39 78 35 46 35 76 67 15 51 80 87 83 12 16 44 46 28 46 56 89 68 29 2580 0.14 0.04 0.01 0.17 0.03 
4 741 393 111 148 104 124 104 23 46 62 41 12 21 81 97 25 82 64 58 61 99 58 16 26 77 86 29 50 91 73 88 39 50 61 25 58 76 54 59 86 34 40 2685 0.09 0.02 0.15 0.03 0.06 
5 504 19 110 142 106 107 137 11 18 11 81 58 17 72 56 62 31 17 77 44 64 87 23 90 73 52 33 73 30 30 99 78 15 92 93 100 93 99 19 61 70 90 2880 0.10 0.16 0.04 0.19 0.06 
6 982 689 140 140 131 114 140 90 27 53 23 51 29 94 79 71 36 70 25 54 31 53 39 30 22 29 36 95 48 54 96 76 55 50 77 28 30 18 68 100 12 90 2460 0.11 0.10 0.18 0.14 0.13 
7 707 351 104 107 126 113 150 37 46 38 25 41 28 62 76 89 90 25 66 86 43 93 62 98 94 51 37 28 87 28 86 16 87 58 78 93 15 89 85 85 51 31 3220 0.06 0.11 0.05 0.00 0.11 
8 286 635 129 109 132 122 135 65 43 32 91 22 87 40 34 97 25 81 74 90 36 78 72 25 80 92 36 33 61 40 96 81 98 45 62 78 83 15 89 32 44 80 4000 0.06 0.01 0.06 0.01 0.00 
9 913 329 132 143 125 132 141 20 16 38 45 90 39 57 86 37 79 31 50 92 98 96 48 16 91 79 60 83 47 48 83 73 43 19 19 77 46 48 66 36 94 47 2295 0.13 0.10 0.06 0.10 0.07 
10 823 754 136 147 114 115 116 21 17 68 33 89 54 31 37 94 68 97 12 71 73 18 39 72 63 37 44 45 75 67 72 26 34 87 15 93 35 67 43 78 87 68 2430 0.12 0.06 0.01 0.19 0.00 
11 259 995 109 108 119 103 110 12 27 14 46 61 17 72 40 49 13 78 54 99 33 27 65 17 65 33 35 97 87 39 66 73 70 81 50 97 53 30 20 21 53 50 3240 0.07 0.19 0.01 0.12 0.16 
12 196 492 143 112 102 114 110 42 45 50 66 93 20 14 37 39 52 18 78 37 66 18 37 92 61 39 93 52 71 48 96 34 73 37 51 33 52 32 25 61 35 98 2295 0.18 0.07 0.04 0.13 0.08 
13 127 549 139 147 146 150 126 64 57 91 18 60 84 41 79 64 31 68 14 86 90 69 15 67 56 64 16 70 24 62 15 50 86 11 12 19 54 19 30 37 49 78 3040 0.02 0.10 0.15 0.08 0.10 
